     -0.6212684933 a         1     0     1     1     1
      0.7449182207 a         2     0     1     1     2
     -0.2977786354 a         3     0     1     1     3
      0.9986940551 a         4     0     1     1     4
      0.4680572817 a         5     0     1     1     5
     -0.8204819211 a         6     0     1     1     6
     -0.2534335333 a         7     0     1     1     7
      0.4015075636 a         8     0     1     1     8
     -0.1161390605 a         9     0     1     1     9
     -0.5134844495 a        10     0     1     1    10
      0.4688171003 a        11     0     1     1    11
      0.5777850784 a        12     0     1     1    12
      0.0038137838 a        13     0     1     1    13
     -0.0804334514 a        14     0     1     1    14
      0.0144333124 a        15     0     1     1    15
      0.3161877075 a        16     0     1     1    16
      0.1827555112 a        17     0     1     1    17
     -0.9283121057 a        18     0     1     1    18
     -0.4651868114 a        19     0     1     1    19
     -0.3178328309 a        20     0     1     1    20
     -0.8945453381 a        21     0     1     1    21
      0.2633520901 a        22     0     1     1    22
     -0.2101474158 a        23     0     1     1    23
      0.1550526347 a        24     0     1     1    24
      0.5622886437 a        25     0     1     1    25
     -0.3655327895 a        26     0     2     1     1
      0.4031290150 a        27     0     2     1     2
      0.1558722614 a        28     0     2     1     3
     -0.9630969287 a        29     0     2     1     4
      0.7563235816 a        30     0     2     1     5
      0.4524943394 a        31     0     2     1     6
      0.6196156374 a        32     0     2     1     7
      0.5046377700 a        33     0     2     1     8
     -0.0486144384 a        34     0     2     1     9
     -0.9083134992 a        35     0     2     1    10
     -0.3926279451 a        36     0     2     1    11
     -0.7636194786 a        37     0     2     1    12
      0.3244558492 a        38     0     2     1    13
     -0.0191960952 a        39     0     2     1    14
     -0.6158755839 a        40     0     2     1    15
      0.4113703973 a        41     0     2     1    16
      0.7493241016 a        42     0     2     1    17
      0.2449380187 a        43     0     2     1    18
      0.6059286647 a        44     0     2     1    19
      0.4867391052 a        45     0     2     1    20
     -0.2788395981 a        46     0     2     1    21
      0.5903878731 a        47     0     2     1    22
     -0.1043018636 a        48     0     2     1    23
     -0.0132785713 a        49     0     2     1    24
     -0.9076620686 a        50     0     2     1    25
      0.5658834233 a        51     0     3     1     1
      0.5490723884 a        52     0     3     1     2
      0.3285352775 a        53     0     3     1     3
      0.9990339334 a        54     0     3     1     4
     -0.1122108754 a        55     0     3     1     5
      0.7896551609 a        56     0     3     1     6
     -0.8479844798 a        57     0     3     1     7
     -0.2467051893 a        58     0     3     1     8
     -0.4359100392 a        59     0     3     1     9
      1.4141755147 a        60     0     3     1    10
      0.4601734188 a        61     0     3     1    11
     -0.5255497506 a        62     0     3     1    12
     -0.5046022809 a        63     0     3     1    13
     -0.8209097638 a        64     0     3     1    14
      1.3157180876 a        65     0     3     1    15
     -0.4311476873 a        66     0     3     1    16
     -1.2546696254 a        67     0     3     1    17
      1.0021450298 a        68     0     3     1    18
     -0.5036025235 a        69     0     3     1    19
      0.3570500113 a        70     0     3     1    20
      0.0509675583 a        71     0     3     1    21
     -0.3012539378 a        72     0     3     1    22
     -0.3242371401 a        73     0     3     1    23
     -0.1486622444 a        74     0     3     1    24
      0.2081885751 a        75     0     3     1    25
     -0.4165782291 a        76     0     4     1     1
     -0.1994378914 a        77     0     4     1     2
      0.2189542731 a        78     0     4     1     3
     -0.6798274596 a        79     0     4     1     4
      0.4465065368 a        80     0     4     1     5
      0.6912885153 a        81     0     4     1     6
     -0.3928048007 a        82     0     4     1     7
      0.1782371549 a        83     0     4     1     8
     -0.0607094802 a        84     0     4     1     9
     -0.0575586477 a        85     0     4     1    10
     -0.3918869545 a        86     0     4     1    11
      1.0504684620 a        87     0     4     1    12
     -0.0241888283 a        88     0     4     1    13
     -0.2428879455 a        89     0     4     1    14
      0.2769278659 a        90     0     4     1    15
     -1.4807003226 a        91     0     4     1    16
      0.6942621837 a        92     0     4     1    17
      0.2653781426 a        93     0     4     1    18
     -0.6995410284 a        94     0     4     1    19
     -0.0348334711 a        95     0     4     1    20
     -0.0443656838 a        96     0     4     1    21
     -0.1065613455 a        97     0     4     1    22
      0.7826918450 a        98     0     4     1    23
     -0.6393154494 a        99     0     4     1    24
     -0.1645741562 a       100     0     4     1    25
     -0.7446457252 a       101     0     5     1     1
      0.4956548965 a       102     0     5     1     2
      0.3863791317 a       103     0     5     1     3
      0.0061892487 a       104     0     5     1     4
      0.4260510287 a       105     0     5     1     5
     -0.1268152831 a       106     0     5     1     6
      1.1530264450 a       107     0     5     1     7
      0.3779531549 a       108     0     5     1     8
      1.4617725868 a       109     0     5     1     9
     -0.1405693307 a       110     0     5     1    10
     -0.0168779894 a       111     0     5     1    11
      1.2259820832 a       112     0     5     1    12
     -0.6905780083 a       113     0     5     1    13
     -0.6808171823 a       114     0     5     1    14
     -0.2532402255 a       115     0     5     1    15
      2.6067426189 a       116     0     5     1    16
      0.4224917091 a       117     0     5     1    17
      0.0563680825 a       118     0     5     1    18
      0.4129964718 a       119     0     5     1    19
     -0.1938015216 a       120     0     5     1    20
     -0.3723546489 a       121     0     5     1    21
      0.0744435668 a       122     0     5     1    22
     -0.1411926681 a       123     0     5     1    23
      2.1078648222 a       124     0     5     1    24
     -0.8400272333 a       125     0     5     1    25
     -0.7541386323 a       126     0     6     1     1
     -0.1710298960 a       127     0     6     1     2
      0.0722960677 a       128     0     6     1     3
     -0.6397313942 a       129     0     6     1     4
     -0.5940044488 a       130     0     6     1     5
      0.1368999597 a       131     0     6     1     6
     -0.5247033043 a       132     0     6     1     7
     -0.0825416102 a       133     0     6     1     8
     -0.2562124349 a       134     0     6     1     9
      0.1085018859 a       135     0     6     1    10
     -0.4539402252 a       136     0     6     1    11
      1.1218199266 a       137     0     6     1    12
      0.9508654251 a       138     0     6     1    13
     -0.0044209253 a       139     0     6     1    14
      0.2841875659 a       140     0     6     1    15
     -1.2436119373 a       141     0     6     1    16
     -0.2075270959 a       142     0     6     1    17
     -0.6094917324 a       143     0     6     1    18
     -0.5407996638 a       144     0     6     1    19
      0.1263200917 a       145     0     6     1    20
     -0.5006622985 a       146     0     6     1    21
     -0.4808287379 a       147     0     6     1    22
      0.1615635034 a       148     0     6     1    23
     -1.3646147121 a       149     0     6     1    24
     -0.5076719043 a       150     0     6     1    25
     -0.3335734490 a       151     0     7     1     1
     -0.1901767214 a       152     0     7     1     2
     -0.4625794060 a       153     0     7     1     3
      0.7179017989 a       154     0     7     1     4
      1.3888002446 a       155     0     7     1     5
      0.2975823849 a       156     0     7     1     6
     -0.6950518590 a       157     0     7     1     7
      0.1706541956 a       158     0     7     1     8
      0.2746004491 a       159     0     7     1     9
     -0.5115228766 a       160     0     7     1    10
      0.3312887994 a       161     0     7     1    11
     -0.5283083561 a       162     0     7     1    12
     -0.8780520405 a       163     0     7     1    13
     -0.7028709457 a       164     0     7     1    14
     -0.9393660014 a       165     0     7     1    15
     -0.0826666635 a       166     0     7     1    16
     -0.6936942802 a       167     0     7     1    17
     -1.4445329102 a       168     0     7     1    18
      1.1072518111 a       169     0     7     1    19
      0.4863770233 a       170     0     7     1    20
      0.4603416523 a       171     0     7     1    21
      0.5113856867 a       172     0     7     1    22
     -0.1114634565 a       173     0     7     1    23
      0.8064068408 a       174     0     7     1    24
      1.7175569979 a       175     0     7     1    25
      0.0383265094 a       176     0     8     1     1
      0.1361473334 a       177     0     8     1     2
      0.3672386495 a       178     0     8     1     3
     -0.0162261098 a       179     0     8     1     4
     -0.1690837934 a       180     0     8     1     5
     -0.0227781910 a       181     0     8     1     6
     -0.5711735246 a       182     0     8     1     7
     -0.4160559043 a       183     0     8     1     8
      0.1123836815 a       184     0     8     1     9
      0.8190759669 a       185     0     8     1    10
     -0.3962781957 a       186     0     8     1    11
     -1.2903089740 a       187     0     8     1    12
      0.5781645561 a       188     0     8     1    13
     -0.1265300811 a       189     0     8     1    14
      0.3059338780 a       190     0     8     1    15
     -1.7436924289 a       191     0     8     1    16
     -1.4839371266 a       192     0     8     1    17
     -0.1279005030 a       193     0     8     1    18
      0.2647927489 a       194     0     8     1    19
      0.2130338096 a       195     0     8     1    20
     -0.4267237478 a       196     0     8     1    21
     -0.5699596004 a       197     0     8     1    22
      0.9081718487 a       198     0     8     1    23
     -1.8370357513 a       199     0     8     1    24
      0.0819461141 a       200     0     8     1    25
      0.9110769233 a       201     0     9     1     1
     -0.5734695818 a       202     0     9     1     2
      0.1240870170 a       203     0     9     1     3
      0.5747720133 a       204     0     9     1     4
     -0.2312915012 a       205     0     9     1     5
     -0.0782072954 a       206     0     9     1     6
     -0.1092177485 a       207     0     9     1     7
     -0.4902514247 a       208     0     9     1     8
      0.0883814827 a       209     0     9     1     9
     -0.4273345237 a       210     0     9     1    10
     -0.5727194810 a       211     0     9     1    11
      1.3646661612 a       212     0     9     1    12
     -1.0724818173 a       213     0     9     1    13
     -0.6329453676 a       214     0     9     1    14
