branch,label,n_molecules,segment,mpi_ranks,prod_steps,time_per_step_s,md_loop_s,total_walltime_s
feature-nnp-chebyshev,feature-nnp-chebyshev,256,4,64,200000,0.026487,5297.408,5298.289
