lag_fs,acf_norm_mean,acf_norm_sem
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,9.583293340000000882e-01,2.070258933466972940e-04
1.000000000000000000e+00,8.382073260000000303e-01,7.829361458356596561e-04
1.500000000000000000e+00,6.536412019999999767e-01,1.602175327810280827e-03
2.000000000000000000e+00,4.258639780000000319e-01,2.487442145346093966e-03
2.500000000000000000e+00,1.805746880000000387e-01,3.248702472345536829e-03
3.000000000000000000e+00,-5.523335799999999629e-02,3.724273483280195543e-03
3.500000000000000000e+00,-2.563980280000000556e-01,3.818760126836194362e-03
4.000000000000000000e+00,-4.022969399999999918e-01,3.541058764218685435e-03
4.500000000000000000e+00,-4.788946000000000036e-01,3.061597592416412904e-03
5.000000000000000000e+00,-4.800034420000000024e-01,2.791567607113247702e-03
5.500000000000000000e+00,-4.077220159999999649e-01,3.172076860220446326e-03
6.000000000000000000e+00,-2.720663799999999966e-01,4.058198644987698507e-03
6.500000000000000000e+00,-8.984199000000001045e-02,4.966417332576873907e-03
7.000000000000000000e+00,1.171660200000000096e-01,5.519896166599514396e-03
7.500000000000000000e+00,3.245587119999999715e-01,5.481158881614727266e-03
8.000000000000000000e+00,5.080494520000000680e-01,4.746225474217799327e-03
8.500000000000000000e+00,6.462719060000000626e-01,3.408509395236568838e-03
9.000000000000000000e+00,7.233245960000000974e-01,2.178895226055176017e-03
9.500000000000000000e+00,7.306891880000000450e-01,3.102745849317010019e-03
1.000000000000000000e+01,6.682186300000000356e-01,5.444199678768222445e-03
1.050000000000000000e+01,5.440290199999999743e-01,7.792108700858836091e-03
1.100000000000000000e+01,3.733180619999999506e-01,9.590164538674193773e-03
1.150000000000000000e+01,1.763194800000000284e-01,1.050416084322207573e-02
1.200000000000000000e+01,-2.426582600000000076e-02,1.034708175018521706e-02
1.250000000000000000e+01,-2.059760479999999949e-01,9.088455003458726852e-03
1.300000000000000000e+01,-3.490830939999999827e-01,6.871937889606244410e-03
1.350000000000000000e+01,-4.386157899999999499e-01,4.106927052362870784e-03
1.400000000000000000e+01,-4.657562979999999575e-01,2.467153967105418892e-03
1.450000000000000000e+01,-4.285449279999999916e-01,4.618912603756864139e-03
1.500000000000000000e+01,-3.318921780000000377e-01,7.586215840609472974e-03
1.550000000000000000e+01,-1.869361179999999845e-01,9.985401451992502106e-03
1.600000000000000000e+01,-9.810731999999999092e-03,1.135475856417009037e-02
1.650000000000000000e+01,1.800791099999999867e-01,1.144175234808462310e-02
1.700000000000000000e+01,3.621385639999999961e-01,1.015600477417946158e-02
1.750000000000000000e+01,5.168298080000000017e-01,7.577521968727904574e-03
1.800000000000000000e+01,6.278456439999999805e-01,3.969826262663889854e-03
1.850000000000000000e+01,6.839429760000000913e-01,8.624032832532442950e-04
1.900000000000000000e+01,6.801859339999999365e-01,4.933790581292034870e-03
1.950000000000000000e+01,6.184164279999999625e-01,8.992544716926011497e-03
2.000000000000000000e+01,5.068835999999999897e-01,1.217349964596869602e-02
2.050000000000000000e+01,3.590963699999999426e-01,1.405041781804512203e-02
2.100000000000000000e+01,1.920827999999999980e-01,1.436809190522736132e-02
2.150000000000000000e+01,2.431722800000000323e-02,1.307115115136780678e-02
2.200000000000000000e+01,-1.264018800000000220e-01,1.031902333459276330e-02
2.250000000000000000e+01,-2.448683679999999752e-01,6.516583417978629410e-03
2.300000000000000000e+01,-3.199848000000000137e-01,2.855020606296919134e-03
2.350000000000000000e+01,-3.457565140000000148e-01,4.461566541353607918e-03
2.400000000000000000e+01,-3.217087419999999365e-01,8.586863636903410354e-03
2.450000000000000000e+01,-2.527274080000000422e-01,1.211691026081046160e-02
2.500000000000000000e+01,-1.483679940000000030e-01,1.439716802300598439e-02
2.550000000000000000e+01,-2.171258600000000247e-02,1.510129675262611264e-02
2.600000000000000000e+01,1.121110099999999832e-01,1.410950425655416347e-02
2.650000000000000000e+01,2.376025100000000168e-01,1.150966913449165928e-02
2.700000000000000000e+01,3.405829779999999807e-01,7.614266830303758650e-03
2.750000000000000000e+01,4.097249040000000564e-01,3.194237734334445192e-03
2.800000000000000000e+01,4.377436559999999810e-01,3.596088547114201922e-03
2.850000000000000000e+01,4.221111920000000239e-01,8.225006762765855670e-03
2.900000000000000000e+01,3.652126319999999815e-01,1.232930852073561845e-02
2.950000000000000000e+01,2.739398739999999721e-01,1.514675498935584216e-02
3.000000000000000000e+01,1.587902840000000038e-01,1.629669824423419719e-02
3.050000000000000000e+01,3.259827200000000452e-02,1.562717540624676896e-02
3.100000000000000000e+01,-9.093584800000001356e-02,1.321305524234323361e-02
3.150000000000000000e+01,-1.987450060000000018e-01,9.349835091842314053e-03
3.200000000000000000e+01,-2.797610320000000206e-01,4.595824553834054228e-03
3.250000000000000000e+01,-3.260146199999999772e-01,2.204396225257613303e-03
3.300000000000000000e+01,-3.333755720000000089e-01,6.777787084316239281e-03
3.350000000000000000e+01,-3.018793760000000326e-01,1.126166877495586756e-02
3.400000000000000000e+01,-2.356247439999999693e-01,1.458855555679505756e-02
3.450000000000000000e+01,-1.422629160000000170e-01,1.633945523968641927e-02
3.500000000000000000e+01,-3.213329999999999659e-02,1.630493163197595241e-02
3.550000000000000000e+01,8.286833400000000183e-02,1.447991015097731780e-02
3.600000000000000000e+01,1.905753939999999813e-01,1.106562870811532082e-02
3.650000000000000000e+01,2.798560399999999726e-01,6.476128737563824518e-03
3.700000000000000000e+01,3.417976719999999413e-01,1.849187424449993782e-03
3.750000000000000000e+01,3.706380639999999893e-01,4.923673264598894816e-03
3.800000000000000000e+01,3.643370479999999967e-01,9.798039542106061137e-03
3.850000000000000000e+01,3.247246140000000225e-01,1.371001340981386693e-02
3.900000000000000000e+01,2.572123899999999574e-01,1.613881326349586240e-02
3.950000000000000000e+01,1.701089419999999852e-01,1.680147838118818335e-02
4.000000000000000000e+01,7.362617400000000256e-02,1.563070686545960097e-02
4.050000000000000000e+01,-2.130189999999999861e-02,1.277657348867997610e-02
4.100000000000000000e+01,-1.042494739999999948e-01,8.600370890989294040e-03
4.150000000000000000e+01,-1.664402219999999988e-01,3.778919246085313526e-03
4.200000000000000000e+01,-2.016770459999999709e-01,2.938645389368372326e-03
4.250000000000000000e+01,-2.069652060000000127e-01,7.620355031295194398e-03
4.300000000000000000e+01,-1.827691979999999938e-01,1.184524274731100363e-02
4.350000000000000000e+01,-1.328830360000000099e-01,1.482204411747468746e-02
4.400000000000000000e+01,-6.393430600000001018e-02,1.620084597097342857e-02
4.450000000000000000e+01,1.541903000000000024e-02,1.584161079093032026e-02
4.500000000000000000e+01,9.550673200000001084e-02,1.380928411196735359e-02
4.550000000000000000e+01,1.667624940000000111e-01,1.037511381279193450e-02
4.600000000000000000e+01,2.208098000000000005e-01,6.060781954745604952e-03
4.650000000000000000e+01,2.513923880000000222e-01,2.596370466423077866e-03
4.700000000000000000e+01,2.550433759999999883e-01,5.291460574409110988e-03
4.750000000000000000e+01,2.314198699999999997e-01,9.397756521906172958e-03
4.800000000000000000e+01,1.832716780000000212e-01,1.260263020162513334e-02
4.850000000000000000e+01,1.160578099999999974e-01,1.438913537793497580e-02
4.900000000000000000e+01,3.726617200000000019e-02,1.453593812276159775e-02
4.950000000000000000e+01,-4.447548999999999947e-02,1.303828969781351162e-02
5.000000000000000000e+01,-1.203890860000000063e-01,1.009816956181940929e-02
5.050000000000000000e+01,-1.825221100000000152e-01,6.144188340810365252e-03
5.100000000000000000e+01,-2.246029560000000203e-01,2.452173262764275816e-03
5.150000000000000000e+01,-2.426867440000000098e-01,4.598894471827548458e-03
5.200000000000000000e+01,-2.355283599999999922e-01,8.788126030862318180e-03
5.250000000000000000e+01,-2.046497620000000128e-01,1.227884025816461215e-02
5.300000000000000000e+01,-1.541011659999999839e-01,1.452182345993387712e-02
5.350000000000000000e+01,-8.994767800000000313e-02,1.524540630450739974e-02
