lag_fs,acf_norm_mean,acf_norm_sem
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,9.581833619999999829e-01,1.409582325158803030e-04
1.000000000000000000e+00,8.376589239999999714e-01,5.394857227916212894e-04
1.500000000000000000e+00,6.525284600000000879e-01,1.129153658245859006e-03
2.000000000000000000e+00,4.241544499999999607e-01,1.813476181007068555e-03
2.500000000000000000e+00,1.783685259999999995e-01,2.483219941929429471e-03
3.000000000000000000e+00,-5.772924200000000006e-02,3.034383365857714655e-03
3.500000000000000000e+00,-2.589149079999999437e-01,3.383515971875119144e-03
4.000000000000000000e+00,-4.045559120000000730e-01,3.478475205786868852e-03
4.500000000000000000e+00,-4.806541240000000714e-01,3.304253623759226179e-03
5.000000000000000000e+00,-4.810960720000000412e-01,2.884654317531649796e-03
5.500000000000000000e+00,-4.080779180000000395e-01,2.281735259175350899e-03
6.000000000000000000e+00,-2.717242519999999995e-01,1.598163964008072688e-03
6.500000000000000000e+00,-8.894906599999999330e-02,1.002044907669313086e-03
7.000000000000000000e+00,1.183640840000000083e-01,7.747119364099144291e-04
7.500000000000000000e+00,3.257386979999999932e-01,9.176821964787169363e-04
8.000000000000000000e+00,5.088436940000000686e-01,1.018565223746617510e-03
8.500000000000000000e+00,6.463141099999999417e-01,8.854465138222597162e-04
9.000000000000000000e+00,7.223054359999999674e-01,5.542315199860070249e-04
9.500000000000000000e+00,7.284139800000000164e-01,6.448804480444392424e-04
1.000000000000000000e+01,6.646552580000000265e-01,1.429840719050209279e-03
1.050000000000000000e+01,5.393334020000000173e-01,2.369351328185425459e-03
1.100000000000000000e+01,3.678279239999999728e-01,3.255185708580390826e-03
1.150000000000000000e+01,1.705145140000000059e-01,3.947126665591820828e-03
1.200000000000000000e+01,-2.983094200000000612e-02,4.340910460597408212e-03
1.250000000000000000e+01,-2.107528139999999828e-01,4.376346562362946717e-03
1.300000000000000000e+01,-3.526091240000000515e-01,4.044681342079496297e-03
1.350000000000000000e+01,-4.405798940000000274e-01,3.392472139553400629e-03
1.400000000000000000e+01,-4.660397419999999791e-01,2.529301319986210564e-03
1.450000000000000000e+01,-4.272354720000000050e-01,1.674781333602690147e-03
1.500000000000000000e+01,-3.292722819999999717e-01,1.320531318611572677e-03
1.550000000000000000e+01,-1.834497059999999902e-01,1.747235266518508846e-03
1.600000000000000000e+01,-6.013997999999999566e-03,2.347803049619792953e-03
1.650000000000000000e+01,1.835776200000000247e-01,2.728061644486798939e-03
1.700000000000000000e+01,3.647439760000000253e-01,2.746279260476985375e-03
1.750000000000000000e+01,5.180285620000000257e-01,2.365045956674831449e-03
1.800000000000000000e+01,6.272691979999999168e-01,1.636184209168996956e-03
1.850000000000000000e+01,6.814206419999999653e-01,8.546555096083992709e-04
1.900000000000000000e+01,6.757783500000000831e-01,1.263486228702157118e-03
1.950000000000000000e+01,6.124218319999999993e-01,2.450539928769568040e-03
2.000000000000000000e+01,4.998118220000000167e-01,3.609202060007732880e-03
2.050000000000000000e+01,3.516110779999999658e-01,4.508744203593059371e-03
2.100000000000000000e+01,1.849188559999999926e-01,5.017047611042375725e-03
2.150000000000000000e+01,1.818547400000000008e-02,5.064489411664910637e-03
2.200000000000000000e+01,-1.309075420000000156e-01,4.646555097755107958e-03
2.250000000000000000e+01,-2.473474659999999881e-01,3.827933655286625686e-03
2.300000000000000000e+01,-3.202798159999999950e-01,2.756878020917141216e-03
2.350000000000000000e+01,-3.439701039999999987e-01,1.761076630534861394e-03
2.400000000000000000e+01,-3.181884259999999687e-01,1.613907976167168945e-03
2.450000000000000000e+01,-2.480219720000000072e-01,2.402518566576332046e-03
2.500000000000000000e+01,-1.431622819999999741e-01,3.270180932754942430e-03
2.550000000000000000e+01,-1.674902400000000124e-02,3.843801221367463411e-03
2.600000000000000000e+01,1.161157839999999997e-01,3.987664054195890970e-03
2.650000000000000000e+01,2.400376179999999804e-01,3.660430215416487273e-03
2.700000000000000000e+01,3.410120899999999899e-01,2.889935107138225535e-03
2.750000000000000000e+01,4.079366979999999865e-01,1.771442320572140690e-03
2.800000000000000000e+01,4.337778539999999627e-01,5.930011330309608230e-04
2.850000000000000000e+01,4.162560140000000075e-01,1.260466772349033704e-03
2.900000000000000000e+01,3.579724460000000552e-01,2.580033426778808713e-03
2.950000000000000000e+01,2.659757779999999405e-01,3.687172835503377266e-03
3.000000000000000000e+01,1.508405059999999853e-01,4.419039475743118117e-03
3.050000000000000000e+01,2.538882599999999629e-02,4.685597043937516498e-03
3.100000000000000000e+01,-9.677804399999999363e-02,4.459717168055165465e-03
3.150000000000000000e+01,-2.027647780000000066e-01,3.782421440046573186e-03
3.200000000000000000e+01,-2.817241220000000212e-01,2.777159330224684367e-03
3.250000000000000000e+01,-3.259281880000000076e-01,1.741830899620860429e-03
3.300000000000000000e+01,-3.314792260000000157e-01,1.531800182290755669e-03
3.350000000000000000e+01,-2.986099580000000087e-01,2.447253421222250584e-03
3.400000000000000000e+01,-2.315610439999999937e-01,3.526137702550199374e-03
3.450000000000000000e+01,-1.380581339999999713e-01,4.352461624971091549e-03
3.500000000000000000e+01,-2.844334600000000129e-02,4.768329124401544591e-03
3.550000000000000000e+01,8.545320000000000693e-02,4.707818372608483896e-03
3.600000000000000000e+01,1.915893240000000053e-01,4.173839518724456119e-03
3.650000000000000000e+01,2.790020219999999607e-01,3.239951326358779873e-03
3.700000000000000000e+01,3.389742560000000293e-01,2.086817227012463007e-03
3.750000000000000000e+01,3.659464679999999692e-01,1.294870841950656595e-03
3.800000000000000000e+01,3.580682219999999916e-01,1.924171458730749261e-03
3.850000000000000000e+01,3.173273640000000007e-01,3.108461305849889549e-03
