lag_fs,acf_norm_mean,acf_norm_sem
1.035000000000000000e+02,4.323194399999999438e-02,1.704836169699599580e-03
1.040000000000000000e+02,3.972709800000000235e-02,2.595109891670100994e-03
1.045000000000000000e+02,3.642212000000000227e-02,3.705930566544656749e-03
1.050000000000000000e+02,3.351332599999999606e-02,4.592747829091642017e-03
1.055000000000000000e+02,3.104569000000000425e-02,5.076028956070877639e-03
1.060000000000000000e+02,2.892196799999999929e-02,5.076153193985973901e-03
1.065000000000000000e+02,2.693472000000000227e-02,4.585992956668161896e-03
1.070000000000000000e+02,2.481597799999999895e-02,3.669399947783561107e-03
1.075000000000000000e+02,2.229635799999999876e-02,2.482155654292050873e-03
1.080000000000000000e+02,1.916405200000000086e-02,1.448635681720562580e-03
1.085000000000000000e+02,1.531414799999999965e-02,1.691219711803880043e-03
1.090000000000000000e+02,1.078053399999999787e-02,2.818130423963021228e-03
1.095000000000000000e+02,5.745597999999999331e-03,3.868209138583899621e-03
1.100000000000000000e+02,5.262939999999999589e-04,4.551269009707732162e-03
1.105000000000000000e+02,-4.461304000000000138e-03,4.752766442947306720e-03
1.110000000000000000e+02,-8.753934000000001409e-03,4.445885729276674754e-03
1.115000000000000000e+02,-1.190228199999999840e-02,3.687940035672217579e-03
1.120000000000000000e+02,-1.353281399999999891e-02,2.654152473620533751e-03
1.125000000000000000e+02,-1.340157399999999943e-02,1.828576537018891104e-03
1.130000000000000000e+02,-1.143223000000000156e-02,2.145109088689896651e-03
1.135000000000000000e+02,-7.732590000000000123e-03,3.290588214514238077e-03
1.140000000000000000e+02,-2.586854000000000410e-03,4.459460958582998728e-03
1.145000000000000000e+02,3.575983999999999934e-03,5.324724992501115445e-03
1.150000000000000000e+02,1.023356199999999987e-02,5.737018627553339134e-03
1.155000000000000000e+02,1.683457000000000009e-02,5.633079117251949507e-03
1.160000000000000000e+02,2.286742799999999867e-02,5.020272708778279226e-03
1.165000000000000000e+02,2.792363199999999684e-02,3.973773233327991365e-03
1.170000000000000000e+02,3.174708799999999276e-02,2.644548685969687341e-03
1.175000000000000000e+02,3.426258399999999871e-02,1.370551401296573246e-03
1.180000000000000000e+02,3.557973399999999481e-02,1.344006383707309219e-03
1.185000000000000000e+02,3.597209399999999613e-02,2.432423101116662750e-03
1.190000000000000000e+02,3.583454400000000289e-02,3.406334450808669485e-03
1.195000000000000000e+02,3.562479600000000024e-02,3.970511027310715674e-03
1.200000000000000000e+02,3.579668400000000222e-02,4.031531391159691967e-03
1.205000000000000000e+02,3.673380200000000290e-02,3.583762077566534678e-03
