lag_fs,running_eta_mean,running_eta_sem
1.740000000000000000e+02,3.187638599999999545e-01,4.211039564545790079e-03
1.745000000000000000e+02,3.188279920000000045e-01,4.236648723674646226e-03
1.750000000000000000e+02,3.188468340000000234e-01,4.246993759967867405e-03
1.755000000000000000e+02,3.188568399999999747e-01,4.242910587993816741e-03
1.760000000000000000e+02,3.188959999999999573e-01,4.227404728937133455e-03
1.765000000000000000e+02,3.190000339999999879e-01,4.204876792293209091e-03
1.770000000000000000e+02,3.191988259999999911e-01,4.180085558803311833e-03
1.775000000000000000e+02,3.195135319999999890e-01,4.157189939560614576e-03
1.780000000000000000e+02,3.199546879999999871e-01,4.139166720123021656e-03
1.785000000000000000e+02,3.205215499999999884e-01,4.127729958932636542e-03
1.790000000000000000e+02,3.212027140000000003e-01,4.123718782335435325e-03
1.795000000000000000e+02,3.219779299999999678e-01,4.127589198694562624e-03
1.800000000000000000e+02,3.228208300000000586e-01,4.139726720928566667e-03
1.805000000000000000e+02,3.237022219999999839e-01,4.160366724161947832e-03
1.810000000000000000e+02,3.245935159999999708e-01,4.189163976753119446e-03
1.815000000000000000e+02,3.254698340000000689e-01,4.224653701914035664e-03
1.820000000000000000e+02,3.263124880000000116e-01,4.263984584842448085e-03
1.825000000000000000e+02,3.271104980000000273e-01,4.303128536871056974e-03
1.830000000000000000e+02,3.278611100000000111e-01,4.337596296599077750e-03
1.835000000000000000e+02,3.285691899999999555e-01,4.363428891925476109e-03
1.840000000000000000e+02,3.292457380000000100e-01,4.378123736144744378e-03
1.845000000000000000e+02,3.299056280000000063e-01,4.381176661039136271e-03
1.850000000000000000e+02,3.305649199999999843e-01,4.374091387164880974e-03
1.855000000000000000e+02,3.312380939999999829e-01,4.359813024545436573e-03
1.860000000000000000e+02,3.319355039999999368e-01,4.341811223645727913e-03
1.865000000000000000e+02,3.326614240000000389e-01,4.323123871487605935e-03
1.870000000000000000e+02,3.334129179999999470e-01,4.305704236646310662e-03
1.875000000000000000e+02,3.341797180000000145e-01,4.290292011783578691e-03
1.880000000000000000e+02,3.349450980000000522e-01,4.276814508104600371e-03
1.885000000000000000e+02,3.356877080000000291e-01,4.265082163357931250e-03
1.890000000000000000e+02,3.363840580000000413e-01,4.255387129454149021e-03
1.895000000000000000e+02,3.370113519999999863e-01,4.248748337096939012e-03
1.900000000000000000e+02,3.375503119999999635e-01,4.246625806862904147e-03
1.905000000000000000e+02,3.379875640000000181e-01,4.250278925728994024e-03
1.910000000000000000e+02,3.383174020000000448e-01,4.260034659628256747e-03
1.915000000000000000e+02,3.385425899999999766e-01,4.274862605288030568e-03
1.920000000000000000e+02,3.386742520000000090e-01,4.292460144628485082e-03
