lag_fs,acf_norm_mean,acf_norm_sem
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,9.580858119999999811e-01,4.097017761738429032e-05
1.000000000000000000e+00,8.372809460000001369e-01,1.556150215949681436e-04
1.500000000000000000e+00,6.517207339999999682e-01,3.234124044096106437e-04
2.000000000000000000e+00,4.228193359999999901e-01,5.158310226091451485e-04
2.500000000000000000e+00,1.764723239999999860e-01,7.027971627546616496e-04
3.000000000000000000e+00,-6.015087799999999790e-02,8.587307292300651535e-04
3.500000000000000000e+00,-2.617585320000000437e-01,9.668351642105297043e-04
4.000000000000000000e+00,-4.076584420000000653e-01,1.021190556230319778e-03
4.500000000000000000e+00,-4.838068960000000418e-01,1.026666919154398507e-03
5.000000000000000000e+00,-4.840637839999999414e-01,9.965869444890362860e-04
5.500000000000000000e+00,-4.106212180000000100e-01,9.475021304482586634e-04
6.000000000000000000e+00,-2.736243520000000151e-01,8.910455096649065555e-04
6.500000000000000000e+00,-9.003211599999999537e-02,8.265037515619649226e-04
7.000000000000000000e+00,1.182053240000000144e-01,7.415607188936066936e-04
7.500000000000000000e+00,3.265289599999999792e-01,6.264084865405273326e-04
8.000000000000000000e+00,5.105176019999999593e-01,5.069303373186424735e-04
8.500000000000000000e+00,6.487188560000000104e-01,5.009983299533012297e-04
9.000000000000000000e+00,7.252140660000000461e-01,7.133349495545515629e-04
9.500000000000000000e+00,7.315480359999999571e-01,1.055373046460826797e-03
1.000000000000000000e+01,6.677138559999999945e-01,1.418919124568413133e-03
1.050000000000000000e+01,5.420249040000000296e-01,1.728280369325535439e-03
1.100000000000000000e+01,3.699001560000000355e-01,1.926031210327599011e-03
1.150000000000000000e+01,1.717801660000000119e-01,1.974183429009574407e-03
1.200000000000000000e+01,-2.947627600000000264e-02,1.861175203651177588e-03
1.250000000000000000e+01,-2.113213980000000214e-01,1.610979805312286487e-03
1.300000000000000000e+01,-3.540212759999999959e-01,1.299957777143549839e-03
1.350000000000000000e+01,-4.426734520000000228e-01,1.089259162106979506e-03
1.400000000000000000e+01,-4.685879619999999690e-01,1.166509226746196507e-03
1.450000000000000000e+01,-4.299718080000000109e-01,1.480016481335264412e-03
1.500000000000000000e+01,-3.319198319999999702e-01,1.830520955712877521e-03
1.550000000000000000e+01,-1.857525040000000127e-01,2.083891181498209733e-03
1.600000000000000000e+01,-7.766813999999999489e-03,2.168137512330802451e-03
1.650000000000000000e+01,1.825045319999999971e-01,2.049495128148394376e-03
1.700000000000000000e+01,3.643885720000000217e-01,1.724847289325642276e-03
1.750000000000000000e+01,5.183317100000000011e-01,1.221104802385938708e-03
1.800000000000000000e+01,6.280816160000000092e-01,6.087994930484174521e-04
1.850000000000000000e+01,6.825214159999999364e-01,3.517737698237375201e-04
1.900000000000000000e+01,6.769025159999999541e-01,9.496714595564242955e-04
1.950000000000000000e+01,6.132932300000000225e-01,1.548285642531767748e-03
2.000000000000000000e+01,5.001769000000000354e-01,1.989296424007739282e-03
2.050000000000000000e+01,3.512694739999999705e-01,2.209283474010520325e-03
2.100000000000000000e+01,1.837474639999999992e-01,2.181165317587366228e-03
2.150000000000000000e+01,1.615365200000000098e-02,1.917716616985940719e-03
2.200000000000000000e+01,-1.337328019999999840e-01,1.483715575979436489e-03
2.250000000000000000e+01,-2.508067379999999735e-01,1.046545085724449094e-03
2.300000000000000000e+01,-3.241362119999999791e-01,9.841516017433495425e-04
2.350000000000000000e+01,-3.479326900000000444e-01,1.409323778657691146e-03
2.400000000000000000e+01,-3.219420339999999880e-01,1.946385190815530823e-03
2.450000000000000000e+01,-2.512605079999999935e-01,2.376060488993071013e-03
2.500000000000000000e+01,-1.456222060000000040e-01,2.602290663015185013e-03
2.550000000000000000e+01,-1.823905199999999865e-02,2.580799830429318566e-03
2.600000000000000000e+01,1.156924599999999970e-01,2.303458635261334403e-03
2.650000000000000000e+01,2.406718499999999650e-01,1.795198116128130569e-03
2.700000000000000000e+01,3.425899920000000098e-01,1.117964728524111417e-03
2.750000000000000000e+01,4.102535579999999626e-01,4.576594642023652576e-04
2.800000000000000000e+01,4.365629580000000010e-01,7.452875895276955083e-04
2.850000000000000000e+01,4.192048299999999728e-01,1.470685219708826224e-03
2.900000000000000000e+01,3.607818139999999785e-01,2.088786031025198064e-03
2.950000000000000000e+01,2.683776119999999876e-01,2.494801624084369302e-03
3.000000000000000000e+01,1.526301720000000084e-01,2.638575686527485243e-03
3.050000000000000000e+01,2.644524599999999864e-02,2.509315658060181677e-03
3.100000000000000000e+01,-9.648225199999999058e-02,2.141298408151932637e-03
3.150000000000000000e+01,-2.031637620000000255e-01,1.634943625053780899e-03
3.200000000000000000e+01,-2.826694520000000432e-01,1.236059279393187478e-03
3.250000000000000000e+01,-3.272084440000000427e-01,1.349287600982823849e-03
3.300000000000000000e+01,-3.328465740000000062e-01,1.906096702199548644e-03
3.350000000000000000e+01,-2.998109899999999994e-01,2.531646078625523003e-03
3.400000000000000000e+01,-2.323686260000000225e-01,3.026786517677781778e-03
3.450000000000000000e+01,-1.383004640000000118e-01,3.294305871434224237e-03
3.500000000000000000e+01,-2.802645799999999715e-02,3.286812665485210408e-03
3.550000000000000000e+01,8.653278600000000043e-02,2.995681146767125835e-03
3.600000000000000000e+01,1.932438579999999906e-01,2.450969119092282367e-03
3.650000000000000000e+01,2.810639860000000434e-01,1.731601241878734203e-03
3.700000000000000000e+01,3.412184500000000620e-01,1.036846786015176028e-03
3.750000000000000000e+01,3.681193300000000224e-01,9.691451964231155439e-04
3.800000000000000000e+01,3.599200220000000061e-01,1.602223514177719774e-03
3.850000000000000000e+01,3.186428339999999859e-01,2.280818924653158723e-03
3.900000000000000000e+01,2.498691620000000335e-01,2.767883537151446648e-03
3.950000000000000000e+01,1.620356639999999959e-01,2.972177095074585683e-03
4.000000000000000000e+01,6.542647199999998553e-02,2.857391719175724539e-03
4.050000000000000000e+01,-2.901531199999999797e-02,2.431037531761695916e-03
4.100000000000000000e+01,-1.109177180000000124e-01,1.747314350966647483e-03
4.150000000000000000e+01,-1.716140579999999860e-01,9.531294919967585886e-04
4.200000000000000000e+01,-2.050600420000000257e-01,7.563228246681435877e-04
4.250000000000000000e+01,-2.084407880000000157e-01,1.563677560772680107e-03
4.300000000000000000e+01,-1.824097140000000006e-01,2.455391459198714120e-03
4.350000000000000000e+01,-1.309407139999999858e-01,3.175511667775131851e-03
4.400000000000000000e+01,-6.081517400000000656e-02,3.619402966592141693e-03
4.450000000000000000e+01,1.919610799999999992e-02,3.728321391176464203e-03
4.500000000000000000e+01,9.936266800000001509e-02,3.483219922764566219e-03
4.550000000000000000e+01,1.701179419999999942e-01,2.906010297183062984e-03
4.600000000000000000e+01,2.231470419999999899e-01,2.062088580666212711e-03
4.650000000000000000e+01,2.523128219999999922e-01,1.085787351751709307e-03
4.700000000000000000e+01,2.543138280000000195e-01,6.256051665499585013e-04
4.750000000000000000e+01,2.290015639999999908e-01,1.450410327306034990e-03
4.800000000000000000e+01,1.793274460000000015e-01,2.339898718471804598e-03
4.850000000000000000e+01,1.109357579999999954e-01,2.993144973373992618e-03
4.900000000000000000e+01,3.146125600000000688e-02,3.311869814228209866e-03
4.950000000000000000e+01,-5.037755800000000284e-02,3.253022110309735249e-03
5.000000000000000000e+01,-1.257789760000000145e-01,2.824763084095017075e-03
5.050000000000000000e+01,-1.868371440000000105e-01,2.098719730301310937e-03
5.100000000000000000e+01,-2.273924660000000153e-01,1.287095673703394757e-03
5.150000000000000000e+01,-2.436651899999999760e-01,1.142154836184654330e-03
5.200000000000000000e+01,-2.346104519999999971e-01,1.992157801187948926e-03
5.250000000000000000e+01,-2.019638319999999820e-01,2.997459891849095504e-03
5.300000000000000000e+01,-1.499792879999999884e-01,3.823011492312570776e-03
5.350000000000000000e+01,-8.489349599999999885e-02,4.328823842752901191e-03
5.400000000000000000e+01,-1.417976599999999990e-02,4.442032652588901592e-03
5.450000000000000000e+01,5.432207199999999903e-02,4.144141837316140525e-03
5.500000000000000000e+01,1.132990219999999992e-01,3.473150170787896347e-03
5.550000000000000000e+01,1.567779119999999915e-01,2.535793596816193415e-03
5.600000000000000000e+01,1.807641179999999737e-01,1.583420342430902740e-03
5.650000000000000000e+01,1.836342639999999915e-01,1.334608654484903487e-03
5.700000000000000000e+01,1.662423339999999916e-01,2.086713074427339748e-03
5.750000000000000000e+01,1.317347680000000021e-01,2.982186330267443553e-03
5.800000000000000000e+01,8.510543000000000968e-02,3.634769869200799811e-03
5.850000000000000000e+01,3.255133999999999805e-02,3.904384653062503274e-03
5.900000000000000000e+01,-1.928929200000000302e-02,3.740942713535453518e-03
5.950000000000000000e+01,-6.412506999999999235e-02,3.165785939159500555e-03
6.000000000000000000e+01,-9.673462400000000516e-02,2.288731235939686637e-03
6.050000000000000000e+01,-1.135446519999999959e-01,1.442062052941550480e-03
6.100000000000000000e+01,-1.130006199999999961e-01,1.553283140293487252e-03
6.150000000000000000e+01,-9.569241200000000447e-02,2.580207305751613424e-03
6.200000000000000000e+01,-6.422510200000000613e-02,3.677770774259048279e-03
6.250000000000000000e+01,-2.285458599999999965e-02,4.528531171691987586e-03
6.300000000000000000e+01,2.306458800000000045e-02,4.989958302688910462e-03
6.350000000000000000e+01,6.774914199999998443e-02,4.994447336105766432e-03
6.400000000000000000e+01,1.056907199999999880e-01,4.536814645632990771e-03
6.450000000000000000e+01,1.323058980000000051e-01,3.673669161100926936e-03
6.500000000000000000e+01,1.444539819999999808e-01,2.532098099006828765e-03
6.550000000000000000e+01,1.407631439999999790e-01,1.400029127299145734e-03
6.600000000000000000e+01,1.217323899999999959e-01,1.253685851411747787e-03
6.650000000000000000e+01,8.960681400000000685e-02,2.212300301314447729e-03
6.700000000000000000e+01,4.805205399999999683e-02,3.161246793473423619e-03
6.750000000000000000e+01,1.676970000000000283e-03,3.775652118032062857e-03
6.800000000000000000e+01,-4.453147200000000250e-02,3.948894908643935803e-03
6.850000000000000000e+01,-8.579098599999998576e-02,3.662613318889396986e-03
6.900000000000000000e+01,-1.180566759999999993e-01,2.982883611748200683e-03
6.950000000000000000e+01,-1.384453760000000089e-01,2.109276065847235856e-03
7.000000000000000000e+01,-1.455083179999999976e-01,1.605317014441075274e-03
7.050000000000000000e+01,-1.393276360000000047e-01,2.167904233047667981e-03
7.100000000000000000e+01,-1.214327439999999952e-01,3.231230837619931181e-03
7.150000000000000000e+01,-9.455348599999999215e-02,4.211537936104340317e-03
7.200000000000000000e+01,-6.224530999999999814e-02,4.869687604841812199e-03
7.250000000000000000e+01,-2.843603000000000103e-02,5.092579660383331208e-03
7.300000000000000000e+01,3.048483999999999743e-03,4.844194570663527301e-03
7.350000000000000000e+01,2.892200800000000599e-02,4.158925515609049328e-03
7.400000000000000000e+01,4.678828200000000048e-02,3.149072149867956742e-03
7.450000000000000000e+01,5.536692599999999687e-02,2.063526302150277443e-03
7.500000000000000000e+01,5.457510000000000139e-02,1.564644917343867769e-03
7.550000000000000000e+01,4.546412000000000370e-02,2.218071855646249445e-03
7.600000000000000000e+01,3.002727999999999994e-02,3.203884561362971457e-03
7.650000000000000000e+01,1.090904000000000006e-02,3.985643578436235193e-03
7.700000000000000000e+01,-8.945244000000001500e-03,4.376792816737616783e-03
7.750000000000000000e+01,-2.665607999999999866e-02,4.311003226915980681e-03
7.800000000000000000e+01,-3.975067999999999657e-02,3.801798374121121132e-03
7.850000000000000000e+01,-4.644070600000000520e-02,2.944511270050770291e-03
7.900000000000000000e+01,-4.580783600000000455e-02,1.972744257258401447e-03
7.950000000000000000e+01,-3.787929799999999875e-02,1.526207895387781408e-03
8.000000000000000000e+01,-2.358834000000000278e-02,2.182981457372004056e-03
8.050000000000000000e+01,-4.628169999999999160e-03,3.197055280449495086e-03
8.100000000000000000e+01,1.677935199999999738e-02,4.050449725814900606e-03
8.150000000000000000e+01,3.816895799999999589e-02,4.553287910338417975e-03
8.200000000000000000e+01,5.713402399999999159e-02,4.629497013368298435e-03
8.250000000000000000e+01,7.160763600000000229e-02,4.276667224906095972e-03
8.300000000000000000e+01,8.008940999999999977e-02,3.561667091464332767e-03
8.350000000000000000e+01,8.179349399999999437e-02,2.637719701462988998e-03
8.400000000000000000e+01,7.670443200000000294e-02,1.839548985975640420e-03
8.450000000000000000e+01,6.553965800000000064e-02,1.797093460155592924e-03
8.500000000000000000e+01,4.962869800000000581e-02,2.502507491016560913e-03
8.550000000000000000e+01,3.072820799999999991e-02,3.305083371794726842e-03
8.600000000000000000e+01,1.079836999999999811e-02,3.879421800401446161e-03
8.650000000000000000e+01,-8.230787999999999299e-03,4.102134089153351704e-03
8.700000000000000000e+01,-2.467487599999999837e-02,3.944686008265549902e-03
8.750000000000000000e+01,-3.726772600000000102e-02,3.455036333835868109e-03
8.800000000000000000e+01,-4.527258399999999766e-02,2.773172160255472484e-03
8.850000000000000000e+01,-4.852203200000000660e-02,2.193174329727119298e-03
8.900000000000000000e+01,-4.738610199999999939e-02,2.157336547023667832e-03
8.950000000000000000e+01,-4.267750399999999805e-02,2.710820485608739054e-03
9.000000000000000000e+01,-3.551055800000000456e-02,3.425413144765752319e-03
9.050000000000000000e+01,-2.713537799999999819e-02,3.984319714833889185e-03
