lag_ps,msd_mean,msd_sem
1.429999999999999938e+00,3.027605745999999876e+00,5.754173640278539142e-02
1.435000000000000053e+00,3.036418826000000237e+00,5.774774503927955493e-02
1.439999999999999947e+00,3.045231683999999994e+00,5.795421844455994620e-02
1.445000000000000062e+00,3.054044337999999748e+00,5.816117352124732659e-02
1.449999999999999956e+00,3.062856678000000166e+00,5.836864511498060515e-02
1.455000000000000071e+00,3.071668599999999749e+00,5.857664232832976436e-02
1.459999999999999964e+00,3.080479932000000254e+00,5.878514674638371518e-02
1.465000000000000080e+00,3.089290539999999474e+00,5.899415342141513252e-02
1.469999999999999973e+00,3.098100246000000446e+00,5.920368864497482786e-02
1.475000000000000089e+00,3.106908884000000093e+00,5.941376272224980354e-02
1.479999999999999982e+00,3.115716321999999927e+00,5.962437206221930103e-02
1.485000000000000098e+00,3.124522438000000513e+00,5.983552802816891752e-02
1.489999999999999991e+00,3.133327159999999889e+00,6.004725472109170153e-02
1.495000000000000107e+00,3.142130356000000013e+00,6.025956804470520428e-02
1.500000000000000000e+00,3.150931987999999961e+00,6.047245265329223574e-02
1.504999999999999893e+00,3.159732017999999698e+00,6.068590289119275144e-02
1.510000000000000009e+00,3.168530542000000061e+00,6.089989842901767647e-02
1.514999999999999902e+00,3.177327583999999927e+00,6.111441529980605331e-02
1.520000000000000018e+00,3.186123305999999822e+00,6.132938957475777414e-02
1.524999999999999911e+00,3.194917865999999940e+00,6.154476615212198937e-02
1.530000000000000027e+00,3.203711510000000207e+00,6.176051550479059321e-02
1.534999999999999920e+00,3.212504445999999625e+00,6.197659926628607679e-02
1.540000000000000036e+00,3.221296876000000253e+00,6.219293951368010109e-02
1.544999999999999929e+00,3.230089038000000023e+00,6.240947084957663982e-02
1.550000000000000044e+00,3.238881150000000098e+00,6.262616221763959989e-02
1.554999999999999938e+00,3.247673425999999974e+00,6.284296876868518400e-02
1.560000000000000053e+00,3.256465941999999725e+00,6.305982182968944416e-02
1.564999999999999947e+00,3.265258842000000161e+00,6.327667263870893899e-02
1.570000000000000062e+00,3.274052188000000196e+00,6.349349345201768524e-02
1.574999999999999956e+00,3.282846014000000423e+00,6.371026492674747299e-02
1.580000000000000071e+00,3.291640232000000221e+00,6.392693266404982089e-02
1.584999999999999964e+00,3.300434779999999790e+00,6.414346182450281209e-02
1.590000000000000080e+00,3.309229583999999669e+00,6.435985410604833090e-02
1.594999999999999973e+00,3.318024544000000020e+00,6.457611269803356646e-02
1.600000000000000089e+00,3.326819506000000537e+00,6.479220609867196445e-02
1.604999999999999982e+00,3.335614350000000172e+00,6.500810088067127124e-02
1.610000000000000098e+00,3.344409016000000179e+00,6.522381026918455671e-02
1.614999999999999991e+00,3.353203452000000251e+00,6.543935500785114101e-02
1.620000000000000107e+00,3.361997569999999769e+00,6.565472894390875225e-02
1.625000000000000000e+00,3.370791291999999828e+00,6.586993740052261848e-02
