# Green-Kubo viscosity from /rds/user/crm98/hpc-work/cp2k-benchmarks/results/figS4/production/master/N64/seg5/H2O-64_master_seg5-1.stress
# n_molecules: 64
# volume_ang3: 1915.8645
# temperature_K: 300.0
# timestep_fs: 0.5
# discard_ps: 10.0
# int_limit_ps: 3.0
# n_frames_used: 180001
# eta_mPa_s: 0.641124
lag_fs,acf_normalized,running_eta_mPa_s
0.000,1.00000000,0.00000000
0.500,0.95781774,0.02235859
1.000,0.83625988,0.04284724
1.500,0.64957424,0.05981570
2.000,0.41933243,0.07202279
2.500,0.17159962,0.07877133
3.000,-0.06630321,0.07997383
3.500,-0.26897122,0.07614494
4.000,-0.41564572,0.06832651
4.500,-0.49226045,0.05795807
5.000,-0.49268767,0.04670981
5.500,-0.41915594,0.03629641
6.000,-0.28186196,0.02829067
6.500,-0.09782569,0.02395458
7.000,0.11093546,0.02410430
7.500,0.31979190,0.02902327
8.000,0.50425358,0.03843400
8.500,0.64280907,0.05153364
9.000,0.71950086,0.06709144
9.500,0.72586437,0.08359774
10.000,0.66191689,0.09944642
10.500,0.53602526,0.11312711
11.000,0.36367816,0.12340187
11.500,0.16538372,0.12944384
12.000,-0.03595163,0.13092197
12.500,-0.21776388,0.12802450
13.000,-0.36033625,0.12142250
13.500,-0.44880913,0.11218194
14.000,-0.47454698,0.10163706
14.500,-0.43580660,0.09124068
15.000,-0.33771416,0.08240695
15.500,-0.19159453,0.07636216
16.000,-0.01372054,0.07401743
16.500,0.17642310,0.07587552
17.000,0.35822606,0.08198130
17.500,0.51220051,0.09192171
18.000,0.62215179,0.10487619
18.500,0.67700325,0.11971275
19.000,0.67202252,0.13511884
19.500,0.60926638,0.14975136
20.000,0.49717729,0.16238712
20.500,0.34940167,0.17205519
21.000,0.18302094,0.17813554
21.500,0.01646388,0.18041369
22.000,-0.13261263,0.17908725
22.500,-0.24921956,0.17472667
23.000,-0.32251855,0.16819733
23.500,-0.34677605,0.16055388
24.000,-0.32174181,0.15291930
24.500,-0.25245825,0.14636184
25.000,-0.14854887,0.14178227
25.500,-0.02306731,0.13982239
26.000,0.10897957,0.14080352
26.500,0.23229058,0.14470088
27.000,0.33294118,0.15115592
27.500,0.39988442,0.15952490
28.000,0.42610948,0.16895789
28.500,0.40932172,0.17849864
29.000,0.35206849,0.18719384
29.500,0.26130939,0.19419871
30.000,0.14750282,0.19886741
30.500,0.02333969,0.20081846
31.000,-0.09771075,0.19996913
31.500,-0.20287030,0.19653645
32.000,-0.28137933,0.19100624
32.500,-0.32555679,0.18407493
33.000,-0.33150467,0.17657119
33.500,-0.29940815,0.16936606
34.000,-0.23341877,0.16328109
34.500,-0.14114182,0.15900355
35.000,-0.03278117,0.15701732
35.500,0.07997506,0.15755629
36.000,0.18521665,0.16058482
36.500,0.27209020,0.16580733
37.000,0.33195566,0.17270563
37.500,0.35928995,0.18059977
38.000,0.35223390,0.18872549
38.500,0.31272038,0.19631937
39.000,0.24617313,0.20270202
39.500,0.16081898,0.20734994
40.000,0.06670183,0.20994826
40.500,-0.02548041,0.21041902
41.000,-0.10557948,0.20892229
41.500,-0.16510652,0.20583101
42.000,-0.19813003,0.20168279
42.500,-0.20187159,0.19711471
43.000,-0.17694284,0.19278859
43.500,-0.12720460,0.18931518
44.000,-0.05926819,0.18718563
44.500,0.01830378,0.18671781
45.000,0.09600647,0.18802325
45.500,0.16449598,0.19099823
46.000,0.21565836,0.19533965
46.500,0.24351930,0.20058354
47.000,0.24488850,0.20616123
47.500,0.21966674,0.21146653
48.000,0.17078686,0.21592557
48.500,0.10380646,0.21906147
49.000,0.02621193,0.22054630
49.500,-0.05347448,0.22023495
50.000,-0.12667463,0.21817762
50.500,-0.18570865,0.21461016
51.000,-0.22461953,0.20992414
51.500,-0.23978431,0.20462058
52.000,-0.23025359,0.19925267
52.500,-0.19779049,0.19436434
53.000,-0.14661031,0.19043123
53.500,-0.08285299,0.18781072
54.000,-0.01384873,0.18670637
54.500,0.05273908,0.18715050
55.000,0.10979368,0.18900665
55.500,0.15154370,0.19199117
56.000,0.17418643,0.19571106
56.500,0.17626341,0.19971325
57.000,0.15874877,0.20353914
57.500,0.12484797,0.20677786
58.000,0.07954101,0.20911202
58.500,0.02893388,0.21035082
59.000,-0.02049795,0.21044716
59.500,-0.06268240,0.20949723
60.000,-0.09265096,0.20772329
60.500,-0.10708938,0.20544223
61.000,-0.10468076,0.20302378
61.500,-0.08620703,0.20084381
62.000,-0.05440143,0.19923804
62.500,-0.01357253,0.19846177
63.000,0.03095287,0.19866025
63.500,0.07349857,0.19985310
64.000,0.10873569,0.20193425
64.500,0.13231985,0.20468714
65.000,0.14138996,0.20781295
65.500,0.13486934,0.21096788
66.000,0.11353815,0.21380473
66.500,0.07987722,0.21601356
67.000,0.03771348,0.21735647
67.500,-0.00827952,0.21769261
68.000,-0.05315783,0.21699098
68.500,-0.09228769,0.21532997
69.000,-0.12186264,0.21288434
69.500,-0.13930110,0.20990181
70.000,-0.14348493,0.20667235
70.500,-0.13481895,0.20349407
71.000,-0.11511183,0.20063982
71.500,-0.08729915,0.19832826
72.000,-0.05504649,0.19670265
72.500,-0.02228396,0.19581952
73.000,0.00726950,0.19564806
73.500,0.03053420,0.19607978
74.000,0.04539996,0.19694696
74.500,0.05092284,0.19804698
75.000,0.04737096,0.19916951
75.500,0.03612218,0.20012302
76.000,0.01943422,0.20075748
76.500,0.00012236,0.20098082
77.000,-0.01881215,0.20076738
77.500,-0.03455686,0.20015790
78.000,-0.04482297,0.19925137
78.500,-0.04810379,0.19819013
79.000,-0.04383031,0.19714023
79.500,-0.03240917,0.19626956
80.000,-0.01514207,0.19572652
80.500,0.00596091,0.19562167
81.000,0.02844835,0.19601462
81.500,0.04973942,0.19690754
82.000,0.06744018,0.19824575
82.500,0.07962417,0.19992525
83.000,0.08504378,0.20180578
83.500,0.08324925,0.20372772
84.000,0.07460572,0.20553045
84.500,0.06021185,0.20707008
85.000,0.04173571,0.20823434
85.500,0.02119241,0.20895299
86.000,0.00069333,0.20920293
86.500,-0.01780187,0.20900755
87.000,-0.03270124,0.20843079
87.500,-0.04294064,0.20756695
88.000,-0.04807139,0.20652758
88.500,-0.04826814,0.20542737
89.000,-0.04425957,0.20437069
89.500,-0.03719403,0.20344047
90.000,-0.02846066,0.20269068
90.500,-0.01949179,0.20214306
91.000,-0.01157405,0.20178828
91.500,-0.00569303,0.20159109
92.000,-0.00242963,0.20149833
92.500,-0.00191776,0.20144868
93.000,-0.00386377,0.20138265
93.500,-0.00761936,0.20125152
94.000,-0.01229416,0.20102410
94.500,-0.01689011,0.20069081
95.000,-0.02043964,0.20026450
95.500,-0.02213043,0.19977834
96.000,-0.02140312,0.19928118
96.500,-0.01801218,0.19883105
