r_A,g_NaCl,w_kcalmol
2.174999999999999822e+00,0.000000000000000000e+00,nan
2.225000000000000089e+00,0.000000000000000000e+00,nan
2.275000000000000355e+00,0.000000000000000000e+00,nan
2.325000000000000178e+00,0.000000000000000000e+00,nan
2.375000000000000000e+00,0.000000000000000000e+00,nan
2.425000000000000266e+00,1.228967911124740665e-02,nan
2.475000000000000089e+00,5.554966444560971439e-02,1.660363408647338668e+00
2.525000000000000355e+00,1.577530206999962492e-01,1.041955410963705919e+00
2.575000000000000178e+00,4.010151356560704983e-01,4.891856475574215546e-01
2.625000000000000000e+00,7.993005884311064069e-01,8.052634958959692391e-02
2.675000000000000266e+00,1.291951860605101920e+00,-2.039685143373786425e-01
2.725000000000000089e+00,1.769327340386704472e+00,-3.902726046170626462e-01
2.775000000000000355e+00,2.159759993014027213e+00,-5.084127080415172806e-01
2.825000000000000178e+00,2.129643635857973560e+00,-5.000927728304703779e-01
2.875000000000000000e+00,2.187005484948484568e+00,-5.158401867578744637e-01
2.925000000000000266e+00,2.111117075733991211e+00,-4.949159766157349982e-01
2.975000000000000089e+00,1.879139638023049175e+00,-4.259488413228805226e-01
3.025000000000000355e+00,1.531230531964302255e+00,-3.046420892732951691e-01
3.075000000000000178e+00,1.269102471908764684e+00,-1.933960896276527008e-01
3.125000000000000000e+00,1.026224036266975448e+00,-6.753816336747078819e-02
3.175000000000000266e+00,8.259749458354730400e-01,6.107663420918075375e-02
3.225000000000000089e+00,6.766416835110260486e-01,1.792315016902238656e-01
3.275000000000000355e+00,6.013905442320275352e-01,2.490838804257949346e-01
3.325000000000000178e+00,4.589618582052054641e-01,4.092191821937835594e-01
3.375000000000000000e+00,3.526699897611644818e-01,5.653000647799852896e-01
3.425000000000000266e+00,3.216550539193810399e-01,6.198400989824208729e-01
3.475000000000000089e+00,2.960068638417601705e-01,6.690738569137110181e-01
3.525000000000000355e+00,2.886386006871161647e-01,6.840087742211746757e-01
3.575000000000000178e+00,2.916954442259296898e-01,6.777670228983637690e-01
3.625000000000000000e+00,3.189954593384610737e-01,6.247594072653168684e-01
3.675000000000000266e+00,3.349012123441661437e-01,5.959298436721615078e-01
3.725000000000000089e+00,3.489756643865763452e-01,5.715392603716182851e-01
3.775000000000000355e+00,3.670521147710201770e-01,5.416177952859282385e-01
3.825000000000000178e+00,4.672238106783761502e-01,3.986484896958708557e-01
3.875000000000000000e+00,5.878067274949109189e-01,2.626199969128441558e-01
3.925000000000000266e+00,6.847359270584735258e-01,1.721860301434614826e-01
3.975000000000000089e+00,8.088417425491384316e-01,7.349580759214388581e-02
4.025000000000000355e+00,9.628543096810395774e-01,-2.977362096980456022e-02
4.075000000000000178e+00,1.200327840922587486e+00,-1.603856656997537378e-01
4.125000000000000000e+00,1.436516094011064615e+00,-2.668114078101520570e-01
4.175000000000000711e+00,1.702058277136011766e+00,-3.673071961629368332e-01
4.224999999999999645e+00,1.921300389889326166e+00,-4.390950210213045435e-01
4.275000000000000355e+00,2.222977804818886405e+00,-5.255062229981625199e-01
4.325000000000000178e+00,2.532327289703452777e+00,-6.027017366187523706e-01
4.375000000000000000e+00,2.804380056316663872e+00,-6.631611140236606250e-01
4.425000000000000711e+00,3.165370686108018194e+00,-7.349037294161503420e-01
4.474999999999999645e+00,3.426008892359110991e+00,-7.817845868891878380e-01
4.525000000000000355e+00,3.508522074606019281e+00,-7.958850710879276091e-01
4.575000000000000178e+00,3.625906999957499544e+00,-8.153834982819154753e-01
4.625000000000000000e+00,3.695893155587110179e+00,-8.267104950972552491e-01
4.675000000000000711e+00,3.800238129959177424e+00,-8.432061548021262398e-01
4.724999999999999645e+00,3.746133834434833165e+00,-8.347102768681399221e-01
4.775000000000000355e+00,3.708374813259237346e+00,-8.287080459055139459e-01
4.825000000000001066e+00,3.614971238255083819e+00,-8.135938593960685417e-01
4.875000000000000000e+00,3.580732807408297802e+00,-8.079555212087494720e-01
4.925000000000000711e+00,3.565631097928130711e+00,-8.054514370884935381e-01
4.974999999999999645e+00,3.409396226146677478e+00,-7.789046483548119904e-01
5.025000000000000355e+00,3.206764807966672404e+00,-7.426015372446189700e-01
5.075000000000001066e+00,3.062745918481342144e+00,-7.153764362760152151e-01
5.125000000000000000e+00,2.890002046593386442e+00,-6.809799253654307272e-01
5.175000000000000711e+00,2.717145615196665531e+00,-6.444382488651736463e-01
5.224999999999999645e+00,2.549903484437513690e+00,-6.067998077223812903e-01
5.275000000000000355e+00,2.423440010125457178e+00,-5.766615898757014858e-01
5.325000000000001066e+00,2.236472192319495900e+00,-5.290919769679396367e-01
5.375000000000000000e+00,2.088947340859834689e+00,-4.886611415022460991e-01
5.425000000000000711e+00,1.989635683494708429e+00,-4.598019566845281125e-01
5.474999999999999645e+00,1.794733330257264337e+00,-3.987196664318334305e-01
5.525000000000000355e+00,1.624482846714612183e+00,-3.396685142962910242e-01
5.575000000000001066e+00,1.542573480927433849e+00,-3.090148836917591124e-01
5.625000000000000000e+00,1.465686139258698839e+00,-2.787219447358086355e-01
5.675000000000000711e+00,1.354416174600372447e+00,-2.319434882405709553e-01
5.724999999999999645e+00,1.293650871314469653e+00,-2.047471632201314784e-01
5.775000000000000355e+00,1.264033245637196101e+00,-1.910247646162881452e-01
5.825000000000001066e+00,1.251123976252102032e+00,-1.849427477073849468e-01
5.875000000000000000e+00,1.218925892639717068e+00,-1.694953194573819433e-01
5.925000000000000711e+00,1.233267137585978501e+00,-1.764254981861857197e-01
5.974999999999999645e+00,1.255985186617769589e+00,-1.872403719203627193e-01
6.025000000000000355e+00,1.237548365654914662e+00,-1.784787195050877850e-01
6.075000000000001066e+00,1.225420826182890721e+00,-1.726439391628460662e-01
6.125000000000000000e+00,1.216653264920296129e+00,-1.683896292570276343e-01
6.175000000000000711e+00,1.242204187211695121e+00,-1.807035440900380818e-01
6.224999999999999645e+00,1.217666637933070950e+00,-1.688829154882764694e-01
6.275000000000000355e+00,1.227247815114214990e+00,-1.735266214303754218e-01
6.325000000000001066e+00,1.178338808186208508e+00,-1.494311748274455842e-01
6.375000000000000000e+00,1.187195648234453893e+00,-1.538678622901121229e-01
6.425000000000000711e+00,1.177470824201258814e+00,-1.489945797623593582e-01
6.474999999999999645e+00,1.154256546276606121e+00,-1.371968337471183574e-01
6.525000000000000355e+00,1.165987695623866394e+00,-1.431880893031785562e-01
6.575000000000001066e+00,1.182523914680817523e+00,-1.515317755836133873e-01
6.625000000000000000e+00,1.165359437647485841e+00,-1.428687603027687103e-01
6.675000000000000711e+00,1.120188053845762477e+00,-1.194460587025029663e-01
6.724999999999999645e+00,1.169579504783097468e+00,-1.450104255446871271e-01
6.775000000000000355e+00,1.114787530465219945e+00,-1.165827300664719623e-01
6.825000000000001066e+00,1.142927322846513771e+00,-1.313527667133591870e-01
6.875000000000000000e+00,1.164972888603911905e+00,-1.426722008061843960e-01
6.925000000000000711e+00,1.125604693318587257e+00,-1.223040992199490862e-01
6.974999999999999645e+00,1.112000828960641341e+00,-1.150998056350261423e-01
7.025000000000000355e+00,1.110933903989453464e+00,-1.145310647029521289e-01
7.075000000000001066e+00,1.107199043042561337e+00,-1.125358273860374569e-01
7.125000000000000000e+00,1.075994358415924612e+00,-9.559773689602793501e-02
7.175000000000000711e+00,1.046192372197701559e+00,-7.895604604865689991e-02
7.224999999999999645e+00,1.031358542059628070e+00,-7.049515134943978856e-02
7.275000000000000355e+00,1.026675708713688184e+00,-6.779887664437243833e-02
7.325000000000001066e+00,1.004457271033000199e+00,-5.483604838718780100e-02
7.375000000000000000e+00,9.868420204968488818e-01,-4.435340291994636919e-02
7.425000000000000711e+00,9.418055745835380854e-01,-1.667777578390117893e-02
7.474999999999999645e+00,9.081756186457033975e-01,4.865617735235472363e-03
7.525000000000000355e+00,9.141752167860837108e-01,9.644104677130269088e-04
7.575000000000001066e+00,8.755389509766112743e-01,2.654945827718799972e-02
7.625000000000000000e+00,8.661141621467243201e-01,3.296187135238819871e-02
7.675000000000000711e+00,8.360531013434524539e-01,5.389116200311288435e-02
7.724999999999999645e+00,8.852150467990094196e-01,2.003747715040592875e-02
7.775000000000000355e+00,8.560821020827910077e-01,3.986458213224295527e-02
7.825000000000001066e+00,8.516686477043592385e-01,4.292698559911404393e-02
7.875000000000000000e+00,8.579807816265379028e-01,3.855198218624123624e-02
7.925000000000000711e+00,8.334756585437326226e-01,5.572053708855360249e-02
7.974999999999999645e+00,8.381141425712753668e-01,5.243236338895502363e-02
8.025000000000000355e+00,8.609494486389365209e-01,3.650548593768777189e-02
8.074999999999999289e+00,8.644063804045134525e-01,3.413127119766407730e-02
8.125000000000000000e+00,8.579513844004439393e-01,3.857228300346477595e-02
8.175000000000000711e+00,8.496515736473293501e-01,4.433187865898070151e-02
8.225000000000001421e+00,8.546211393396310196e-01,4.087656195176023882e-02
8.275000000000000355e+00,8.414660848762327561e-01,5.006751315601663116e-02
8.324999999999999289e+00,8.654542426640881025e-01,3.341347620740304364e-02
8.375000000000000000e+00,8.571692173233584899e-01,3.911267907357212498e-02
8.425000000000000711e+00,8.624257824107004478e-01,3.549037829437848984e-02
8.475000000000001421e+00,8.495544989156142979e-01,4.439957534855640958e-02
8.525000000000000355e+00,8.595904700238707896e-01,3.744144153027772343e-02
8.574999999999999289e+00,8.644617280365536338e-01,3.409333581529531282e-02
8.625000000000000000e+00,8.660050818249309668e-01,3.303649490284351481e-02
8.675000000000000711e+00,8.780996387647284074e-01,2.481914743497706105e-02
8.725000000000001421e+00,8.658886252241660975e-01,3.311617505591862159e-02
8.775000000000000355e+00,8.549540462381007844e-01,4.064581186201835644e-02
8.824999999999999289e+00,8.843470615620732111e-01,2.061871494614984229e-02
8.875000000000000000e+00,8.848480977616181020e-01,2.028313140109492402e-02
8.925000000000000711e+00,8.741677228077890938e-01,2.747810782318315520e-02
8.975000000000001421e+00,8.960826132409706046e-01,1.280797353987559589e-02
9.025000000000000355e+00,8.918749332286083353e-01,1.559662083041214037e-02
9.074999999999999289e+00,8.787467309074673549e-01,2.438269226280028595e-02
9.125000000000000000e+00,8.752189376775698637e-01,2.676605367463771173e-02
9.175000000000000711e+00,8.731465595035413640e-01,2.817062652536844042e-02
9.225000000000001421e+00,8.577977283877313841e-01,3.867840442560315645e-02
9.275000000000000355e+00,8.341518206398154112e-01,5.524007504236051053e-02
9.324999999999999289e+00,8.194124290880936412e-01,6.580283154287203118e-02
9.375000000000000000e+00,8.223447569029811444e-01,6.368636533027538515e-02
9.425000000000000711e+00,8.045913788591164684e-01,7.661745187749982589e-02
9.475000000000001421e+00,7.845495576561719586e-01,9.156276709155547477e-02
9.525000000000000355e+00,7.981085962824007174e-01,8.141057823901998169e-02
9.575000000000001066e+00,7.669666957328056256e-01,1.049922445063802279e-01
9.625000000000000000e+00,7.617169374188766939e-01,1.090616473605655057e-01
9.675000000000000711e+00,7.713331364906299559e-01,1.016287166425749178e-01
9.725000000000001421e+00,7.840551267568766081e-01,9.193627464987472186e-02
9.775000000000000355e+00,7.966347053277256229e-01,8.250574933797891197e-02
9.825000000000001066e+00,7.918539135752976632e-01,8.607210222666675237e-02
9.875000000000000000e+00,7.838554575481313513e-01,9.208717737797977865e-02
9.925000000000000711e+00,7.997310597680125088e-01,8.020734680502056291e-02
9.975000000000001421e+00,7.931865387473940876e-01,8.507583682545832859e-02
1.002500000000000036e+01,8.006057597559252947e-01,7.955967491212201370e-02
1.007500000000000107e+01,8.130307630447481948e-01,7.043522556733808337e-02
1.012500000000000000e+01,8.211181488185178567e-01,6.457077459030638455e-02
1.017500000000000071e+01,8.270879545926085319e-01,6.027879283927677773e-02
1.022500000000000142e+01,8.466699359501975719e-01,4.641471157636140737e-02
1.027500000000000036e+01,8.907050574481711891e-01,1.637429570699285714e-02
1.032500000000000107e+01,8.932854738539977024e-01,1.466031931331140264e-02
1.037500000000000000e+01,9.069934114491469135e-01,5.637380588073143128e-03
1.042500000000000071e+01,9.122792698706313486e-01,2.194466113630035020e-03
1.047500000000000142e+01,9.313650492525905600e-01,-1.007301953627084967e-02
1.052500000000000036e+01,9.382497169757515465e-01,-1.443657099659682863e-02
1.057500000000000107e+01,9.591001263964664680e-01,-2.745899820440151143e-02
1.062500000000000000e+01,9.583639043465194129e-01,-2.700402177317754934e-02
1.067500000000000071e+01,9.633073796368124553e-01,-3.005234846705742355e-02
1.072500000000000142e+01,9.768614085955689141e-01,-3.833068818607178463e-02
1.077500000000000036e+01,9.888001261284682375e-01,-4.552785488831664895e-02
1.082500000000000107e+01,9.757035232183896012e-01,-3.762799228700695886e-02
1.087500000000000000e+01,9.911711558438279779e-01,-4.694686534955342522e-02
1.092500000000000071e+01,9.891334851303462683e-01,-4.572756854548159361e-02
1.097500000000000142e+01,9.747911986276132090e-01,-3.707373435490120273e-02
1.102500000000000036e+01,9.850462186047294066e-01,-4.327424865363506401e-02
1.107500000000000107e+01,9.826045102951806998e-01,-4.180378844355994716e-02
1.112500000000000000e+01,1.000848508885075816e+00,-5.270356623045321931e-02
1.117500000000000071e+01,1.019812520090273900e+00,-6.382489738639814114e-02
1.122500000000000142e+01,1.023510087435151927e+00,-6.596920412554861668e-02
1.127500000000000036e+01,1.019853473608268501e+00,-6.384868985162607535e-02
1.132500000000000107e+01,1.021457347021535123e+00,-6.477972981740430514e-02
1.137500000000000000e+01,1.011310295963055328e+00,-5.886461747083785584e-02
1.142500000000000071e+01,1.002108821671910510e+00,-5.344918011416033982e-02
1.147500000000000142e+01,9.904218149084658140e-01,-4.649876806753945602e-02
1.152500000000000036e+01,9.879228251706838604e-01,-4.500194648405816955e-02
1.157500000000000107e+01,1.003141311930521029e+00,-5.405931341765840559e-02
1.162500000000000000e+01,9.990096746710125375e-01,-5.161400715484643770e-02
1.167500000000000071e+01,9.833130664964695455e-01,-4.223087539258593703e-02
1.172500000000000142e+01,9.782740443010740083e-01,-3.918685952962576435e-02
1.177500000000000036e+01,9.750007928652204559e-01,-3.720111350348280499e-02
1.182500000000000107e+01,9.866291875512814835e-01,-4.422560748319529639e-02
1.187500000000000000e+01,9.714192035141447912e-01,-3.502065911425421285e-02
1.192500000000000071e+01,9.793630570447379169e-01,-3.984604572432073888e-02
1.197500000000000142e+01,9.718527414712148094e-01,-3.528502221496407354e-02
1.202500000000000036e+01,9.984205811854471868e-01,-5.126452911384370148e-02
1.207500000000000107e+01,1.000537266385502777e+00,-5.251928743148095297e-02
1.212500000000000000e+01,9.974642792176758865e-01,-5.069676638097952992e-02
1.217500000000000071e+01,1.002168477966649762e+00,-5.348445013790788932e-02
1.222500000000000142e+01,9.986623002455133902e-01,-5.140795320079186853e-02
1.227500000000000036e+01,9.966588369805972070e-01,-5.021814759630053443e-02
1.232500000000000107e+01,1.007104488920624208e+00,-5.639547108897400435e-02
1.237500000000000000e+01,1.007575995621186715e+00,-5.667279606304775896e-02
1.242500000000000071e+01,9.983516943005777966e-01,-5.122364869920977004e-02
