lag_ps,msd_seg1_A2,msd_seg2_A2,msd_seg3_A2,msd_seg4_A2,msd_seg5_A2
1.890000000000000213e+01,9.149931929297503430e+00,8.831676405822328491e+00,8.572585346450871668e+00,1.040264234234181373e+01,1.040764307372032960e+01
1.900000000000000000e+01,9.192615101475789530e+00,8.872940178258858168e+00,8.612393285587215175e+00,1.044942511316341971e+01,1.045896598868093541e+01
1.910000000000000142e+01,9.236081900965956493e+00,8.913703309551049614e+00,8.652805680971939140e+00,1.049671541660427110e+01,1.051014993979368839e+01
1.919999999999999929e+01,9.280585569148477987e+00,8.954711713479055035e+00,8.693302159715267763e+00,1.054424723655043117e+01,1.056219673193669983e+01
1.930000000000000071e+01,9.326112776403945759e+00,8.995678061654112767e+00,8.733480228082484587e+00,1.059174889766603300e+01,1.061474233002121714e+01
1.940000000000000213e+01,9.371817435622356030e+00,9.036346572062052829e+00,8.773379879641305834e+00,1.063914889495195304e+01,1.066731666201427231e+01
1.950000000000000000e+01,9.416700127273934129e+00,9.077382393057469301e+00,8.812539230529955248e+00,1.068615193998863688e+01,1.071952863816598089e+01
1.960000000000000142e+01,9.460664485227985310e+00,9.118413754635776414e+00,8.851202775334851225e+00,1.073277147826944500e+01,1.077193090341659598e+01
1.969999999999999929e+01,9.504293832206149872e+00,9.159604083523268159e+00,8.889722841071950654e+00,1.077906080121910648e+01,1.082494194187082037e+01
1.980000000000000071e+01,9.548378174206145985e+00,9.200404313064238337e+00,8.928340110787418737e+00,1.082569723579445409e+01,1.087818553357077000e+01
1.990000000000000213e+01,9.592586873628025756e+00,9.241256300142017821e+00,8.967741819347484267e+00,1.087304954112413391e+01,1.093146738343806490e+01
2.000000000000000000e+01,9.636760038255324901e+00,9.282632916604679707e+00,9.008523056873391610e+00,1.092082828424230101e+01,1.098439808632388193e+01
2.010000000000000142e+01,9.681127279468512370e+00,9.325083259107987743e+00,9.049668910966735424e+00,1.096918902721079370e+01,1.103690968166370823e+01
2.019999999999999929e+01,9.725647752821409142e+00,9.368427469312015532e+00,9.090253389166294440e+00,1.101726325227662606e+01,1.108886075646158709e+01
2.030000000000000071e+01,9.769952610805903603e+00,9.411634385265845282e+00,9.130567845945712691e+00,1.106390168070915614e+01,1.113986749379467511e+01
2.040000000000000213e+01,9.814478776681120564e+00,9.454097367503239369e+00,9.170868971092605904e+00,1.110942668080838658e+01,1.119005871893791593e+01
2.050000000000000000e+01,9.858544805931297006e+00,9.495800398479723015e+00,9.211287355583124281e+00,1.115499559111354699e+01,1.124063012985137533e+01
2.060000000000000142e+01,9.902570751617036038e+00,9.537181268767740860e+00,9.251654717774096426e+00,1.120115946296744980e+01,1.129142338783136523e+01
2.069999999999999929e+01,9.946612568002146659e+00,9.577993413850766302e+00,9.291551650867706513e+00,1.124800282084264325e+01,1.134223849876152634e+01
2.080000000000000071e+01,9.990896006339136548e+00,9.618445580558558916e+00,9.330852473841796169e+00,1.129539797530528134e+01,1.139333086757234526e+01
2.090000000000000213e+01,1.003489577152889467e+01,9.658786250199886680e+00,9.370232903484330578e+00,1.134340648453163070e+01,1.144470961892612237e+01
2.100000000000000000e+01,1.007917321635015639e+01,9.699518289027006190e+00,9.410693540681561942e+00,1.139149735025797128e+01,1.149582848200057583e+01
2.110000000000000142e+01,1.012290893105831913e+01,9.740791697820039730e+00,9.451664034293544958e+00,1.143929344479120225e+01,1.154682203689646691e+01
2.119999999999999929e+01,1.016586701889586664e+01,9.782686251891091089e+00,9.492266482624060586e+00,1.148652550955020324e+01,1.159774131012077625e+01
2.130000000000000071e+01,1.020854491176099366e+01,9.824172986817963249e+00,9.532340408569213608e+00,1.153359583567485380e+01,1.164892253754273277e+01
2.140000000000000213e+01,1.025181853034785817e+01,9.865506968290231882e+00,9.572404604370923664e+00,1.158111440049838059e+01,1.170024750766960864e+01
2.150000000000000000e+01,1.029571412494767557e+01,9.907928110842313174e+00,9.612288536274801842e+00,1.162906191681775248e+01,1.175135146996351665e+01
2.160000000000000142e+01,1.033983114431678096e+01,9.951078427189910869e+00,9.651873513570734531e+00,1.167674640424243471e+01,1.180271030132020549e+01
2.169999999999999929e+01,1.038434195869813870e+01,9.994003337225183969e+00,9.690716505294053817e+00,1.172401802020000439e+01,1.185456043439091367e+01
2.180000000000000071e+01,1.042857789061092433e+01,1.003565895320968515e+01,9.729124735020995729e+00,1.177143416193115044e+01,1.190652941681932298e+01
2.190000000000000213e+01,1.047310266755042463e+01,1.007696182895384851e+01,9.767891647379638442e+00,1.181979411559457738e+01,1.195818794533966312e+01
2.200000000000000000e+01,1.051773894377460827e+01,1.011832819105252490e+01,9.806944404212810440e+00,1.186802649601536430e+01,1.200964595254410483e+01
2.210000000000000142e+01,1.056224005190322934e+01,1.015996119333510528e+01,9.846693077578173359e+00,1.191600581706218165e+01,1.206063699179845194e+01
2.219999999999999929e+01,1.060677148044306861e+01,1.020174883219581652e+01,9.886519671287512523e+00,1.196407595191876538e+01,1.211129965453538659e+01
2.230000000000000071e+01,1.065101076625974663e+01,1.024264414439633164e+01,9.926295814818745455e+00,1.201191752678870905e+01,1.216236251787217881e+01
2.240000000000000213e+01,1.069476553044392197e+01,1.028351380422211570e+01,9.966150249542577555e+00,1.205840685212329788e+01,1.221378465153652648e+01
2.250000000000000000e+01,1.073947280330334486e+01,1.032487337912059644e+01,1.000551222489738556e+01,1.210445862748855639e+01,1.226433402710925513e+01
2.260000000000000142e+01,1.078443373737571243e+01,1.036671660314804555e+01,1.004400805758272774e+01,1.215074195498212895e+01,1.231465648423158221e+01
2.269999999999999929e+01,1.082991654416917626e+01,1.040883594121343236e+01,1.008209138453191933e+01,1.219669131663664885e+01,1.236491431680341968e+01
2.280000000000000071e+01,1.087581805951607095e+01,1.045076157699908848e+01,1.012103156582337959e+01,1.224209826893941866e+01,1.241543008917503776e+01
2.290000000000000213e+01,1.092157457589179970e+01,1.049259477045776379e+01,1.016079318029656697e+01,1.228674739556824491e+01,1.246592157924635025e+01
2.300000000000000000e+01,1.096679643147167660e+01,1.053392375340524367e+01,1.020077311510299722e+01,1.233209448938085373e+01,1.251682010918979415e+01
2.310000000000000142e+01,1.101135825993248574e+01,1.057536838835890336e+01,1.024074092092484278e+01,1.237799513081569458e+01,1.256765950028750822e+01
2.319999999999999929e+01,1.105589644508594205e+01,1.061676905777939872e+01,1.028030741172242735e+01,1.242429209268577139e+01,1.261909953271791274e+01
2.330000000000000071e+01,1.110100585186158462e+01,1.065780823272766220e+01,1.031948639276199309e+01,1.247091519611228527e+01,1.267135278932925857e+01
2.340000000000000213e+01,1.114681065286052686e+01,1.069847152018491343e+01,1.035889295620649797e+01,1.251745372059469652e+01,1.272357333666685619e+01
2.350000000000000000e+01,1.119231447677249847e+01,1.073890548037291204e+01,1.039817784742486495e+01,1.256398440858792398e+01,1.277530938337330646e+01
2.360000000000000142e+01,1.123765277742029944e+01,1.077954031748819119e+01,1.043720976217549179e+01,1.261057464426514052e+01,1.282729110989172128e+01
2.369999999999999929e+01,1.128373482117465620e+01,1.082016707083808527e+01,1.047665312180484953e+01,1.265748195116015751e+01,1.287962382139643225e+01
2.380000000000000071e+01,1.132981928040469555e+01,1.086092340491066643e+01,1.051628075395934125e+01,1.270458487962368999e+01,1.293148715789096137e+01
2.390000000000000213e+01,1.137541696077821030e+01,1.090154141379890262e+01,1.055652341917267734e+01,1.275149244053510422e+01,1.298202746188003509e+01
2.400000000000000000e+01,1.142025445088163060e+01,1.094214620142241934e+01,1.059655510558119929e+01,1.279779860288395454e+01,1.303231211225338448e+01
2.410000000000000142e+01,1.146469749858695053e+01,1.098294409424612894e+01,1.063701066141321050e+01,1.284388579934151586e+01,1.308303281888604985e+01
2.419999999999999929e+01,1.150938246211348392e+01,1.102397906419647100e+01,1.067821176272471284e+01,1.288967726665328861e+01,1.313409997642775906e+01
2.430000000000000071e+01,1.155501502443452821e+01,1.106500431611187629e+01,1.071933135932181891e+01,1.293618384612368111e+01,1.318466551117610308e+01
2.440000000000000213e+01,1.160038853826750938e+01,1.110580133509774825e+01,1.076017469978172514e+01,1.298362820973096632e+01,1.323521167841929902e+01
2.450000000000000000e+01,1.164532384017375577e+01,1.114586991268527072e+01,1.080076540823573339e+01,1.303092863893967035e+01,1.328619283493461722e+01
2.460000000000000142e+01,1.169032451526522998e+01,1.118568063961098247e+01,1.084118916789331699e+01,1.307786620508673181e+01,1.333690630681959632e+01
2.469999999999999929e+01,1.173602297600737465e+01,1.122482105185684098e+01,1.088084139696932695e+01,1.312423740271272088e+01,1.338677022230271163e+01
2.480000000000000071e+01,1.178112640081738860e+01,1.126386049962884250e+01,1.092004993204669283e+01,1.317019559271364670e+01,1.343633659148689041e+01
2.490000000000000213e+01,1.182528969925750495e+01,1.130329022982882314e+01,1.095890526388429187e+01,1.321617738975274747e+01,1.348639167311952392e+01
2.500000000000000000e+01,1.186870345841217400e+01,1.134289742384237343e+01,1.099835562794160282e+01,1.326179980874876563e+01,1.353760731517476401e+01
2.510000000000000142e+01,1.191160583264023032e+01,1.138303327372891438e+01,1.103830125573849763e+01,1.330777302261514805e+01,1.358964367018779562e+01
2.519999999999999929e+01,1.195436007969219183e+01,1.142375752009539092e+01,1.107808781253837083e+01,1.335400128999266656e+01,1.364099024438268870e+01
2.530000000000000071e+01,1.199786029987278901e+01,1.146478584007423329e+01,1.111724027726582520e+01,1.339972761292450798e+01,1.369226338791375852e+01
2.540000000000000213e+01,1.204198583310623327e+01,1.150645244342527462e+01,1.115649340710929316e+01,1.344549480248569040e+01,1.374382749660964187e+01
2.550000000000000000e+01,1.208644315683398496e+01,1.154734889588942792e+01,1.119597565751141666e+01,1.349226352664573803e+01,1.379561135119385540e+01
2.560000000000000142e+01,1.213037367029896885e+01,1.158791176634039388e+01,1.123624422023223524e+01,1.353963380522502469e+01,1.384794457437584647e+01
2.569999999999999929e+01,1.217395124450661115e+01,1.162891434101582533e+01,1.127738139467568956e+01,1.358653603146509781e+01,1.390059737020978758e+01
2.580000000000000071e+01,1.221793331917483627e+01,1.167004383215049934e+01,1.131837064745404042e+01,1.363283794640611468e+01,1.395361457824766127e+01
2.590000000000000213e+01,1.226280939223176603e+01,1.171130035718683615e+01,1.135823508750258526e+01,1.367927590596985077e+01,1.400679157803189057e+01
2.600000000000000000e+01,1.230832141919981204e+01,1.175306030474476771e+01,1.139758027306800336e+01,1.372681312302195344e+01,1.405960300508646554e+01
2.610000000000000142e+01,1.235400552043125266e+01,1.179490204706010026e+01,1.143635618953180888e+01,1.377405454358171433e+01,1.411156901264673280e+01
2.619999999999999929e+01,1.239969749614280836e+01,1.183719676368824203e+01,1.147593787424995604e+01,1.382057060006654758e+01,1.416353334966439625e+01
2.630000000000000071e+01,1.244510143082290732e+01,1.187975194485584041e+01,1.151597569297278056e+01,1.386686494365928368e+01,1.421611077788394439e+01
2.640000000000000213e+01,1.248975664555346654e+01,1.192145907230539237e+01,1.155611475210276140e+01,1.391316131255539545e+01,1.426891870496772974e+01
2.650000000000000000e+01,1.253469188434509896e+01,1.196198854687677837e+01,1.159582255383766203e+01,1.395915391422392737e+01,1.432209234250206720e+01
2.660000000000000142e+01,1.257976290474245040e+01,1.200183702917779449e+01,1.163547007060566862e+01,1.400492761277399545e+01,1.437587980629485607e+01
2.669999999999999929e+01,1.262516671811221869e+01,1.204126069037483227e+01,1.167502532691682049e+01,1.405047816928007087e+01,1.443010950836376516e+01
2.680000000000000071e+01,1.267021254681187337e+01,1.208047607593560002e+01,1.171393527426488390e+01,1.409635984287789157e+01,1.448459640135050641e+01
2.690000000000000213e+01,1.271468449044190763e+01,1.212020189491352440e+01,1.175264881199750100e+01,1.414253446858065466e+01,1.453918974328405866e+01
2.700000000000000000e+01,1.275885988064166199e+01,1.216028319002754543e+01,1.179098387816496896e+01,1.418880594278240714e+01,1.459325376107952366e+01
2.710000000000000142e+01,1.280312399523615419e+01,1.219947560010801624e+01,1.182950078123885973e+01,1.423498152522113180e+01,1.464676508252422416e+01
2.719999999999999929e+01,1.284759426903696600e+01,1.223894363511850258e+01,1.186764715787818503e+01,1.428135018081675511e+01,1.470041009959436273e+01
2.730000000000000071e+01,1.289197518397949871e+01,1.227859546480262409e+01,1.190543994570492714e+01,1.432848739115756409e+01,1.475443742051372098e+01
2.740000000000000213e+01,1.293668593200095351e+01,1.231822757547383240e+01,1.194286459828565761e+01,1.437544044324166670e+01,1.480851739286032931e+01
2.750000000000000000e+01,1.298134526922931364e+01,1.235788955893062102e+01,1.198061341210089914e+01,1.442147068604762161e+01,1.486227562045433714e+01
2.760000000000000142e+01,1.302575759813574052e+01,1.239757000304550871e+01,1.201839982644984062e+01,1.446695996729421907e+01,1.491609049788992181e+01
2.769999999999999929e+01,1.306959264958497435e+01,1.243765755987806010e+01,1.205610823416814803e+01,1.451291197739970151e+01,1.496912541904861271e+01
2.780000000000000071e+01,1.311283646941360459e+01,1.247855479735082262e+01,1.209383789646737561e+01,1.455968070142593973e+01,1.502192377156271519e+01
2.790000000000000213e+01,1.315629282593693006e+01,1.251939220903466676e+01,1.213188452313304388e+01,1.460706694405978290e+01,1.507437576543862257e+01
2.800000000000000000e+01,1.320075640560512120e+01,1.256009578107655855e+01,1.217070981865163048e+01,1.465515829164370842e+01,1.512737982387276325e+01
2.810000000000000142e+01,1.324556205826371880e+01,1.259996879587933449e+01,1.221031127979552444e+01,1.470376573401979492e+01,1.518088404850246853e+01
2.819999999999999929e+01,1.329046228894630488e+01,1.263977010151882574e+01,1.225040339780939469e+01,1.475179699405443401e+01,1.523469065441417492e+01
2.830000000000000071e+01,1.333503910830613570e+01,1.267963030864500062e+01,1.228983991997539071e+01,1.479884212200357929e+01,1.528810960234781291e+01
2.840000000000000213e+01,1.337922406099681538e+01,1.271992213090625334e+01,1.232903975733048973e+01,1.484470937181669825e+01,1.534105993720833006e+01
2.850000000000000000e+01,1.342345625999365311e+01,1.276005609906659544e+01,1.236833171506581053e+01,1.489005144027645322e+01,1.539394033201219258e+01
2.860000000000000142e+01,1.346747113701812282e+01,1.280005999001649641e+01,1.240738205438568187e+01,1.493578307351042866e+01,1.544654642375735953e+01
2.869999999999999929e+01,1.351130731935298712e+01,1.283986160166345414e+01,1.244642398667914662e+01,1.498219470071116000e+01,1.549869903196746890e+01
2.880000000000000071e+01,1.355474774354724765e+01,1.287981821868859811e+01,1.248509880747008971e+01,1.502914988115062833e+01,1.555134971245967712e+01
2.890000000000000213e+01,1.359799518976025823e+01,1.292128784869416513e+01,1.252309081151834036e+01,1.507579787536549532e+01,1.560554514497998824e+01
2.900000000000000000e+01,1.364104380570554298e+01,1.296373819329434163e+01,1.256051574231108958e+01,1.512161494304822362e+01,1.566133545494106727e+01
2.910000000000000142e+01,1.368410385589825751e+01,1.300541916948964705e+01,1.259859025435637747e+01,1.516686927356827574e+01,1.571636175475700625e+01
2.919999999999999929e+01,1.372791503063505480e+01,1.304642717488577652e+01,1.263741915072565725e+01,1.521223629773005115e+01,1.577058373186038587e+01
2.930000000000000071e+01,1.377252983773267658e+01,1.308720754309949896e+01,1.267562702548079479e+01,1.525758734865889821e+01,1.582316998187984325e+01
2.940000000000000213e+01,1.381734119058218013e+01,1.312740265611562585e+01,1.271305206386762876e+01,1.530375934607414301e+01,1.587472939378112713e+01
2.950000000000000000e+01,1.386203891735227423e+01,1.316717192930317459e+01,1.275016819880079844e+01,1.535101571889250849e+01,1.592619304319863360e+01
2.960000000000000142e+01,1.390657364885483460e+01,1.320726278362166894e+01,1.278778182536151675e+01,1.539746051189540488e+01,1.597858079387061991e+01
2.969999999999999929e+01,1.395090213478231789e+01,1.324886387983372948e+01,1.282620456003868981e+01,1.544306006069371406e+01,1.603088459701561774e+01
2.980000000000000071e+01,1.399503263367446948e+01,1.329094384925723027e+01,1.286477594304099625e+01,1.548842249283132411e+01,1.608247088273978775e+01
2.990000000000000213e+01,1.403914910238032121e+01,1.333229907454729357e+01,1.290302471211715130e+01,1.553351391103471357e+01,1.613423291599145060e+01
3.000000000000000000e+01,1.408388407279733912e+01,1.337319541767595865e+01,1.294008763089592939e+01,1.557838416875967091e+01,1.618666576955604341e+01
3.010000000000000142e+01,1.412894866060963572e+01,1.341395853958951712e+01,1.297685981408035438e+01,1.562390646527579108e+01,1.623910644736172060e+01
3.019999999999999929e+01,1.417414318374265392e+01,1.345463771041560719e+01,1.301429360364179999e+01,1.566951511314836942e+01,1.629118103143130369e+01
3.030000000000000071e+01,1.421911372095124015e+01,1.349561108615060867e+01,1.305209775327182165e+01,1.571543930676342704e+01,1.634274295220079409e+01
3.040000000000000213e+01,1.426294538538313184e+01,1.353737409503133193e+01,1.309028628500579572e+01,1.576115576299980248e+01,1.639464126470828731e+01
3.050000000000000000e+01,1.430670748665551706e+01,1.358014560515655589e+01,1.312804613192243508e+01,1.580661350379105379e+01,1.644714750932505964e+01
3.060000000000000142e+01,1.435114889818873607e+01,1.362308420275397225e+01,1.316567119013930487e+01,1.585185507247551051e+01,1.650043846341438680e+01
3.069999999999999929e+01,1.439559064634624974e+01,1.366511836478434638e+01,1.320329926340830262e+01,1.589735776224250507e+01,1.655422610853937826e+01
3.080000000000000071e+01,1.444004263369704510e+01,1.370622690135138022e+01,1.324064937948502951e+01,1.594343904474834162e+01,1.660708940846470227e+01
3.090000000000000213e+01,1.448449777812866834e+01,1.374706011373561232e+01,1.327832344868361680e+01,1.599001522106887663e+01,1.665865759076704578e+01
3.100000000000000000e+01,1.452848522511250806e+01,1.378721285201540070e+01,1.331677081810092034e+01,1.603709492496295397e+01,1.671065866235641550e+01
3.110000000000000142e+01,1.457168626798921274e+01,1.382788672558759480e+01,1.335579678752776545e+01,1.608426728939612005e+01,1.676266515443118976e+01
3.119999999999999929e+01,1.461443891648796978e+01,1.386951129292665463e+01,1.339573493472673604e+01,1.613238415617712462e+01,1.681497431043518276e+01
3.130000000000000071e+01,1.465669209073677770e+01,1.391129258490575360e+01,1.343599095930385268e+01,1.618064774803217176e+01,1.686708450918617785e+01
3.140000000000000213e+01,1.469855614184569603e+01,1.395221930621022821e+01,1.347630882724869572e+01,1.622844150492954540e+01,1.691842170375882404e+01
3.150000000000000000e+01,1.474096602688681479e+01,1.399286780858323276e+01,1.351581387807433821e+01,1.627547655129834325e+01,1.696875161041621993e+01
3.160000000000000142e+01,1.478334984752499359e+01,1.403392110276985605e+01,1.355413367300092808e+01,1.632163730044112171e+01,1.701852751753543203e+01
3.169999999999999929e+01,1.482582818488547893e+01,1.407521206612040388e+01,1.359135319762739513e+01,1.636766484532992294e+01,1.706841225635280423e+01
3.180000000000000071e+01,1.486925718466573620e+01,1.411592036129055039e+01,1.362782033136425675e+01,1.641385902642704053e+01,1.711861627210201320e+01
3.190000000000000213e+01,1.491325478324615794e+01,1.415759440609145869e+01,1.366359457005536981e+01,1.645946177479070016e+01,1.716891226328697684e+01
3.200000000000000000e+01,1.495674015487510289e+01,1.419934335013683224e+01,1.369941064210201986e+01,1.650464364670523665e+01,1.721934489476088714e+01
3.210000000000000142e+01,1.500000383729606668e+01,1.424046801871045353e+01,1.373533675848866942e+01,1.654916009401836874e+01,1.726940024312256483e+01
3.220000000000000284e+01,1.504359183822577073e+01,1.428196420212977102e+01,1.377156931885984470e+01,1.659380820214306240e+01,1.731916047831461114e+01
3.229999999999999716e+01,1.508764217893427073e+01,1.432424859525125171e+01,1.380873973973499602e+01,1.663887506761543023e+01,1.736897912235914987e+01
3.239999999999999858e+01,1.513179756202979931e+01,1.436708350901595210e+01,1.384640394823594711e+01,1.668468742122295723e+01,1.741913273594290956e+01
3.250000000000000000e+01,1.517608694661658042e+01,1.440861599793501036e+01,1.388441791335845998e+01,1.673124699833963902e+01,1.746970872799521857e+01
3.260000000000000142e+01,1.522023370825902511e+01,1.444832841497842857e+01,1.392263860725740621e+01,1.677855599013874155e+01,1.752043891938237863e+01
3.270000000000000284e+01,1.526443439914332778e+01,1.448817739843021002e+01,1.396099586154653771e+01,1.682501509083011015e+01,1.757101389190981067e+01
3.279999999999999716e+01,1.530890054414561519e+01,1.452906725128427112e+01,1.399954492910880788e+01,1.687035193510664755e+01,1.762089512467904484e+01
3.289999999999999858e+01,1.535398421909759037e+01,1.457102833750832360e+01,1.403849447565633390e+01,1.691580299469731230e+01,1.766972816240090083e+01
3.300000000000000000e+01,1.539917174862091187e+01,1.461343022595677077e+01,1.407789061218090509e+01,1.696181168736955058e+01,1.771837119493250512e+01
3.310000000000000142e+01,1.544443082298812797e+01,1.465535398623826246e+01,1.411720756550228195e+01,1.700749894546256513e+01,1.776706982869335860e+01
3.320000000000000284e+01,1.548963924447403961e+01,1.469675607691538666e+01,1.415661679328922240e+01,1.705294280708825028e+01,1.781608212906320077e+01
3.329999999999999716e+01,1.553482658347385126e+01,1.473768310173259088e+01,1.419588389204765022e+01,1.709854969354680421e+01,1.786590378517663069e+01
3.339999999999999858e+01,1.557996018354782031e+01,1.477916380648412265e+01,1.423529125986808097e+01,1.714427172371158292e+01,1.791675022085448887e+01
3.350000000000000000e+01,1.562504752585993550e+01,1.482039629036169082e+01,1.427476898136855255e+01,1.719119047599164674e+01,1.796726479434064672e+01
3.360000000000000142e+01,1.566991169151198804e+01,1.486109299349656787e+01,1.431349485606922833e+01,1.723832991702481010e+01,1.801750237484707995e+01
3.370000000000000284e+01,1.571500242075852327e+01,1.490145028552636930e+01,1.435173241344259232e+01,1.728575712626781780e+01,1.806710049585424827e+01
3.379999999999999716e+01,1.576011820491762982e+01,1.494226002309612866e+01,1.439086703644335863e+01,1.733291281542340201e+01,1.811624032797165995e+01
3.389999999999999858e+01,1.580493645328930974e+01,1.498349444350951565e+01,1.443126043675583325e+01,1.737911230934476947e+01,1.816519728718828119e+01
3.400000000000000000e+01,1.584989867845797917e+01,1.502577006351162936e+01,1.447203395262008918e+01,1.742469982859601174e+01,1.821517798847528979e+01
3.410000000000000142e+01,1.589542124145158120e+01,1.506884461528321673e+01,1.451264485642061075e+01,1.747044800443964618e+01,1.826646084121080094e+01
3.420000000000000284e+01,1.594074486633488874e+01,1.511164297718256577e+01,1.455248520328887096e+01,1.751612290061662947e+01,1.831774818688882789e+01
3.430000000000000426e+01,1.598582548089543387e+01,1.515378949541748455e+01,1.459258016766466604e+01,1.756173449557199362e+01,1.836905374915895806e+01
3.439999999999999858e+01,1.603072404665356032e+01,1.519548456876771247e+01,1.463324672063675003e+01,1.760696915392566098e+01,1.842029485587930893e+01
3.450000000000000000e+01,1.607601857192397432e+01,1.523714072590045987e+01,1.467340325262207834e+01,1.765269107558350115e+01,1.847133781699704258e+01
3.460000000000000142e+01,1.612165281236121928e+01,1.527799673286730631e+01,1.471261455889758274e+01,1.769959281121679950e+01,1.852116062436449795e+01
3.470000000000000284e+01,1.616744688578675948e+01,1.531778690917044727e+01,1.475148356770836777e+01,1.774728834683872236e+01,1.857039951216809115e+01
3.480000000000000426e+01,1.621284589785541286e+01,1.535651938639721514e+01,1.479068642523870558e+01,1.779462025630668620e+01,1.862022294139836731e+01
3.489999999999999858e+01,1.625828019821728176e+01,1.539494969313662054e+01,1.483040376644068736e+01,1.784086220418634028e+01,1.867064895954366577e+01
3.500000000000000000e+01,1.630445182688644579e+01,1.543387933484327235e+01,1.487060074107756158e+01,1.788680714282651962e+01,1.872138938825424503e+01
3.510000000000000142e+01,1.635079117126366199e+01,1.547291669326493491e+01,1.491072650461247129e+01,1.793342289287422275e+01,1.877146063675813537e+01
3.520000000000000284e+01,1.639790797958563928e+01,1.551190931185361954e+01,1.495053493972413250e+01,1.798124106220420160e+01,1.882001448607496741e+01
3.530000000000000426e+01,1.644515780070719657e+01,1.555145900729527675e+01,1.499064887140370317e+01,1.802982981284244701e+01,1.886802102081027854e+01
3.539999999999999858e+01,1.649188625505902905e+01,1.559122773422547326e+01,1.503116234834966924e+01,1.807856358176783829e+01,1.891676698627904685e+01
3.550000000000000000e+01,1.653757952033361889e+01,1.563125600964896655e+01,1.507206462588673368e+01,1.812660318170587104e+01,1.896599914660943043e+01
3.560000000000000142e+01,1.658310284856720784e+01,1.567135975818387017e+01,1.511314958071063153e+01,1.817347762707079539e+01,1.901538098187708314e+01
3.570000000000000284e+01,1.662923474185140549e+01,1.571182878341411282e+01,1.515388404044509940e+01,1.821849616108747227e+01,1.906490543395314674e+01
3.580000000000000426e+01,1.667540175079831499e+01,1.575197651984027303e+01,1.519427661159994081e+01,1.826343825502809892e+01,1.911494332145025155e+01
3.589999999999999858e+01,1.672142946952194720e+01,1.579221665841655664e+01,1.523424329349287731e+01,1.830848982591066232e+01,1.916656647740818187e+01
3.600000000000000000e+01,1.676703598038993448e+01,1.583253869442303063e+01,1.527321844001747131e+01,1.835258217414846271e+01,1.921877426796989852e+01
3.610000000000000142e+01,1.681203631066414061e+01,1.587252989224010591e+01,1.531217733342964138e+01,1.839707841133252941e+01,1.927036886159939044e+01
3.620000000000000284e+01,1.685687493405866633e+01,1.591252751755235018e+01,1.535175175949787629e+01,1.844263609763212841e+01,1.932090859926456972e+01
3.630000000000000426e+01,1.690194918012660708e+01,1.595300602401750467e+01,1.539230242352519795e+01,1.848837895690360966e+01,1.937111644476905070e+01
3.639999999999999858e+01,1.694762245680320945e+01,1.599325905664389680e+01,1.543292246083188068e+01,1.853374861895797565e+01,1.942121850860113952e+01
3.650000000000000000e+01,1.699426693956350221e+01,1.603351794912344275e+01,1.547346561663534814e+01,1.857818399754248873e+01,1.947123367730845800e+01
3.660000000000000142e+01,1.704134685412590855e+01,1.607367239306174511e+01,1.551329433733128482e+01,1.862222137660461030e+01,1.952069246135817338e+01
3.670000000000000284e+01,1.708814031025377744e+01,1.611403704738389919e+01,1.555285737012592051e+01,1.866621947970279294e+01,1.957064345752054990e+01
3.680000000000000426e+01,1.713460286085341622e+01,1.615418375422506614e+01,1.559154929413506885e+01,1.871079444014769422e+01,1.962140682909096512e+01
3.689999999999999858e+01,1.718117512466339036e+01,1.619383035377467195e+01,1.562988976618904680e+01,1.875635047558873936e+01,1.967280193533619936e+01
3.700000000000000000e+01,1.722772282285386680e+01,1.623242424013523078e+01,1.566820558512413797e+01,1.880086063056236156e+01,1.972391836699626566e+01
3.710000000000000142e+01,1.727451712877978096e+01,1.627102412073844917e+01,1.570685757755952139e+01,1.884428833856243202e+01,1.977546176825684299e+01
3.720000000000000284e+01,1.732181168274702898e+01,1.630998557297632345e+01,1.574685323102933232e+01,1.888789743749903494e+01,1.982659055862460562e+01
3.730000000000000426e+01,1.736939688489323075e+01,1.634892843544119145e+01,1.578749861296477519e+01,1.893224580496827514e+01,1.987759664221806943e+01
3.739999999999999858e+01,1.741654122082958978e+01,1.638826833243757619e+01,1.582785496665318981e+01,1.897726558598616364e+01,1.992965087102015431e+01
3.750000000000000000e+01,1.746264850219338527e+01,1.642720530298207393e+01,1.586796678503636393e+01,1.902280440528196692e+01,1.998268521419079846e+01
3.760000000000000142e+01,1.750815573105544587e+01,1.646692226155036920e+01,1.590724976143346758e+01,1.906909200837344187e+01,2.003481314887399378e+01
3.770000000000000284e+01,1.755260481788135607e+01,1.650698674123083620e+01,1.594675985350698788e+01,1.911541235947929707e+01,2.008653333444401312e+01
3.780000000000000426e+01,1.759711395436049486e+01,1.654735116670527617e+01,1.598684007482526503e+01,1.916173471613423374e+01,2.013906981111761496e+01
3.789999999999999858e+01,1.764256355915373575e+01,1.658759135771165916e+01,1.602737044543514955e+01,1.920784968635424761e+01,2.019173848009583239e+01
3.800000000000000000e+01,1.768864730494949100e+01,1.662703074173326101e+01,1.606718296303636606e+01,1.925349482213775332e+01,2.024316893472236956e+01
3.810000000000000142e+01,1.773581180109995614e+01,1.666607241970970676e+01,1.610576198710187867e+01,1.929944641216424728e+01,2.029442439706498647e+01
