lag_ps,msd_Na_seg1_A2,msd_Cl_seg1_A2,msd_Na_seg2_A2,msd_Cl_seg2_A2,msd_Na_seg3_A2,msd_Cl_seg3_A2,msd_Na_seg4_A2,msd_Cl_seg4_A2,msd_Na_seg5_A2,msd_Cl_seg5_A2
5.931000000000000227e+01,1.662654450472505019e+01,1.853419843552671153e+01,1.043952373671148948e+01,2.239988498503043957e+01,8.670917929505549182e+00,1.601221159621338330e+01,1.191102229774323185e+01,1.961498052336041198e+01,1.286075969106198968e+01,2.558326738967208769e+01
5.932000000000000028e+01,1.662790159128395828e+01,1.853967205458788570e+01,1.044041098384154331e+01,2.240429409897681623e+01,8.673097780289172221e+00,1.601704521627944189e+01,1.191171036794289328e+01,1.961911670434873045e+01,1.286202269661129804e+01,2.558613866561716321e+01
5.932999999999999829e+01,1.662922098624645528e+01,1.854511310267858804e+01,1.044127097295856643e+01,2.240870031408573126e+01,8.675216087027459722e+00,1.602192288687658461e+01,1.191236155469482583e+01,1.962328317362813124e+01,1.286325960604429142e+01,2.558906291129498456e+01
5.934000000000000341e+01,1.663052010201110065e+01,1.855052284400942142e+01,1.044213255539513518e+01,2.241310894200821835e+01,8.677265519359533386e+00,1.602685266895429805e+01,1.191297651307447047e+01,1.962747636815804952e+01,1.286449000518948971e+01,2.559205855147323305e+01
5.935000000000000142e+01,1.663182887859292336e+01,1.855590684032409854e+01,1.044302099294891839e+01,2.241751733832101934e+01,8.679243522912262421e+00,1.603183914942789201e+01,1.191356128620028798e+01,1.963168866300611626e+01,1.286573819974370991e+01,2.559513891119005180e+01
5.935999999999999943e+01,1.663317690184308972e+01,1.856127565306609029e+01,1.044395353580972596e+01,2.242192267679948614e+01,8.681152143338749738e+00,1.603688317857086076e+01,1.191412518185716429e+01,1.963591062637023654e+01,1.286702160633826253e+01,2.559831216743034688e+01
5.937000000000000455e+01,1.663459098093263222e+01,1.856664111928764171e+01,1.044493209954110036e+01,2.242632363871158319e+01,8.682997541318529855e+00,1.604198552119428811e+01,1.191468109325372460e+01,1.964013888810071151e+01,1.286834943273105836e+01,2.560158330018616368e+01
5.938000000000000256e+01,1.663609370638149088e+01,1.857200979065652291e+01,1.044594457340519078e+01,2.243072069996564366e+01,8.684790584080811726e+00,1.604714645651255012e+01,1.191524144503054217e+01,1.964437560988783105e+01,1.286972327518493664e+01,2.560495371538019072e+01
5.939000000000000057e+01,1.663770262737618566e+01,1.857738221349672614e+01,1.044697564538079604e+01,2.243511314903274467e+01,8.686544288802293678e+00,1.605236621707569356e+01,1.191581235302830599e+01,1.964862756356663809e+01,1.287114065863821466e+01,2.560841637714156604e+01
5.939999999999999858e+01,1.663942189907303160e+01,1.858274936782276399e+01,1.044801228950037952e+01,2.243949854469810390e+01,8.688266280480839043e+00,1.605764384477945939e+01,1.191640026473456970e+01,1.965289978572316798e+01,1.287259727896208261e+01,2.561196056659876419e+01
5.941000000000000369e+01,1.664124640427345625e+01,1.858809790860103917e+01,1.044904093045942517e+01,2.244387142000169888e+01,8.689955462999945368e+00,1.606297714236561447e+01,1.191701926412275725e+01,1.965719754305411726e+01,1.287408765503982266e+01,2.561557731291128448e+01
5.942000000000000171e+01,1.664316334463015679e+01,1.859341329086871397e+01,1.045004481749352188e+01,2.244822429678287534e+01,8.691604738079750092e+00,1.606836088347975178e+01,1.191768929603653326e+01,1.966152467240815938e+01,1.287559796916262123e+01,2.561926117552779303e+01
5.942999999999999972e+01,1.664515463433261644e+01,1.859868303337102091e+01,1.045100592851117227e+01,2.245254786768115096e+01,8.693197727325857826e+00,1.607378982119803368e+01,1.191842797297971757e+01,1.966588416928088634e+01,1.287710766381248639e+01,2.562300667056596026e+01
5.943999999999999773e+01,1.664720162316731589e+01,1.860389815748919062e+01,1.045191089839105203e+01,2.245683313177042706e+01,8.694708407222654145e+00,1.607925949212784644e+01,1.191924709892152023e+01,1.967027481333265371e+01,1.287860247451636830e+01,2.562680626276898721e+01
5.945000000000000284e+01,1.664929005024206177e+01,1.860905495950727939e+01,1.045275812740573684e+01,2.246107669689753905e+01,8.696109250184044015e+00,1.608476206887069537e+01,1.192015178568963840e+01,1.967469099795931697e+01,1.288008047554168556e+01,2.563064861658515881e+01
5.946000000000000085e+01,1.665140432177915031e+01,1.861415154801953520e+01,1.045355626484128919e+01,2.246528314299850138e+01,8.697383018746705829e+00,1.609028487865534984e+01,1.192113765854467289e+01,1.967912043987271531e+01,1.288154190294847723e+01,2.563452348416891269e+01
5.946999999999999886e+01,1.665353348732816130e+01,1.861918951116279430e+01,1.045432394398047471e+01,2.246946225147087972e+01,8.698523695068255179e+00,1.609581546600323065e+01,1.192219031905728599e+01,1.968354677941742281e+01,1.288298137861040793e+01,2.563842954472943347e+01
5.948000000000000398e+01,1.665567439033511121e+01,1.862417034952035522e+01,1.045508658912894617e+01,2.247361590952099064e+01,8.699536109723055688e+00,1.610134659326114104e+01,1.192328982530063541e+01,1.968794709008096788e+01,1.288439010503140736e+01,2.564237308776826652e+01
5.949000000000000199e+01,1.665782392622095998e+01,1.862909446282527171e+01,1.045587314814251023e+01,2.247774150806657190e+01,8.700435409075279125e+00,1.610687527637678329e+01,1.192441271320675789e+01,1.969230146311333840e+01,1.288576589121113436e+01,2.564635775195948142e+01
5.950000000000000000e+01,1.665997022571078290e+01,1.863396195543752398e+01,1.045670913578578975e+01,2.248184099110211775e+01,8.701245020827631294e+00,1.611239974618732518e+01,1.192553097059503919e+01,1.969659734039463928e+01,1.288711524626933169e+01,2.565038231788213352e+01
5.950999999999999801e+01,1.666209401114020494e+01,1.863877931869546245e+01,1.045761446922101889e+01,2.248591843047846339e+01,8.701993561128638532e+00,1.611791888142893470e+01,1.192661587036199400e+01,1.970083316463924561e+01,1.288844892044244972e+01,2.565444398500537559e+01
5.952000000000000313e+01,1.666417724448822568e+01,1.864355637919921094e+01,1.045860186760557653e+01,2.248997610390473056e+01,8.702715521893951589e+00,1.612343118102806727e+01,1.192764809171241502e+01,1.970501560174136557e+01,1.288977642481307129e+01,2.565854374308958796e+01
5.953000000000000114e+01,1.666620938452305367e+01,1.864830024239573092e+01,1.045967847494292613e+01,2.249401537152005659e+01,8.703451739706862256e+00,1.612893219675053658e+01,1.192862394310792951e+01,1.970915640191525142e+01,1.289110790095818082e+01,2.566268240598968120e+01
5.953999999999999915e+01,1.666817952028981153e+01,1.865301903769903902e+01,1.046084752587071165e+01,2.249803279012719059e+01,8.704244788959195844e+00,1.613441699872708313e+01,1.192955364221611347e+01,1.971326445371943947e+01,1.289245924153014222e+01,2.566686318145648826e+01
5.955000000000000426e+01,1.667007577408563535e+01,1.865772440768760987e+01,1.046211028834134815e+01,2.250202293658066566e+01,8.705128098587652019e+00,1.613988178457205791e+01,1.193045303678014335e+01,1.971734881084466906e+01,1.289384767219351957e+01,2.567108743339012733e+01
5.956000000000000227e+01,1.667189220208510747e+01,1.866242942811818040e+01,1.046347160872340076e+01,2.250597812157336008e+01,8.706117939040909803e+00,1.614532182201565291e+01,1.193134278718544827e+01,1.972141773564440825e+01,1.289528282058211062e+01,2.567535472760473070e+01
5.957000000000000028e+01,1.667363596457978758e+01,1.866714077792595816e+01,1.046493721392493725e+01,2.250989041613205188e+01,8.707211668123042259e+00,1.615073637834638021e+01,1.193224219965513022e+01,1.972547918790036192e+01,1.289676357528484552e+01,2.567966258571422955e+01
5.957999999999999829e+01,1.667531805914397225e+01,1.867185855150744089e+01,1.046651140280807546e+01,2.251374669537390005e+01,8.708393551552600087e+00,1.615612915873800404e+01,1.193315666912604023e+01,1.972953381241217130e+01,1.289828035396149986e+01,2.568401225860741022e+01
5.959000000000000341e+01,1.667694473240156228e+01,1.867657816042955332e+01,1.046819550748690375e+01,2.251753755396495293e+01,8.709642601395533035e+00,1.616150917489650496e+01,1.193407440563588828e+01,1.973357791296863795e+01,1.289981994361837891e+01,2.568841155371532992e+01
5.960000000000000142e+01,1.667852066793437871e+01,1.868129354616380411e+01,1.046998494593177753e+01,2.252126115540129803e+01,8.710938271205479921e+00,1.616688725792321790e+01,1.193497120185140403e+01,1.973760436273578023e+01,1.290137102843505801e+01,2.569286923937537281e+01
5.960999999999999943e+01,1.668005846615217891e+01,1.868600118736270588e+01,1.047186884202145762e+01,2.252492390112671927e+01,8.712261883731542866e+00,1.617227581412624460e+01,1.193582031521087394e+01,1.974160717281158028e+01,1.290292644693285062e+01,2.569738470913975092e+01
5.962000000000000455e+01,1.668157581102942189e+01,1.869069778741207344e+01,1.047383016130949507e+01,2.252853028546753933e+01,8.713601084412125886e+00,1.617768210579585642e+01,1.193659405494252468e+01,1.974557823774995313e+01,1.290448477689643170e+01,2.570195343423374013e+01
5.963000000000000256e+01,1.668308972807587054e+01,1.869538138236707425e+01,1.047584287114178636e+01,2.253208397488042181e+01,8.714945960129913516e+00,1.618310856194241509e+01,1.193726406992615807e+01,1.974950835147411254e+01,1.290605475223277487e+01,2.570657197472969102e+01
5.964000000000000057e+01,1.668460634060096481e+01,1.870005209036267146e+01,1.047787720176318871e+01,2.253559119671128030e+01,8.716287769673138897e+00,1.618855656540599952e+01,1.193780418821149070e+01,1.975339043975693798e+01,1.290765552618618450e+01,2.571123625674489688e+01
5.964999999999999858e+01,1.668613076574051490e+01,1.870471219231470528e+01,1.047990236790788998e+01,2.253906457237125593e+01,8.717619233180878169e+00,1.619402764920195992e+01,1.193819925969810569e+01,1.975722494798089457e+01,1.290930774292008998e+01,2.571594027806465022e+01
5.966000000000000369e+01,1.668767326526604577e+01,1.870936407979106875e+01,1.048189185743112972e+01,2.254252247480000548e+01,8.718937686082824712e+00,1.619951906575876421e+01,1.193844921046802732e+01,1.976101835503463633e+01,1.291102270586367951e+01,2.572067904780966785e+01
5.967000000000000171e+01,1.668924593609059670e+01,1.871401172050361339e+01,1.048382611326418434e+01,2.254598656416652602e+01,8.720238439360485927e+00,1.620501939211626663e+01,1.193856920913253816e+01,1.976477937093738291e+01,1.291279998561385689e+01,2.572544540494859078e+01
5.967999999999999972e+01,1.669085413800006279e+01,1.871866378351798232e+01,1.048569809654674856e+01,2.254947283825845972e+01,8.721510609853531548e+00,1.621050883399321663e+01,1.193858270190604465e+01,1.976851146541021365e+01,1.291463650167271560e+01,2.573023217859228851e+01
5.968999999999999773e+01,1.669249417336002850e+01,1.872333182018661546e+01,1.048751338014135293e+01,2.255298743473399981e+01,8.722740506396455373e+00,1.621596364695716375e+01,1.193851649404473036e+01,1.977220979141522506e+01,1.291652892484698079e+01,2.573503783767296937e+01
5.970000000000000284e+01,1.669415627861397766e+01,1.872801901245003364e+01,1.048929161818178812e+01,2.255652620191822777e+01,8.723916075884655896e+00,1.622136592121723453e+01,1.193840151235341729e+01,1.977586487763167256e+01,1.291847119126669696e+01,2.573986698316891975e+01
5.971000000000000085e+01,1.669583223756139034e+01,1.873271649551060847e+01,1.049106359431976188e+01,2.256008261846728402e+01,8.725026657293799559e+00,1.622670580226938242e+01,1.193827239817895247e+01,1.977947380487993811e+01,1.292045404487671689e+01,2.574472665519433789e+01
5.971999999999999886e+01,1.669751705158177657e+01,1.873740999867962032e+01,1.049285907120995276e+01,2.256365030101156677e+01,8.726058776857904320e+00,1.623197254757859298e+01,1.193815557464336052e+01,1.978303522400539549e+01,1.292247383886992473e+01,2.574962067083977857e+01
5.973000000000000398e+01,1.669921272719390615e+01,1.874209512065812078e+01,1.049469730951847168e+01,2.256722572849883335e+01,8.726999843639564602e+00,1.623715479965045461e+01,1.193806090022800070e+01,1.978654094922611151e+01,1.292453281680717403e+01,2.575454664229840773e+01
5.974000000000000199e+01,1.670092671468012924e+01,1.874677694961575014e+01,1.049658638307946390e+01,2.257080753350254554e+01,8.727846732666826313e+00,1.624223969100331288e+01,1.193798649798666567e+01,1.978997365492221405e+01,1.292663804031965569e+01,2.575949735543201058e+01
5.975000000000000000e+01,1.670266588822014953e+01,1.875146472980406998e+01,1.049852764503492253e+01,2.257439414648455056e+01,8.728609890945733696e+00,1.624721826231492017e+01,1.193792704962988616e+01,1.979331659961620105e+01,1.292879446221802375e+01,2.576446179267785297e+01
5.975999999999999801e+01,1.670443478517896452e+01,1.875616737494003416e+01,1.050051101169386492e+01,2.257798128647667468e+01,8.729308530371898911e+00,1.625208769178210133e+01,1.193787737236127455e+01,1.979656297036116541e+01,1.293099745251998911e+01,2.576942665532900278e+01
5.977000000000000313e+01,1.670623378707810147e+01,1.876089304382677270e+01,1.050250956728610063e+01,2.258156728209343811e+01,8.729962296580639602e+00,1.625684988419429189e+01,1.193783175667173602e+01,1.979971378689592498e+01,1.293323473584309902e+01,2.577438083509109390e+01
5.978000000000000114e+01,1.670805711758025325e+01,1.876564671002325468e+01,1.050448350906152406e+01,2.258515116730379546e+01,8.730584438143154102e+00,1.626151068563387980e+01,1.193778191971663460e+01,1.980277401760060485e+01,1.293549214162767491e+01,2.577931384664755399e+01
5.978999999999999915e+01,1.670988716517008754e+01,1.877042780764361396e+01,1.050639417825919608e+01,2.258873136129981063e+01,8.731181314440995322e+00,1.626607964119849115e+01,1.193772241233873288e+01,1.980574996751614947e+01,1.293775541710570920e+01,2.578421625041408305e+01
5.980000000000000426e+01,1.671169892876684315e+01,1.877523343400345723e+01,1.050821106695257079e+01,2.259229932557398968e+01,8.731756810835442195e+00,1.627056708787875294e+01,1.193765523435285303e+01,1.980865020204189975e+01,1.294000870918632806e+01,2.578907988641370608e+01
5.981000000000000227e+01,1.671347553090562599e+01,1.878006093666612486e+01,1.050991208312680314e+01,2.259584724848619786e+01,8.732320171626120953e+00,1.627498306386238269e+01,1.193759755775043452e+01,1.981148783689485526e+01,1.294223693042649970e+01,2.579389871421143710e+01
5.982000000000000028e+01,1.671521400647225875e+01,1.878490593801235065e+01,1.051148494843100600e+01,2.259937281081269234e+01,8.732886006843507687e+00,1.627933621276216414e+01,1.193757948606285701e+01,1.981428045221429102e+01,1.294442518661420216e+01,2.579866385813071261e+01
5.982999999999999829e+01,1.671691753947690628e+01,1.878975988871798819e+01,1.051293423732152732e+01,2.260288205681494489e+01,8.733468459654179838e+00,1.628363608952292196e+01,1.193763043241711230e+01,1.981704502212601682e+01,1.294656230675564501e+01,2.580336233286633885e+01
5.984000000000000341e+01,1.671859130797237469e+01,1.879461155456359123e+01,1.051427639148661441e+01,2.260638433903535827e+01,8.734080685130006572e+00,1.628788627445681669e+01,1.193776878629868321e+01,1.981979229080118543e+01,1.294864109277227016e+01,2.580797541623208602e+01
5.985000000000000142e+01,1.672024338582363256e+01,1.879944975546874986e+01,1.051553518412463717e+01,2.260988881873568346e+01,8.734737278053835041e+00,1.629208382260657118e+01,1.193800222090678531e+01,1.982253000012340394e+01,1.295065456778374013e+01,2.581248916010393657e+01
5.985999999999999943e+01,1.672187957647855683e+01,1.880426673869615328e+01,1.051674461990191034e+01,2.261340116690657354e+01,8.735452109926983510e+00,1.629622196756153940e+01,1.193833340641686291e+01,1.982526406181973044e+01,1.295259422480454958e+01,2.581689981715957671e+01
5.987000000000000455e+01,1.672350025763958214e+01,1.880906351503817220e+01,1.051794880392462694e+01,2.261693144374078912e+01,8.736235011327083910e+00,1.630030001056012878e+01,1.193876491386467364e+01,1.982799423352284052e+01,1.295445665109875577e+01,2.582121164769453969e+01
5.988000000000000256e+01,1.672510675337070296e+01,1.881384262079116709e+01,1.051919545261766409e+01,2.262049504886296702e+01,8.737084706093027009e+00,1.630431983690857578e+01,1.193929513533151265e+01,1.983071489503704754e+01,1.295624337471452492e+01,2.582543238816504072e+01
5.989000000000000057e+01,1.672670403291341046e+01,1.881860415185843749e+01,1.052052609929148375e+01,2.262410508912008211e+01,8.737986589882986266e+00,1.630828571071000610e+01,1.193991668268610873e+01,1.983341943072599634e+01,1.295795828921366244e+01,2.582957466914963973e+01
5.989999999999999858e+01,1.672829361320231811e+01,1.882334512790396985e+01,1.052196658023370013e+01,2.262776191997202702e+01,8.738922871576209062e+00,1.631220336158791895e+01,1.194061505617954566e+01,1.983610415215568779e+01,1.295960629135349684e+01,2.583364419243643439e+01
5.991000000000000369e+01,1.672987063702375465e+01,1.882806406293578050e+01,1.052352323791196476e+01,2.263146376010415395e+01,8.739883463420405008e+00,1.631608649748255147e+01,1.194137239531475103e+01,1.983876900486781736e+01,1.296119534538042473e+01,2.583764168732794175e+01
5.992000000000000171e+01,1.673142723753288408e+01,1.883276234858531595e+01,1.052517972413289726e+01,2.263521212058116561e+01,8.740866535232507673e+00,1.631995854416876668e+01,1.194216945777684913e+01,1.984141882136487567e+01,1.296273625238414873e+01,2.584156737051991115e+01
5.992999999999999972e+01,1.673295170743374882e+01,1.883744292539078558e+01,1.052690472805904420e+01,2.263901254414603059e+01,8.741872527984579477e+00,1.632384389761945442e+01,1.194298849061060785e+01,1.984406254643504042e+01,1.296423984916543048e+01,2.584542830435946570e+01
5.993999999999999773e+01,1.673443289201497208e+01,1.884210658343120670e+01,1.052866357715059387e+01,2.264286815899566818e+01,8.742904262226334211e+00,1.632776102038544863e+01,1.194381361327862479e+01,1.984671239632869444e+01,1.296571678816979301e+01,2.584923556046560122e+01
5.995000000000000284e+01,1.673586461327282038e+01,1.884675609695851151e+01,1.053042820684232872e+01,2.264677967855294582e+01,8.743971275472043558e+00,1.633172136242530570e+01,1.194463456587025796e+01,1.984938319565501175e+01,1.296717513857306159e+01,2.585300341397176638e+01
5.996000000000000085e+01,1.673724427141283755e+01,1.885139453644713114e+01,1.053217634782418699e+01,2.265074510676125286e+01,8.745089045880177991e+00,1.633572812018701370e+01,1.194544464497269232e+01,1.985208706254120159e+01,1.296861654331038594e+01,2.585674023491285212e+01
5.996999999999999886e+01,1.673857247506468227e+01,1.885602487815836881e+01,1.053388992712804573e+01,2.265476219568347460e+01,8.746268627303050991e+00,1.633977867936907202e+01,1.194624293215888322e+01,1.985483045526849111e+01,1.297003630068440572e+01,2.586044796322873651e+01
5.998000000000000398e+01,1.673985704583038370e+01,1.886065152558998292e+01,1.053556056795402718e+01,2.265882452305275407e+01,8.747510220255589886e+00,1.634386746418550018e+01,1.194703189829394674e+01,1.985761433613945215e+01,1.297142821753497977e+01,2.586413372756173601e+01
5.999000000000000199e+01,1.674111791488796186e+01,1.886528082120734595e+01,1.053719461442187466e+01,2.266292370457553673e+01,8.748808658150437623e+00,1.634798747093319449e+01,1.194781299905434224e+01,1.986043450597609805e+01,1.297278833161637657e+01,2.586780819097025841e+01
6.000000000000000000e+01,1.674238378526429827e+01,1.886991808891722044e+01,1.053880489164473033e+01,2.266704895248879481e+01,8.750156226114995661e+00,1.635212711341412373e+01,1.194858880349845087e+01,1.986328380282775186e+01,1.297411962912447869e+01,2.587147076418369096e+01
6.000999999999999801e+01,1.674368391670752487e+01,1.887457537244821637e+01,1.054040212353783090e+01,2.267119218673574110e+01,8.751539408891110483e+00,1.635627590212369853e+01,1.194936679940206226e+01,1.986615353827494346e+01,1.297543299033238462e+01,2.587510809794446942e+01
6.002000000000000313e+01,1.674504075615921295e+01,1.887926940265147735e+01,1.054199367184624947e+01,2.267534646732191916e+01,8.752943224391994903e+00,1.636042573089271812e+01,1.195015133679027919e+01,1.986903566355790929e+01,1.297674310660093866e+01,2.587870489668605600e+01
6.003000000000000114e+01,1.674647359784724188e+01,1.888401478158378310e+01,1.054358557914360617e+01,2.267950195942383473e+01,8.754356995866910296e+00,1.636456951209924426e+01,1.195093716376640458e+01,1.987192173592011812e+01,1.297806154883052976e+01,2.588225714219325013e+01
6.003999999999999915e+01,1.674799648950098074e+01,1.888881699310152484e+01,1.054518131046955531e+01,2.268364684697182554e+01,8.755775640415025762e+00,1.636870055947136038e+01,1.195171549131342204e+01,1.987480075564534232e+01,1.297939444234456552e+01,2.588576676836964907e+01
6.005000000000000426e+01,1.674961454905890790e+01,1.889367400377117079e+01,1.054678507586050529e+01,2.268777148470645955e+01,8.757196521475410833e+00,1.637281685839416667e+01,1.195247771539955117e+01,1.987766342493098648e+01,1.298073960118646575e+01,2.588923626323015981e+01
6.006000000000000227e+01,1.675132602453437869e+01,1.889858019288745439e+01,1.054840165871444668e+01,2.269187328826244965e+01,8.758617557027568168e+00,1.637692352634675430e+01,1.195321481307582978e+01,1.988050653253927536e+01,1.298208723274288801e+01,2.589266901982729863e+01
6.007000000000000028e+01,1.675312688710742748e+01,1.890353174102715883e+01,1.055003719334329482e+01,2.269595884120769114e+01,8.760041160282888484e+00,1.638102940444923661e+01,1.195391931164952659e+01,1.988333586628846916e+01,1.298342225337146694e+01,2.589606788929226866e+01
6.007999999999999829e+01,1.675500845225039726e+01,1.890852572329746906e+01,1.055169561666054712e+01,2.270004247200555270e+01,8.761478053694604640e+00,1.638514167253941878e+01,1.195459121028182281e+01,1.988616248910894058e+01,1.298473014452831542e+01,2.589943520840429514e+01
6.009000000000000341e+01,1.675696043482221498e+01,1.891355251733953935e+01,1.055337730047087597e+01,2.270413767975925623e+01,8.762944918179638165e+00,1.638926688709413781e+01,1.195523881238135822e+01,1.988899974488301226e+01,1.298599763146119024e+01,2.590277821448388806e+01
6.010000000000000142e+01,1.675896980643749856e+01,1.891859352881266432e+01,1.055508181303282278e+01,2.270825263399137839e+01,8.764454905865076029e+00,1.639341197883358348e+01,1.195587318841843505e+01,1.989186207823101071e+01,1.298721018642657299e+01,2.590610816515250292e+01
6.010999999999999943e+01,1.676101662180812824e+01,1.892363001380516607e+01,1.055681493325228892e+01,2.271238622913499228e+01,8.766009477371170533e+00,1.639758379434546498e+01,1.195650341233452529e+01,1.989476487094814772e+01,1.298835858682389954e+01,2.590943511736458760e+01
6.012000000000000455e+01,1.676307731239088028e+01,1.892864768701579337e+01,1.055858256101020842e+01,2.271652963848801221e+01,8.767597956354453714e+00,1.640178631004157239e+01,1.195713896064794213e+01,1.989772480134329058e+01,1.298944199874678951e+01,2.591276731509261921e+01
6.013000000000000256e+01,1.676513566772531760e+01,1.893363858050083337e+01,1.056038225687568932e+01,2.272067189901822104e+01,8.769205573287081279e+00,1.640601990922038311e+01,1.195778993993774542e+01,1.990075789469402423e+01,1.299046241859328710e+01,2.591611099756862302e+01
6.014000000000000057e+01,1.676717988354264932e+01,1.893859702532263967e+01,1.056220709822621728e+01,2.272480461354494707e+01,8.770819393344137183e+00,1.641028368835506157e+01,1.195846860040217408e+01,1.990387667609737932e+01,1.299142305534588360e+01,2.591947104753059250e+01
6.014999999999999858e+01,1.676919770148185052e+01,1.894352067071592316e+01,1.056405219828365816e+01,2.272892202431201270e+01,8.772427200148822379e+00,1.641457725942574086e+01,1.195918595565559350e+01,1.990708710402066117e+01,1.299232983860310497e+01,2.592285038280003562e+01
6.016000000000000369e+01,1.677117626506122861e+01,1.894840815632236897e+01,1.056591047339364309e+01,2.273301958365735587e+01,8.774018622726089234e+00,1.641890356048327249e+01,1.195994809427359407e+01,1.991038520830366210e+01,1.299319278526012766e+01,2.592624953477578842e+01
6.017000000000000171e+01,1.677310215973996321e+01,1.895325701292483700e+01,1.056776811746746958e+01,2.273708921535813943e+01,8.775588434160201956e+00,1.642326636617640645e+01,1.196076050014809411e+01,1.991375914530920710e+01,1.299402338905343868e+01,2.592966550108446455e+01
6.017999999999999972e+01,1.677495431359502120e+01,1.895806288160918029e+01,1.056961260849167061e+01,2.274112406633365069e+01,8.777135749896185501e+00,1.642766321667667384e+01,1.196163067135063329e+01,1.991718837056320623e+01,1.299483665595154314e+01,2.593309295046705287e+01
6.018999999999999773e+01,1.677670806824851013e+01,1.896282321058173181e+01,1.057143896183821319e+01,2.274511726737101114e+01,8.778663573210129911e+00,1.643208588545205373e+01,1.196256031257185448e+01,1.992064855566902892e+01,1.299565410203616800e+01,2.593652756604025456e+01
6.020000000000000284e+01,1.677835146313022108e+01,1.896753960923548732e+01,1.057324733835124775e+01,2.274906256599187770e+01,8.780179556417165188e+00,1.643652250981138607e+01,1.196353658022793631e+01,1.992411909284760441e+01,1.299650356803048012e+01,2.593997038072818029e+01
6.021000000000000085e+01,1.677989287429814524e+01,1.897221626502365766e+01,1.057503750758984218e+01,2.275295959629058018e+01,8.781690816562417012e+00,1.644096108487055119e+01,1.196453569211331214e+01,1.992758995340328099e+01,1.299740562524078058e+01,2.594342398020710050e+01
6.021999999999999886e+01,1.678135451802152645e+01,1.897685595092716326e+01,1.057680849856926564e+01,2.275681773883059833e+01,8.783196705154823647e+00,1.644539008939475266e+01,1.196553377956530184e+01,1.993106098781634472e+01,1.299836294843192519e+01,2.594688540055999226e+01
6.023000000000000398e+01,1.678275965932975211e+01,1.898146258443092194e+01,1.057855639185041241e+01,2.276065169738672012e+01,8.784688829476737126e+00,1.644979964083042390e+01,1.196651440336129113e+01,1.993454374955139841e+01,1.299936282777120944e+01,2.595034813669430207e+01
6.024000000000000199e+01,1.678412538357913775e+01,1.898604378121310887e+01,1.058027400738681401e+01,2.276447451651301890e+01,8.786153759500685112e+00,1.645418533856020815e+01,1.196746220582752152e+01,1.993805262826226965e+01,1.300039030748066793e+01,2.595381278690184246e+01
6.025000000000000000e+01,1.678546695958097246e+01,1.899061025304979466e+01,1.058195327553518261e+01,2.276829782370892019e+01,8.787572792675405253e+00,1.645855178340607594e+01,1.196836110717729440e+01,1.994160169979371844e+01,1.300143524414906082e+01,2.595728870613248773e+01
6.025999999999999801e+01,1.678679477662444697e+01,1.899517064519073983e+01,1.058359320449090291e+01,2.277213911463197960e+01,8.788933559688937081e+00,1.646291513123109951e+01,1.196920405306841673e+01,1.994520511324619250e+01,1.300248323768609815e+01,2.596078774416695012e+01
6.027000000000000313e+01,1.678810812924779583e+01,1.899972908817498762e+01,1.058519842463746485e+01,2.277602064810374927e+01,8.790231750906599473e+00,1.646729796110405175e+01,1.197000269508713721e+01,1.994887979955568369e+01,1.300351583660692967e+01,2.596432515326635837e+01
6.028000000000000114e+01,1.678939368285244882e+01,1.900428911233410645e+01,1.058677348263802642e+01,2.277996095679835165e+01,8.791466376469859512e+00,1.647172128063732544e+01,1.197078005322197214e+01,1.995263543629285152e+01,1.300451421212656200e+01,2.596791998298937187e+01
6.028999999999999915e+01,1.679063642906220366e+01,1.900885939115244128e+01,1.058831690886457721e+01,2.278397179796555960e+01,8.792638048216847579e+00,1.647620417077894928e+01,1.197155614078956098e+01,1.995647013540433790e+01,1.300546771038408345e+01,2.597158478215214927e+01
6.030000000000000426e+01,1.679183018070997591e+01,1.901345247269425442e+01,1.058982747340727215e+01,2.278806193322758844e+01,8.793754901649613487e+00,1.648076241602933578e+01,1.197234676544784193e+01,1.996036748389994742e+01,1.300637750710130014e+01,2.597532585216559298e+01
6.031000000000000227e+01,1.679297579766032200e+01,1.901808090994664369e+01,1.059131028341310277e+01,2.279223786438418742e+01,8.794838125320113775e+00,1.648540560220345697e+01,1.197316439113871667e+01,1.996431022373157660e+01,1.300725441904588919e+01,2.597914853016841974e+01
6.032000000000000028e+01,1.679407985024296579e+01,1.902274944930909939e+01,1.059277829908605462e+01,2.279650086967606271e+01,8.795919505867608734e+00,1.649013773992927767e+01,1.197401727889625356e+01,1.996828268136963302e+01,1.300811500514745056e+01,2.598305546022699630e+01
6.032999999999999829e+01,1.679515507429611532e+01,1.902745525876160215e+01,1.059424543480368364e+01,2.280084625956816069e+01,8.797033611633613859e+00,1.649495853627157871e+01,1.197490172087807281e+01,1.997227276640869320e+01,1.300898267106381567e+01,2.598704004350579666e+01
6.034000000000000341e+01,1.679622161383777268e+01,1.903219262754411645e+01,1.059572338689300430e+01,2.280526797848821374e+01,8.798215236981551612e+00,1.649986369381850437e+01,1.197580491236066003e+01,1.997627133053138948e+01,1.300988564159064964e+01,2.599108696014725695e+01
