# Green-Kubo viscosity from /rds/user/crm98/hpc-work/cp2k-benchmarks/results/figS4/production/feature-nnp-chebyshev/N1024/seg5/H2O-1024_feature-nnp-chebyshev_seg5-1.stress
# n_molecules: 1024
# volume_ang3: 30653.8318
# temperature_K: 300.0
# timestep_fs: 0.5
# discard_ps: 10.0
# int_limit_ps: 3.0
# n_frames_used: 180001
# eta_mPa_s: 0.789133
lag_fs,acf_normalized,running_eta_mPa_s
0.000,1.00000000,0.00000000
0.500,0.95822679,0.02195624
1.000,0.83781844,0.04209405
1.500,0.65283648,0.05880773
2.000,0.42458808,0.07088814
2.500,0.17884843,0.07765406
3.000,-0.05732591,0.07901660
3.500,-0.25873052,0.07547288
4.000,-0.40472223,0.06803405
4.500,-0.48126168,0.05810012
5.000,-0.48216812,0.04729785
5.500,-0.40955310,0.03729960
6.000,-0.27345064,0.02964156
6.500,-0.09069096,0.02555869
7.000,0.11690624,0.02585262
7.500,0.32489645,0.03080625
8.000,0.50893907,0.04015547
8.500,0.64761269,0.05312308
9.000,0.72496966,0.06851289
9.500,0.73246403,0.08485409
10.000,0.66994484,0.10057832
10.500,0.54554680,0.11420679
11.000,0.37450159,0.12452265
11.500,0.17708244,0.13070718
12.000,-0.02397344,0.13242389
12.500,-0.20617548,0.12984339
13.000,-0.34977398,0.12360991
13.500,-0.43977946,0.11475720
14.000,-0.46735468,0.10458613
14.500,-0.43051695,0.09451892
15.000,-0.33415118,0.08594523
15.500,-0.18937154,0.08007533
16.000,-0.01229611,0.07781417
16.500,0.17767236,0.07966842
17.000,0.35992430,0.08569612
17.500,0.51489130,0.09550482
18.000,0.62622463,0.10829936
18.500,0.68263591,0.12297470
19.000,0.67914722,0.13824343
19.500,0.61756665,0.15278259
20.000,0.50611979,0.16538170
20.500,0.35830226,0.17507387
21.000,0.19113832,0.18123436
21.500,0.02310805,0.18363656
22.000,-0.12797373,0.18246077
22.500,-0.24687245,0.17825788
23.000,-0.32244970,0.17187447
23.500,-0.34865907,0.16434979
24.000,-0.32496777,0.15679688
24.500,-0.25620438,0.15028060
25.000,-0.15187580,0.14570508
25.500,-0.02503214,0.14372153
26.000,0.10920811,0.14466534
26.500,0.23532816,0.14852839
27.000,0.33910694,0.15496913
27.500,0.40915251,0.16335884
28.000,0.43809940,0.17285849
28.500,0.42332980,0.18251710
29.000,0.36713863,0.19138007
29.500,0.27633597,0.19859491
30.000,0.16135464,0.20350243
30.500,0.03498993,0.20570390
31.000,-0.08906491,0.20509760
31.500,-0.19771380,0.20188215
32.000,-0.27982342,0.19652785
32.500,-0.32732742,0.18972029
33.000,-0.33597556,0.18228314
33.500,-0.30567268,0.17508878
34.000,-0.24039098,0.16896615
34.500,-0.14767436,0.16461504
35.000,-0.03778768,0.16253558
35.500,0.07740471,0.16297978
36.000,0.18571894,0.16593000
36.500,0.27595728,0.17110646
37.000,0.33909866,0.17800266
37.500,0.36924103,0.18594478
38.000,0.36418836,0.19416821
38.500,0.32561636,0.20190251
39.000,0.25880176,0.20845519
39.500,0.17195379,0.21328495
40.000,0.07523301,0.21605649
40.500,-0.02042239,0.21667104
41.000,-0.10452558,0.21527008
41.500,-0.16818728,0.21221234
42.000,-0.20505644,0.20802742
42.500,-0.21195930,0.20335171
43.000,-0.18917533,0.19885407
43.500,-0.14032792,0.19515958
44.000,-0.07190785,0.19277992
44.500,0.00751332,0.19205791
45.000,0.08828972,0.19313209
45.500,0.16081221,0.19592509
46.000,0.21659654,0.20015672
46.500,0.24922369,0.20537964
47.000,0.25502548,0.21103343
47.500,0.23344029,0.21651026
48.000,0.18700507,0.22122442
48.500,0.12099459,0.22467781
49.000,0.04276107,0.22651389
49.500,-0.03913983,0.22655449
50.000,-0.11592953,0.22481580
50.500,-0.17958067,0.22150245
51.000,-0.22367797,0.21698099
51.500,-0.24407688,0.21173638
52.000,-0.23929572,0.20631666
52.500,-0.21060688,0.20127222
53.000,-0.16182421,0.19709640
53.500,-0.09881588,0.19417403
54.000,-0.02880067,0.19274315
54.500,0.04049054,0.19287422
55.000,0.10169150,0.19446841
55.500,0.14861451,0.19727492
56.000,0.17690868,0.20092478
56.500,0.18448928,0.20497689
57.000,0.17169397,0.20897052
57.500,0.14115557,0.21247829
58.000,0.09741557,0.21515322
58.500,0.04633223,0.21676497
