lag_fs,running_eta_mean,running_eta_sem
7.200000000000000000e+01,2.067068340000000060e-01,1.587611193077826787e-03
7.250000000000000000e+01,2.057445099999999916e-01,1.630687765714209508e-03
7.300000000000000000e+01,2.055271780000000048e-01,1.666664128960600438e-03
7.350000000000000000e+01,2.059498300000000004e-01,1.692085990849756917e-03
7.400000000000000000e+01,2.068447959999999974e-01,1.703932855072640097e-03
7.450000000000000000e+01,2.080060480000000267e-01,1.700980374435285885e-03
7.500000000000000000e+01,2.092165319999999828e-01,1.684874517302104848e-03
7.550000000000000000e+01,2.102752019999999944e-01,1.660531889679926982e-03
7.600000000000000000e+01,2.110205380000000075e-01,1.635542766442991350e-03
7.650000000000000000e+01,2.113480260000000222e-01,1.618436739537877991e-03
7.700000000000000000e+01,2.112198579999999826e-01,1.616082960931775796e-03
7.750000000000000000e+01,2.106661719999999849e-01,1.631278840776153672e-03
7.800000000000000000e+01,2.097779899999999975e-01,1.661817513931662096e-03
7.850000000000000000e+01,2.086931900000000284e-01,1.701621008970567511e-03
7.900000000000000000e+01,2.075773040000000180e-01,1.743188892219083236e-03
7.950000000000000000e+01,2.066017519999999996e-01,1.780006784083699653e-03
8.000000000000000000e+01,2.059221219999999852e-01,1.807942000564175542e-03
8.050000000000000000e+01,2.056591619999999787e-01,1.825503296746956239e-03
8.100000000000000000e+01,2.058846780000000154e-01,1.833183553879423611e-03
8.150000000000000000e+01,2.066138220000000025e-01,1.832401898062761304e-03
8.200000000000000000e+01,2.078044920000000073e-01,1.824521063905266667e-03
8.250000000000000000e+01,2.093636000000000108e-01,1.810395995692656379e-03
8.300000000000000000e+01,2.111590979999999895e-01,1.790586888761335404e-03
8.350000000000000000e+01,2.130360340000000130e-01,1.766125482528352027e-03
8.400000000000000000e+01,2.148345520000000397e-01,1.739399434754420812e-03
8.450000000000000000e+01,2.164075399999999816e-01,1.714631824824209899e-03
8.500000000000000000e+01,2.176358979999999943e-01,1.697490730641554486e-03
8.550000000000000000e+01,2.184397859999999691e-01,1.693694734539257039e-03
8.600000000000000000e+01,2.187847280000000116e-01,1.706963212911748922e-03
8.650000000000000000e+01,2.186821879999999996e-01,1.737322085001510950e-03
8.700000000000000000e+01,2.181848799999999977e-01,1.780734007315525102e-03
8.750000000000000000e+01,2.173776640000000260e-01,1.830319913617834337e-03
8.800000000000000000e+01,2.163653959999999876e-01,1.878475793159441664e-03
8.850000000000000000e+01,2.152594160000000090e-01,1.918867442059509539e-03
8.900000000000000000e+01,2.141643699999999928e-01,1.947673315086489261e-03
8.950000000000000000e+01,2.131670400000000021e-01,1.963913740335861483e-03
9.000000000000000000e+01,2.123283240000000127e-01,1.969025955676054467e-03
9.050000000000000000e+01,2.116792459999999598e-01,1.965952017452608780e-03
9.100000000000000000e+01,2.112211180000000132e-01,1.958144336583486113e-03
9.150000000000000000e+01,2.109294499999999906e-01,1.948820726111047570e-03
9.200000000000000000e+01,2.107608459999999739e-01,1.940719965192304157e-03
9.250000000000000000e+01,2.106617099999999743e-01,1.936358509101556054e-03
9.300000000000000000e+01,2.105774460000000015e-01,1.938453303442202926e-03
9.350000000000000000e+01,2.104609879999999877e-01,1.950133026712282504e-03
9.400000000000000000e+01,2.102795979999999842e-01,1.974563399613695359e-03
9.450000000000000000e+01,2.100191660000000071e-01,2.013985977763002328e-03
9.500000000000000000e+01,2.096857399999999816e-01,2.068551732621159121e-03
9.550000000000000000e+01,2.093042200000000130e-01,2.135594948446452226e-03
9.600000000000000000e+01,2.089145819999999598e-01,2.209769988201032605e-03
9.650000000000000000e+01,2.085663140000000304e-01,2.284039161489138763e-03
9.700000000000000000e+01,2.083117999999999914e-01,2.351112023958027656e-03
9.750000000000000000e+01,2.081996540000000118e-01,2.404824699009474719e-03
9.800000000000000000e+01,2.082687619999999684e-01,2.441134937209331161e-03
9.850000000000000000e+01,2.085438500000000028e-01,2.458584774204461160e-03
9.900000000000000000e+01,2.090329619999999888e-01,2.458242634496034945e-03
9.950000000000000000e+01,2.097271440000000042e-01,2.443237932729024672e-03
1.000000000000000000e+02,2.106021479999999890e-01,2.418068667435644293e-03
1.005000000000000000e+02,2.116218320000000097e-01,2.387878103642226274e-03
1.010000000000000000e+02,2.127426800000000173e-01,2.357857723947738657e-03
1.015000000000000000e+02,2.139187559999999877e-01,2.332902196883956600e-03
