lag_ps,msd_mean,msd_sem
8.199999999999999512e-01,1.622050336000000259e+00,1.711126281810770033e-01
8.249999999999999556e-01,1.629036122000000031e+00,1.722577139446415939e-01
8.299999999999999600e-01,1.636028212000000037e+00,1.734013887408255572e-01
8.349999999999999645e-01,1.643026095999999825e+00,1.745437191313942704e-01
8.399999999999999689e-01,1.650029091999999808e+00,1.756848243456504977e-01
8.449999999999999734e-01,1.657036356000000099e+00,1.768248028571697550e-01
8.499999999999999778e-01,1.664047033999999980e+00,1.779636228166175671e-01
8.549999999999999822e-01,1.671060268000000182e+00,1.791012369560265327e-01
8.599999999999999867e-01,1.678075263999999622e+00,1.802376953595132003e-01
8.649999999999999911e-01,1.685091216000000003e+00,1.813730156856777076e-01
8.699999999999999956e-01,1.692107456000000010e+00,1.825072135522364247e-01
8.750000000000000000e-01,1.699123296000000227e+00,1.836402146917264500e-01
8.800000000000000044e-01,1.706138077999999947e+00,1.847721472857020986e-01
8.850000000000000089e-01,1.713150986000000042e+00,1.859030863313198834e-01
8.900000000000000133e-01,1.720161309999999943e+00,1.870331312212143160e-01
8.950000000000000178e-01,1.727168317999999925e+00,1.881622807931605523e-01
9.000000000000000222e-01,1.734171471999999881e+00,1.892906443522703874e-01
9.050000000000000266e-01,1.741170250000000141e+00,1.904183458115701333e-01
9.100000000000000311e-01,1.748164304000000113e+00,1.915454574039771318e-01
9.150000000000000355e-01,1.755153399999999975e+00,1.926720077714562940e-01
9.200000000000000400e-01,1.762137488000000030e+00,1.937980999245256242e-01
9.250000000000000444e-01,1.769116409999999862e+00,1.949238931213485015e-01
9.300000000000000488e-01,1.776090203999999728e+00,1.960494130613187891e-01
9.350000000000000533e-01,1.783058950000000253e+00,1.971747102429008691e-01
9.399999999999999467e-01,1.790023014000000190e+00,1.982998258043787432e-01
9.449999999999999512e-01,1.796982674000000113e+00,1.994248679219365328e-01
9.499999999999999556e-01,1.803938386000000005e+00,2.005497281895893547e-01
9.549999999999999600e-01,1.810890635999999887e+00,2.016743353035101161e-01
9.599999999999999645e-01,1.817840037999999936e+00,2.027985920526483021e-01
9.649999999999999689e-01,1.824787081999999838e+00,2.039224917160475381e-01
9.699999999999999734e-01,1.831732327999999965e+00,2.050457592990289069e-01
9.749999999999999778e-01,1.838676397999999823e+00,2.061681878969787163e-01
9.799999999999999822e-01,1.845620030000000300e+00,2.072895285791454545e-01
9.849999999999999867e-01,1.852563835999999853e+00,2.084096883797915689e-01
9.899999999999999911e-01,1.859508496000000122e+00,2.095283577082695803e-01
9.949999999999999956e-01,1.866454729999999840e+00,2.106452414350918623e-01
1.000000000000000000e+00,1.873403356000000075e+00,2.117600979650139381e-01
1.004999999999999893e+00,1.880355084000000065e+00,2.128727889161909914e-01
1.010000000000000009e+00,1.887310618000000106e+00,2.139830568558978019e-01
1.014999999999999902e+00,1.894270647999999779e+00,2.150906161780701820e-01
1.020000000000000018e+00,1.901235921999999690e+00,2.161953182659957229e-01
