# Green-Kubo viscosity from /rds/user/crm98/hpc-work/cp2k-benchmarks/results/figS4/production/feature-nnp-chebyshev/N64/seg4/H2O-64_feature-nnp-chebyshev_seg4-1.stress
# n_molecules: 64
# volume_ang3: 1915.8645
# temperature_K: 300.0
# timestep_fs: 0.5
# discard_ps: 10.0
# int_limit_ps: 3.0
# n_frames_used: 180001
# eta_mPa_s: 1.076652
lag_fs,acf_normalized,running_eta_mPa_s
0.000,1.00000000,0.00000000
0.500,0.95885591,0.02090011
1.000,0.84017823,0.04009499
1.500,0.65760868,0.05607570
2.000,0.43186082,0.06769985
2.500,0.18806918,0.07431422
3.000,-0.04727047,0.07581648
3.500,-0.24933339,0.07265185
4.000,-0.39761332,0.06574922
4.500,-0.47794459,0.05640741
5.000,-0.48377204,0.04614633
5.500,-0.41662717,0.03653948
6.000,-0.28582203,0.02904466
6.500,-0.10740435,0.02484911
7.000,0.09755227,0.02474400
7.500,0.30520527,0.02904124
8.000,0.49156360,0.03754240
8.500,0.63521201,0.04956459
9.000,0.71981506,0.06402212
9.500,0.73605575,0.07955560
10.000,0.68271192,0.09469321
10.500,0.56669471,0.10802381
11.000,0.40204614,0.11835984
11.500,0.20807029,0.12486951
12.000,0.00690518,0.12716320
12.500,-0.17910143,0.12532594
13.000,-0.32987090,0.11989544
13.500,-0.42966157,0.11179157
14.000,-0.46855630,0.10220799
14.500,-0.44328906,0.09247901
15.000,-0.35739541,0.08393607
15.500,-0.22071486,0.07776790
16.000,-0.04830238,0.07489760
16.500,0.14116411,0.07588840
17.000,0.32735514,0.08088728
17.500,0.49046678,0.08961308
18.000,0.61338227,0.10139065
18.500,0.68356618,0.11522850
19.000,0.69444484,0.12993125
19.500,0.64607852,0.14423403
20.000,0.54502796,0.15694260
20.500,0.40343954,0.16706232
21.000,0.23749231,0.17390077
21.500,0.06543739,0.17713290
22.000,-0.09450103,0.17682280
22.500,-0.22610439,0.17340209
23.000,-0.31680689,0.16760947
23.500,-0.35886546,0.16040035
24.000,-0.34997409,0.15283735
24.500,-0.29330279,0.14597388
25.000,-0.19698945,0.14074268
25.500,-0.07315140,0.13786040
26.000,0.06348132,0.13775723
26.500,0.19717805,0.14053834
27.000,0.31290459,0.14598069
27.500,0.39792900,0.15356497
28.000,0.44316077,0.16253902
28.500,0.44407222,0.17200539
29.000,0.40109785,0.18102297
29.500,0.31947196,0.18871113
30.000,0.20853582,0.19434473
30.500,0.08061131,0.19742980
31.000,-0.05041371,0.19775200
31.500,-0.17061761,0.19539369
32.000,-0.26752324,0.19071893
32.500,-0.33137007,0.18432901
33.000,-0.35606146,0.17699442
33.500,-0.33970801,0.16957088
34.000,-0.28473009,0.16290840
34.500,-0.19752246,0.15776299
35.000,-0.08772193,0.15471956
35.500,0.03284645,0.15413406
36.000,0.15143956,0.15610031
36.500,0.25575391,0.16044488
37.000,0.33522942,0.16675041
37.500,0.38215886,0.17440461
38.000,0.39247922,0.18266965
38.500,0.36615502,0.19076394
39.000,0.30710990,0.19794737
39.500,0.22271680,0.20360038
40.000,0.12291047,0.20728807
40.500,0.01903064,0.20880252
41.000,-0.07746603,0.20817904
41.500,-0.15627583,0.20568512
42.000,-0.20935829,0.20178397
42.500,-0.23176800,0.19707735
43.000,-0.22212484,0.19223452
43.500,-0.18268040,0.18791543
44.000,-0.11898309,0.18469681
44.500,-0.03918662,0.18300921
45.000,0.04691608,0.18309168
45.500,0.12902275,0.18496887
46.000,0.19748766,0.18845259
46.500,0.24439256,0.19316725
47.000,0.26440315,0.19859587
47.500,0.25531723,0.20414106
48.000,0.21824755,0.20919378
48.500,0.15742604,0.21320205
49.000,0.07966110,0.21573166
49.500,-0.00648097,0.21651246
50.000,-0.09166899,0.21546524
50.500,-0.16685750,0.21270688
51.000,-0.22427556,0.20853367
51.500,-0.25824679,0.20338537
52.000,-0.26575603,0.19779450
52.500,-0.24670844,0.19232673
53.000,-0.20386179,0.18751935
53.500,-0.14244741,0.18382439
54.000,-0.06952900,0.18156270
54.500,0.00682457,0.18089367
55.000,0.07845672,0.18180358
55.500,0.13802649,0.18411336
56.000,0.17979615,0.18750438
56.500,0.20021657,0.19155895
57.000,0.19824843,0.19581039
57.500,0.17538950,0.19979694
58.000,0.13541322,0.20311306
58.500,0.08385747,0.20545258
59.000,0.02732955,0.20663890
59.500,-0.02728713,0.20663935
60.000,-0.07363142,0.20556259
60.500,-0.10657658,0.20363986
61.000,-0.12277771,0.20119275
61.500,-0.12099628,0.19859179
62.000,-0.10217093,0.19621070
62.500,-0.06923325,0.19438189
63.000,-0.02669755,0.19335835
63.500,0.01992050,0.19328605
64.000,0.06478237,0.19418979
64.500,0.10241859,0.19597375
65.000,0.12835185,0.19843596
65.500,0.13958032,0.20129468
66.000,0.13487021,0.20422294
66.500,0.11483210,0.20688715
67.000,0.08178252,0.20898494
67.500,0.03941754,0.21027809
68.000,-0.00765491,0.21061698
68.500,-0.05446388,0.20995420
69.000,-0.09623980,0.20834626
69.500,-0.12893081,0.20594380
70.000,-0.14961591,0.20297183
70.500,-0.15677354,0.19970279
