# Green-Kubo viscosity from /rds/user/crm98/hpc-work/cp2k-benchmarks/results/figS4/production/feature-nnp-chebyshev/N64/seg3/H2O-64_feature-nnp-chebyshev_seg3-1.stress
# n_molecules: 64
# volume_ang3: 1915.8645
# temperature_K: 300.0
# timestep_fs: 0.5
# discard_ps: 10.0
# int_limit_ps: 3.0
# n_frames_used: 180001
# eta_mPa_s: 0.933906
lag_fs,acf_normalized,running_eta_mPa_s
0.000,1.00000000,0.00000000
0.500,0.95810410,0.02192172
1.000,0.83733327,0.04202233
1.500,0.65177584,0.05869348
2.000,0.42278960,0.07072365
2.500,0.17622753,0.07742987
3.000,-0.06075243,0.07872266
3.500,-0.26283326,0.07510000
4.000,-0.40926719,0.06757557
4.500,-0.48593916,0.05755340
5.000,-0.48663838,0.04666502
5.500,-0.41349963,0.03658763
6.000,-0.27663013,0.02886136
6.500,-0.09296997,0.02472355
7.000,0.11553411,0.02497616
7.500,0.32431413,0.02990043
8.000,0.50892673,0.03922888
8.500,0.64787921,0.05217977
9.000,0.72518824,0.06755178
9.500,0.73230730,0.08386900
10.000,0.66911784,0.09955849
10.500,0.54381799,0.11313777
11.000,0.37173170,0.12338770
11.500,0.17324887,0.12948897
12.000,-0.02876134,0.13110656
12.500,-0.21167606,0.12841477
13.000,-0.35563198,0.12206354
13.500,-0.44556401,0.11309385
14.000,-0.47261246,0.10281451
14.500,-0.43483232,0.09265532
15.000,-0.33720339,0.08401208
15.500,-0.19097965,0.07809887
16.000,-0.01244461,0.07582146
16.500,0.17883032,0.07768421
17.000,0.36208517,0.08373997
17.500,0.51763707,0.09358879
18.000,0.62907079,0.10642663
18.500,0.68508562,0.12113911
19.000,0.68074669,0.13643012
19.500,0.61795717,0.15096961
20.000,0.50508212,0.16354246
20.500,0.35578856,0.17318024
21.000,0.18728656,0.17926017
21.500,0.01823449,0.18156106
22.000,-0.13340574,0.18027167
22.500,-0.25230532,0.17595349
23.000,-0.32730005,0.16946459
23.500,-0.35239221,0.16185517
24.000,-0.32716750,0.15424724
24.500,-0.25662792,0.14771143
25.000,-0.15048651,0.14315363
25.500,-0.02200613,0.14122251
26.000,0.11350159,0.14224683
26.500,0.24036917,0.14620855
27.000,0.34428464,0.15275398
27.500,0.41383530,0.16124142
28.000,0.44170792,0.17081955
28.500,0.42540523,0.18052721
29.000,0.36739920,0.18940296
29.500,0.27471520,0.19659168
30.000,0.15801616,0.20143627
30.500,0.03031573,0.20354472
31.000,-0.09451308,0.20282600
31.500,-0.20325673,0.19949236
32.000,-0.28474346,0.19402901
32.500,-0.33095484,0.18713603
33.000,-0.33777095,0.17964939
33.500,-0.30529494,0.17245002
34.000,-0.23774191,0.16637052
34.500,-0.14291433,0.16210893
35.000,-0.03132028,0.16015830
35.500,0.08497711,0.16075901
36.000,0.19366323,0.16387850
36.500,0.28349309,0.16922044
37.000,0.34548740,0.17626212
37.500,0.37387035,0.18431561
38.000,0.36664264,0.19260593
38.500,0.32572574,0.20035726
39.000,0.25666462,0.20687734
39.500,0.16793035,0.21163085
40.000,0.06991073,0.21429357
40.500,-0.02628850,0.21478193
41.000,-0.11009173,0.21325511
41.500,-0.17261124,0.21009014
42.000,-0.20759007,0.20583364
42.500,-0.21203355,0.20113579
43.000,-0.18646819,0.19667441
43.500,-0.13480695,0.19307762
44.000,-0.06384128,0.19085367
44.500,0.01757988,0.19033576
45.000,0.09958940,0.19164751
45.500,0.17244006,0.19469299
46.000,0.22760993,0.19917170
46.500,0.25874762,0.20461666
47.000,0.26235004,0.21045055
47.500,0.23809920,0.21605327
48.000,0.18882706,0.22083287
48.500,0.12012316,0.22429168
49.000,0.03964125,0.22608031
49.500,-0.04380576,0.22603368
50.000,-0.12125331,0.22418578
50.500,-0.18457971,0.22076187
51.000,-0.22737939,0.21614983
51.500,-0.24562406,0.21085437
52.000,-0.23804682,0.20543949
52.500,-0.20621440,0.20046582
53.000,-0.15428564,0.19642988
53.500,-0.08848719,0.19371195
54.000,-0.01636841,0.19253805
54.500,0.05407807,0.19296022
55.000,0.11532756,0.19485679
55.500,0.16115990,0.19795217
56.000,0.18732492,0.20185359
56.500,0.19196237,0.20609985
57.000,0.17573339,0.21021635
57.500,0.14165687,0.21376965
58.000,0.09467950,0.21641553
58.500,0.04103842,0.21793494
59.000,-0.01250313,0.21825441
59.500,-0.05945591,0.21744880
60.000,-0.09434917,0.21572689
60.500,-0.11333703,0.21340177
61.000,-0.11460186,0.21084990
61.500,-0.09851264,0.20846400
62.000,-0.06752410,0.20660516
62.500,-0.02583182,0.20556000
63.000,0.02117248,0.20550784
63.500,0.06757644,0.20650142
64.000,0.10766836,0.20846335
64.500,0.13661395,0.21119819
65.000,0.15100564,0.21441820
65.500,0.14922083,0.21777935
