seg,nNa,nCl,frames,D_O_A2ps,D_Na_A2ps,D_Cl_A2ps,kNE_Sm,kOns_Sm,t_Na,sNaNa,sClCl,sNaCl
seg1,58,58,1601,1.386673e-01,6.715288e-02,9.534776e-02,11.2920,13.4193,0.5347,2.895511e+01,2.429650e+01,-6.976117e+00
seg2,58,58,1601,1.347988e-01,6.898431e-02,9.234566e-02,11.2106,14.2799,0.4240,3.082454e+01,4.169736e+01,5.042470e-01
seg3,58,58,1601,1.278993e-01,6.466756e-02,8.362396e-02,10.3046,3.6496,0.1950,1.382972e+01,2.497839e+01,1.026560e+01
seg4,58,58,1601,1.570256e-01,7.573019e-02,1.018449e-01,12.3395,3.0565,0.5921,1.757558e+01,1.475640e+01,8.512527e+00
seg5,58,58,1601,1.461681e-01,7.397881e-02,9.918582e-02,12.0330,6.4434,0.3588,2.122976e+01,3.034254e+01,9.651790e+00
