seg,nNa,nCl,frames,D_O_A2ps,D_Na_A2ps,D_Cl_A2ps,kNE_Sm,kOns_Sm,t_Na,sNaNa,sClCl,sNaCl
seg1,109,109,801,1.126044e-01,4.910350e-02,6.869274e-02,15.3832,6.2905,0.0982,3.218135e+01,5.749882e+01,2.908874e+01
seg2,109,109,801,1.232919e-01,6.192958e-02,7.012793e-02,17.2456,7.8461,0.4839,1.596436e+01,1.722695e+01,-3.050901e+00
seg3,109,109,801,1.099214e-01,4.891034e-02,7.358477e-02,15.9968,9.5127,0.5618,2.723370e+01,2.134570e+01,4.700556e-01
seg4,109,109,801,1.012374e-01,4.738827e-02,6.141981e-02,14.2094,4.1589,0.6310,5.556196e+01,5.010533e+01,4.241975e+01
seg5,109,109,801,1.077011e-01,4.930615e-02,6.274270e-02,14.6326,8.4069,-0.1425,7.961384e+00,6.206021e+01,1.395984e+01
