seg,nNa,nCl,frames,D_O_A2ps,D_Na_A2ps,D_Cl_A2ps,kNE_Sm,kOns_Sm,t_Na,sNaNa,sClCl,sNaCl
seg1,30,30,801,1.508574e-01,6.467562e-02,1.163745e-01,6.5074,4.9884,0.4810,8.974961e+00,9.922053e+00,-3.042381e+00
seg2,30,30,801,1.503931e-01,7.293715e-02,9.480334e-02,6.0290,9.4605,0.2257,1.332273e+01,3.931887e+01,2.631753e+00
seg3,30,30,801,1.574871e-01,1.016102e-01,1.125068e-01,7.6959,8.5562,0.5842,2.479925e+01,1.758372e+01,-2.332686e-01
seg4,30,30,801,1.694965e-01,8.553737e-02,1.544022e-01,8.6240,9.2141,0.3399,7.955831e+00,2.273528e+01,-7.726428e+00
seg5,30,30,801,1.451756e-01,8.294025e-02,1.205766e-01,7.3149,6.5556,0.3706,1.012045e+01,1.861781e+01,-2.046054e+00
