seg,nNa,nCl,frames,D_O_A2ps,D_Na_A2ps,D_Cl_A2ps,kNE_Sm,kOns_Sm,t_Na,sNaNa,sClCl,sNaCl
seg1,109,109,801,1.097946e-01,5.292725e-02,7.331762e-02,16.4865,6.4794,0.0100,8.805747e+00,4.060402e+01,8.480489e+00
seg2,109,109,801,1.019461e-01,5.063277e-02,7.089843e-02,15.8709,33.6706,0.5697,6.196248e+01,3.844629e+01,-3.410670e+01
seg3,109,109,801,1.114782e-01,5.202770e-02,7.662341e-02,16.8007,3.0134,0.4467,2.659061e+01,2.819904e+01,1.984932e+01
seg4,109,109,801,9.888535e-02,5.237725e-02,6.509017e-02,15.3402,13.1580,0.2804,2.310926e+01,5.205210e+01,4.633010e+00
seg5,109,109,801,1.211006e-01,5.312170e-02,7.526266e-02,16.7659,15.0996,0.0410,1.748709e+01,8.690283e+01,1.438568e+01
