seg,nNa,nCl,frames,D_O_A2ps,D_Na_A2ps,D_Cl_A2ps,kNE_Sm,kOns_Sm,t_Na,sNaNa,sClCl,sNaCl
seg1,109,109,1601,1.180628e-01,5.963555e-02,8.338500e-02,18.6772,13.7601,0.6313,5.288632e+01,3.479727e+01,9.386515e+00
seg2,109,109,1601,1.129128e-01,5.549918e-02,7.292169e-02,16.7706,32.1314,0.5264,5.678640e+01,4.828044e+01,-2.792355e+01
seg3,109,109,1601,1.112061e-01,4.329674e-02,7.064307e-02,14.8795,5.2832,0.0188,6.869368e+00,3.233112e+01,6.371160e+00
seg4,109,109,1601,1.006707e-01,5.073643e-02,6.375464e-02,14.9515,5.0865,0.1953,2.915814e+01,4.468234e+01,2.418359e+01
seg5,109,109,1601,1.159845e-01,4.059408e-02,6.141246e-02,13.3212,9.7777,0.0761,2.354202e+01,6.505859e+01,1.981696e+01
