label,n_NaCl_pairs,c_mol_L,frames,r_peak_A,w_min_kcalmol,r_b_A,w_b_kcalmol,dW_kcalmol,n_CIP,n_CIP_sem,K_A_L_mol,paired_frac,r_NaO_peak_A,r_NaO_min_A,n_hyd_Na,n_hyd_Na_sem,r_ClO_peak_A,r_ClO_min_A,n_hyd_Cl,n_hyd_Cl_sem
rpa_cpu_cube3_2m_5x160,58,1.8619,8005,2.775,-0.9364,3.575,0.7436,1.6801,0.2309,0.0188,0.1297,0.1674,2.425,3.225,5.8387,0.0220,3.175,3.825,6.8523,0.0025
