seg,nNa,nCl,frames,D_O_A2ps,D_Na_A2ps,D_Cl_A2ps,kNE_Sm,kOns_Sm,t_Na,sNaNa,sClCl,sNaCl
seg1,58,58,1601,1.354190e-01,6.506537e-02,9.614678e-02,11.2025,13.0582,0.5371,2.512047e+01,2.027254e+01,-1.000116e+01
seg2,58,58,1601,1.313871e-01,6.636689e-02,8.819658e-02,10.7405,12.8801,0.5066,2.993073e+01,2.907905e+01,-2.746735e+00
seg3,58,58,1601,1.295640e-01,6.864813e-02,8.783191e-02,10.8736,2.9667,-0.0391,1.398018e+01,3.000041e+01,1.456163e+01
seg4,58,58,1601,1.540525e-01,7.776210e-02,9.722554e-02,12.1597,1.7101,1.3236,2.753825e+01,1.343149e+01,1.620274e+01
seg5,58,58,1601,1.457473e-01,7.318434e-02,1.000894e-01,12.0406,5.9369,0.4751,1.990374e+01,2.138343e+01,5.777615e+00
