seg,nNa,nCl,frames,D_O_A2ps,D_Na_A2ps,D_Cl_A2ps,kNE_Sm,kOns_Sm,t_Na,sNaNa,sClCl,sNaCl
seg1,58,58,801,1.383056e-01,5.886549e-02,8.890123e-02,10.2682,20.1162,0.2348,1.655170e+01,6.997778e+01,-7.106147e+00
seg2,58,58,801,1.369401e-01,6.801432e-02,8.376919e-02,10.5473,9.0522,0.5019,2.057849e+01,2.040254e+01,-2.176234e+00
seg3,58,58,801,1.282370e-01,6.501980e-02,8.527395e-02,10.4438,18.3936,0.7769,6.337335e+01,1.236054e+01,-8.190579e+00
seg4,58,58,801,1.452551e-01,7.155818e-02,8.767869e-02,11.0652,7.8630,0.7684,4.709252e+01,2.595752e+01,1.683599e+01
seg5,58,58,801,1.424791e-01,7.322802e-02,1.039645e-01,12.3129,1.5375,0.4559,1.952199e+01,2.020044e+01,1.601136e+01
