seg,nNa,nCl,frames,D_O_A2ps,D_Na_A2ps,D_Cl_A2ps,kNE_Sm,kOns_Sm,t_Na,sNaNa,sClCl,sNaCl
seg1,58,58,1601,1.373335e-01,6.610305e-02,9.567090e-02,11.2415,14.7701,0.5156,2.710918e+01,2.480134e+01,-1.102906e+01
seg2,58,58,1601,1.342182e-01,6.847489e-02,9.195362e-02,11.1480,13.2692,0.4058,2.759961e+01,4.012287e+01,6.352385e-01
seg3,58,58,1601,1.286613e-01,6.553396e-02,8.519334e-02,10.4739,3.2368,0.1474,1.412200e+01,2.555285e+01,1.173254e+01
seg4,58,58,1601,1.553950e-01,7.572339e-02,9.875031e-02,12.1240,1.8769,0.8104,2.037449e+01,1.454010e+01,1.275763e+01
seg5,58,58,1601,1.462031e-01,7.458638e-02,9.817313e-02,12.0049,6.2417,0.3289,1.917106e+01,2.986603e+01,8.889395e+00
