seg,nNa,nCl,frames,D_O_A2ps,D_Na_A2ps,D_Cl_A2ps,kNE_Sm,kOns_Sm,t_Na,sNaNa,sClCl,sNaCl
seg1,109,109,1601,1.165268e-01,5.565797e-02,7.917922e-02,17.6086,9.0197,0.5694,3.788167e+01,3.161447e+01,1.216287e+01
seg2,109,109,1601,1.130286e-01,5.702640e-02,7.360673e-02,17.0595,22.4879,0.4617,4.226231e+01,5.088269e+01,-9.737215e+00
seg3,109,109,1601,1.124284e-01,4.576676e-02,7.141314e-02,15.3027,9.1736,0.2859,1.621076e+01,3.588464e+01,3.076949e+00
seg4,109,109,1601,1.013278e-01,4.904582e-02,6.372695e-02,14.7271,8.4703,0.4638,3.506530e+01,3.814027e+01,1.539309e+01
seg5,109,109,1601,1.166817e-01,4.471162e-02,6.628934e-02,14.4958,8.6111,0.0943,2.452260e+01,5.951601e+01,2.045727e+01
