seg,nNa,nCl,frames,D_O_A2ps,D_Na_A2ps,D_Cl_A2ps,kNE_Sm,kOns_Sm,t_Na,sNaNa,sClCl,sNaCl
seg1,30,30,1601,1.536962e-01,7.011340e-02,1.061046e-01,6.3337,4.9629,0.6206,1.291367e+01,6.920695e+00,-2.509855e+00
seg2,30,30,1601,1.542058e-01,7.444994e-02,1.065111e-01,6.5042,6.2886,0.2397,1.030210e+01,2.669691e+01,2.752859e+00
seg3,30,30,1601,1.511130e-01,8.433442e-02,1.109081e-01,7.0175,6.2364,0.6445,1.713594e+01,8.107545e+00,-2.994240e+00
seg4,30,30,1601,1.774427e-01,7.957049e-02,1.258054e-01,7.3817,6.1831,0.7545,2.204996e+01,6.288142e+00,-1.313521e+00
seg5,30,30,1601,1.387449e-01,6.466334e-02,1.130017e-01,6.3857,4.3172,0.3544,7.875760e+00,1.417015e+01,2.127522e-01
