# Green-Kubo viscosity from /rds/user/crm98/hpc-work/cp2k-benchmarks/results/figS4/production/master/N64/seg3/H2O-64_master_seg3-1.stress
# n_molecules: 64
# volume_ang3: 1915.8645
# temperature_K: 300.0
# timestep_fs: 0.5
# discard_ps: 10.0
# int_limit_ps: 3.0
# n_frames_used: 180001
# eta_mPa_s: 0.756302
lag_fs,acf_normalized,running_eta_mPa_s
0.000,1.00000000,0.00000000
0.500,0.95777437,0.02282334
1.000,0.83610458,0.04373602
1.500,0.64931488,0.06105274
2.000,0.41909069,0.07350799
2.500,0.17162794,0.08039447
3.000,-0.06563083,0.08163016
3.500,-0.26719707,0.07775012
4.000,-0.41229375,0.06982876
4.500,-0.48692306,0.05934587
5.000,-0.48512275,0.04801396
5.500,-0.40937801,0.03758605
6.000,-0.27020864,0.02966356
6.500,-0.08498089,0.02552283
7.000,0.12397500,0.02597742
7.500,0.33181136,0.03129089
8.000,0.51396876,0.04115082
8.500,0.64904917,0.05470905
9.000,0.72139585,0.07068542
9.500,0.72300309,0.08752393
10.000,0.65444585,0.10358195
10.500,0.52466950,0.11732784
11.000,0.34968094,0.12752084
11.500,0.15037659,0.13335041
12.000,-0.05012745,0.13451909
12.500,-0.22926078,0.13126204
13.000,-0.36750586,0.12430506
13.500,-0.45039196,0.11477017
14.000,-0.46983029,0.10404240
14.500,-0.42473630,0.09361373
15.000,-0.32094666,0.08492071
15.500,-0.17047577,0.07919180
16.000,0.00981640,0.07731887
16.500,0.20004229,0.07976536
17.000,0.37944290,0.08652088
17.500,0.52867996,0.09710759
18.000,0.63201203,0.11063871
18.500,0.67907906,0.12592314
19.000,0.66604450,0.14160432
19.500,0.59592397,0.15631609
20.000,0.47805364,0.16883631
20.500,0.32679054,0.17821902
21.000,0.15965529,0.18388991
21.500,-0.00480374,0.18569513
22.000,-0.14913595,0.18390054
22.500,-0.25885385,0.17914427
23.000,-0.32385726,0.17235114
23.500,-0.33930918,0.16462008
24.000,-0.30592336,0.15709809
24.500,-0.22967606,0.15085418
25.000,-0.12099584,0.14676612
25.500,0.00647921,0.14543111
26.000,0.13745361,0.14710905
26.500,0.25668055,0.15170379
27.000,0.35064173,0.15878383
27.500,0.40901265,0.16763972
28.000,0.42574175,0.17737112
28.500,0.39961633,0.18699298
29.000,0.33425581,0.19554831
