# diffusion from /rds/user/crm98/hpc-work/cp2k-benchmarks/results/figS4/production/master/N64/seg3/H2O-64_master_seg3-pos-1.xyz
# species: O   n_atoms: 64   n_frames: 20001
# cell_ang: 12.4200 12.4200 12.4200
# dt_ps: 0.00500
# fit_window_ps: 20.000 79.995
# viscosity_mPa_s: 0.756302
# D_PBC_ang2_ps: 0.31623990
# YH_correction_ang2_ps: 0.06637299
# D_0_ang2_ps: 0.38261289
lag_ps,msd_ang2
0.00000,-0.00000000
0.00500,0.00116252
0.01000,0.00450110
0.01500,0.00991660
0.02000,0.01722780
0.02500,0.02633665
0.03000,0.03699054
0.03500,0.04898088
0.04000,0.06213245
0.04500,0.07631100
0.05000,0.09132739
0.05500,0.10697047
0.06000,0.12311030
0.06500,0.13963492
0.07000,0.15642158
0.07500,0.17332554
0.08000,0.19028457
0.08500,0.20727248
0.09000,0.22424380
0.09500,0.24114013
0.10000,0.25795181
0.10500,0.27470998
0.11000,0.29141712
0.11500,0.30805713
0.12000,0.32464593
0.12500,0.34122782
0.13000,0.35782323
0.13500,0.37442089
0.14000,0.39103298
0.14500,0.40768968
0.15000,0.42440187
0.15500,0.44114810
0.16000,0.45792131
0.16500,0.47473397
0.17000,0.49158204
0.17500,0.50843735
0.18000,0.52527965
0.18500,0.54211069
0.19000,0.55892115
0.19500,0.57568275
0.20000,0.59237442
0.20500,0.60899479
0.21000,0.62553887
0.21500,0.64198491
0.22000,0.65831775
0.22500,0.67453860
0.23000,0.69064825
0.23500,0.70663332
0.24000,0.72248365
0.24500,0.73820319
0.25000,0.75379569
0.25500,0.76925371
0.26000,0.78456997
0.26500,0.79974870
0.27000,0.81479426
0.27500,0.82970149
0.28000,0.84446446
0.28500,0.85908603
0.29000,0.87357055
0.29500,0.88791473
0.30000,0.90211437
0.30500,0.91617211
0.31000,0.93009288
0.31500,0.94387574
0.32000,0.95751857
0.32500,0.97102438
0.33000,0.98439857
0.33500,0.99764189
0.34000,1.01075396
0.34500,1.02373811
0.35000,1.03660008
0.35500,1.04934193
0.36000,1.06196473
0.36500,1.07447199
0.37000,1.08686920
0.37500,1.09915875
0.38000,1.11134182
0.38500,1.12342130
0.39000,1.13540174
0.39500,1.14728531
0.40000,1.15907306
0.40500,1.17076731
0.41000,1.18237193
0.41500,1.19388895
0.42000,1.20531969
0.42500,1.21666601
0.43000,1.22793149
0.43500,1.23911815
0.44000,1.25022768
0.44500,1.26126171
0.45000,1.27222349
0.45500,1.28311497
0.46000,1.29393777
0.46500,1.30469351
0.47000,1.31538481
0.47500,1.32601383
0.48000,1.33658212
0.48500,1.34709159
0.49000,1.35754480
0.49500,1.36794451
0.50000,1.37829283
0.50500,1.38859220
0.51000,1.39884556
0.51500,1.40905625
0.52000,1.41922686
0.52500,1.42936006
0.53000,1.43945894
0.53500,1.44952676
0.54000,1.45956601
0.54500,1.46957884
0.55000,1.47956762
0.55500,1.48953473
0.56000,1.49948153
0.56500,1.50940894
0.57000,1.51931786
0.57500,1.52920936
0.58000,1.53908374
0.58500,1.54894081
0.59000,1.55878075
0.59500,1.56860377
0.60000,1.57840980
0.60500,1.58819819
0.61000,1.59796907
0.61500,1.60772265
0.62000,1.61745940
0.62500,1.62717921
0.63000,1.63688273
0.63500,1.64657078
0.64000,1.65624433
0.64500,1.66590373
0.65000,1.67554967
0.65500,1.68518337
0.66000,1.69480569
0.66500,1.70441769
0.67000,1.71402005
0.67500,1.72361420
0.68000,1.73320076
0.68500,1.74278017
0.69000,1.75235240
0.69500,1.76191802
0.70000,1.77147720
0.70500,1.78102980
0.71000,1.79057540
0.71500,1.80011390
0.72000,1.80964511
0.72500,1.81916845
0.73000,1.82868310
0.73500,1.83818852
0.74000,1.84768428
0.74500,1.85716972
0.75000,1.86664403
0.75500,1.87610682
0.76000,1.88555834
0.76500,1.89499866
0.77000,1.90442806
0.77500,1.91384664
0.78000,1.92325526
0.78500,1.93265439
0.79000,1.94204475
0.79500,1.95142673
0.80000,1.96080097
0.80500,1.97016829
0.81000,1.97952947
0.81500,1.98888529
0.82000,1.99823647
0.82500,2.00758393
0.83000,2.01692868
0.83500,2.02627172
0.84000,2.03561387
0.84500,2.04495597
0.85000,2.05429888
0.85500,2.06364332
0.86000,2.07298989
0.86500,2.08233911
0.87000,2.09169143
0.87500,2.10104734
0.88000,2.11040736
0.88500,2.11977187
0.89000,2.12914145
0.89500,2.13851645
0.90000,2.14789724
0.90500,2.15728369
0.91000,2.16667591
0.91500,2.17607354
0.92000,2.18547636
0.92500,2.19488380
0.93000,2.20429566
0.93500,2.21371154
0.94000,2.22313118
0.94500,2.23255434
0.95000,2.24198086
0.95500,2.25141090
0.96000,2.26084431
0.96500,2.27028134
0.97000,2.27972208
0.97500,2.28916714
0.98000,2.29861679
0.98500,2.30807122
0.99000,2.31753060
0.99500,2.32699513
1.00000,2.33646504
1.00500,2.34594016
1.01000,2.35542066
1.01500,2.36490670
1.02000,2.37439852
1.02500,2.38389610
1.03000,2.39339954
1.03500,2.40290898
1.04000,2.41242424
1.04500,2.42194486
1.05000,2.43147017
1.05500,2.44099981
1.06000,2.45053315
1.06500,2.46006961
1.07000,2.46960830
1.07500,2.47914870
1.08000,2.48869020
1.08500,2.49823231
1.09000,2.50777463
1.09500,2.51731731
1.10000,2.52686034
1.10500,2.53640418
1.11000,2.54594876
1.11500,2.55549487
1.12000,2.56504283
1.12500,2.57459345
1.13000,2.58414702
1.13500,2.59370438
1.14000,2.60326613
1.14500,2.61283291
1.15000,2.62240514
1.15500,2.63198283
1.16000,2.64156641
1.16500,2.65115566
1.17000,2.66075076
1.17500,2.67035116
1.18000,2.67995685
1.18500,2.68956711
1.19000,2.69918164
1.19500,2.70879984
1.20000,2.71842147
1.20500,2.72804617
1.21000,2.73767371
1.21500,2.74730389
1.22000,2.75693678
1.22500,2.76657262
1.23000,2.77621160
1.23500,2.78585402
1.24000,2.79550014
1.24500,2.80515022
1.25000,2.81480424
1.25500,2.82446221
1.26000,2.83412418
1.26500,2.84379032
1.27000,2.85346067
1.27500,2.86313503
1.28000,2.87281359
1.28500,2.88249627
1.29000,2.89218291
1.29500,2.90187300
1.30000,2.91156628
1.30500,2.92126279
1.31000,2.93096198
1.31500,2.94066356
1.32000,2.95036663
1.32500,2.96007127
1.33000,2.96977656
1.33500,2.97948226
1.34000,2.98918771
1.34500,2.99889306
1.35000,3.00859786
1.35500,3.01830184
1.36000,3.02800495
1.36500,3.03770705
1.37000,3.04740830
1.37500,3.05710818
1.38000,3.06680682
1.38500,3.07650401
1.39000,3.08620011
1.39500,3.09589502
1.40000,3.10558897
1.40500,3.11528202
1.41000,3.12497445
1.41500,3.13466628
1.42000,3.14435766
1.42500,3.15404854
1.43000,3.16373889
1.43500,3.17342846
1.44000,3.18311703
1.44500,3.19280420
1.45000,3.20249007
1.45500,3.21217449
1.46000,3.22185780
1.46500,3.23154015
1.47000,3.24122207
1.47500,3.25090403
1.48000,3.26058673
1.48500,3.27027060
1.49000,3.27995600
1.49500,3.28964316
1.50000,3.29933240
1.50500,3.30902393
1.51000,3.31871786
1.51500,3.32841394
1.52000,3.33811200
1.52500,3.34781200
1.53000,3.35751364
1.53500,3.36721623
1.54000,3.37691892
1.54500,3.38662113
1.55000,3.39632251
1.55500,3.40602232
1.56000,3.41572019
1.56500,3.42541574
1.57000,3.43510942
1.57500,3.44480090
1.58000,3.45449019
1.58500,3.46417745
1.59000,3.47386319
1.59500,3.48354771
1.60000,3.49323110
1.60500,3.50291353
1.61000,3.51259527
1.61500,3.52227643
1.62000,3.53195682
1.62500,3.54163669
1.63000,3.55131620
1.63500,3.56099535
1.64000,3.57067380
1.64500,3.58035183
1.65000,3.59002953
1.65500,3.59970704
1.66000,3.60938398
1.66500,3.61906082
1.67000,3.62873740
1.67500,3.63841399
1.68000,3.64809031
1.68500,3.65776682
1.69000,3.66744372
1.69500,3.67712118
1.70000,3.68679923
1.70500,3.69647800
1.71000,3.70615747
1.71500,3.71583745
1.72000,3.72551773
1.72500,3.73519812
1.73000,3.74487806
1.73500,3.75455681
1.74000,3.76423387
1.74500,3.77390860
1.75000,3.78358080
1.75500,3.79324973
1.76000,3.80291588
1.76500,3.81257890
1.77000,3.82223959
1.77500,3.83189723
1.78000,3.84155243
1.78500,3.85120491
1.79000,3.86085526
1.79500,3.87050307
1.80000,3.88014852
1.80500,3.88979194
1.81000,3.89943354
1.81500,3.90907329
1.82000,3.91871108
1.82500,3.92834699
1.83000,3.93798124
1.83500,3.94761347
1.84000,3.95724335
1.84500,3.96687033
1.85000,3.97649417
1.85500,3.98611403
1.86000,3.99572927
1.86500,4.00533963
1.87000,4.01494528
1.87500,4.02454638
1.88000,4.03414318
1.88500,4.04373639
1.89000,4.05332670
1.89500,4.06291495
1.90000,4.07250155
1.90500,4.08208766
1.91000,4.09167425
1.91500,4.10126250
1.92000,4.11085300
1.92500,4.12044684
1.93000,4.13004489
1.93500,4.13964806
1.94000,4.14925677
1.94500,4.15887169
1.95000,4.16849292
1.95500,4.17812061
1.96000,4.18775441
1.96500,4.19739409
1.97000,4.20703927
1.97500,4.21668945
1.98000,4.22634364
1.98500,4.23600106
1.99000,4.24566094
1.99500,4.25532231
2.00000,4.26498389
2.00500,4.27464442
2.01000,4.28430322
2.01500,4.29395981
2.02000,4.30361366
2.02500,4.31326438
2.03000,4.32291168
2.03500,4.33255557
2.04000,4.34219543
2.04500,4.35183124
2.05000,4.36146294
2.05500,4.37109138
2.06000,4.38071609
2.06500,4.39033723
2.07000,4.39995442
2.07500,4.40956823
2.08000,4.41917842
2.08500,4.42878517
2.09000,4.43838832
2.09500,4.44798825
2.10000,4.45758506
2.10500,4.46717862
2.11000,4.47676885
2.11500,4.48635565
2.12000,4.49593914
2.12500,4.50551887
2.13000,4.51509531
2.13500,4.52466890
2.14000,4.53424030
2.14500,4.54380931
2.15000,4.55337639
2.15500,4.56294200
2.16000,4.57250696
2.16500,4.58207180
2.17000,4.59163737
2.17500,4.60120449
2.18000,4.61077405
2.18500,4.62034680
2.19000,4.62992322
2.19500,4.63950336
2.20000,4.64908707
2.20500,4.65867452
2.21000,4.66826569
2.21500,4.67786085
2.22000,4.68745961
2.22500,4.69706259
2.23000,4.70666962
2.23500,4.71628082
2.24000,4.72589575
2.24500,4.73551475
2.25000,4.74513804
2.25500,4.75476521
2.26000,4.76439591
2.26500,4.77402958
2.27000,4.78366675
2.27500,4.79330678
2.28000,4.80294978
2.28500,4.81259553
2.29000,4.82224535
2.29500,4.83189912
2.30000,4.84155767
2.30500,4.85122121
2.31000,4.86089103
2.31500,4.87056697
2.32000,4.88024966
2.32500,4.88993911
2.33000,4.89963655
2.33500,4.90934209
2.34000,4.91905623
2.34500,4.92877934
2.35000,4.93851189
2.35500,4.94825391
2.36000,4.95800485
2.36500,4.96776452
2.37000,4.97753222
2.37500,4.98730735
2.38000,4.99708839
2.38500,5.00687464
2.39000,5.01666506
2.39500,5.02645866
2.40000,5.03625385
2.40500,5.04604985
2.41000,5.05584589
2.41500,5.06564110
2.42000,5.07543444
2.42500,5.08522533
2.43000,5.09501362
2.43500,5.10479913
2.44000,5.11458142
2.44500,5.12436024
2.45000,5.13413570
2.45500,5.14390776
2.46000,5.15367631
2.46500,5.16344147
2.47000,5.17320437
2.47500,5.18296586
2.48000,5.19272649
2.48500,5.20248651
2.49000,5.21224658
2.49500,5.22200669
2.50000,5.23176614
2.50500,5.24152413
2.51000,5.25128041
2.51500,5.26103476
2.52000,5.27078636
2.52500,5.28053445
2.53000,5.29027818
2.53500,5.30001711
2.54000,5.30974996
2.54500,5.31947594
2.55000,5.32919436
2.55500,5.33890542
2.56000,5.34860868
2.56500,5.35830435
2.57000,5.36799260
2.57500,5.37767434
2.58000,5.38734956
2.58500,5.39701849
2.59000,5.40668114
2.59500,5.41633832
2.60000,5.42599006
2.60500,5.43563640
2.61000,5.44527749
2.61500,5.45491367
2.62000,5.46454502
2.62500,5.47417113
2.63000,5.48379188
2.63500,5.49340705
2.64000,5.50301591
2.64500,5.51261777
2.65000,5.52221185
2.65500,5.53179789
2.66000,5.54137530
2.66500,5.55094383
2.67000,5.56050307
2.67500,5.57005303
2.68000,5.57959345
2.68500,5.58912376
2.69000,5.59864370
2.69500,5.60815310
2.70000,5.61765259
2.70500,5.62714247
2.71000,5.63662346
2.71500,5.64609593
2.72000,5.65556116
2.72500,5.66501956
2.73000,5.67447226
2.73500,5.68391973
2.74000,5.69336332
2.74500,5.70280345
2.75000,5.71224124
2.75500,5.72167697
2.76000,5.73111181
2.76500,5.74054615
2.77000,5.74998058
2.77500,5.75941512
2.78000,5.76885028
2.78500,5.77828636
2.79000,5.78772350
2.79500,5.79716163
2.80000,5.80660051
2.80500,5.81604037
2.81000,5.82548065
2.81500,5.83492088
2.82000,5.84435983
2.82500,5.85379726
2.83000,5.86323228
2.83500,5.87266487
2.84000,5.88209450
2.84500,5.89152147
2.85000,5.90094577
2.85500,5.91036761
2.86000,5.91978689
2.86500,5.92920388
2.87000,5.93861925
2.87500,5.94803319
2.88000,5.95744608
2.88500,5.96685813
2.89000,5.97626996
2.89500,5.98568145
2.90000,5.99509241
2.90500,6.00450242
2.91000,6.01391157
2.91500,6.02331965
2.92000,6.03272579
2.92500,6.04212980
2.93000,6.05153121
2.93500,6.06092993
2.94000,6.07032516
2.94500,6.07971644
2.95000,6.08910333
2.95500,6.09848526
2.96000,6.10786224
2.96500,6.11723328
2.97000,6.12659922
2.97500,6.13595952
2.98000,6.14531500
2.98500,6.15466514
2.99000,6.16401110
2.99500,6.17335300
3.00000,6.18269169
3.00500,6.19202747
3.01000,6.20136159
3.01500,6.21069523
3.02000,6.22002889
3.02500,6.22936274
3.03000,6.23869730
3.03500,6.24803325
3.04000,6.25737067
3.04500,6.26670974
3.05000,6.27605076
3.05500,6.28539386
3.06000,6.29473868
3.06500,6.30408503
3.07000,6.31343249
3.07500,6.32278097
3.08000,6.33212923
3.08500,6.34147715
3.09000,6.35082369
3.09500,6.36016893
3.10000,6.36951185
3.10500,6.37885259
3.11000,6.38819071
3.11500,6.39752649
3.12000,6.40685918
3.12500,6.41618860
3.13000,6.42551470
3.13500,6.43483816
3.14000,6.44415922
3.14500,6.45347825
3.15000,6.46279592
3.15500,6.47211355
3.16000,6.48143187
3.16500,6.49075160
3.17000,6.50007338
3.17500,6.50939818
3.18000,6.51872673
3.18500,6.52805958
3.19000,6.53739686
3.19500,6.54673893
3.20000,6.55608580
3.20500,6.56543734
3.21000,6.57479324
3.21500,6.58415320
3.22000,6.59351645
3.22500,6.60288234
3.23000,6.61225001
3.23500,6.62161892
3.24000,6.63098839
3.24500,6.64035824
3.25000,6.64972776
3.25500,6.65909636
3.26000,6.66846337
3.26500,6.67782853
3.27000,6.68719209
3.27500,6.69655387
3.28000,6.70591430
3.28500,6.71527353
3.29000,6.72463257
3.29500,6.73399190
3.30000,6.74335193
3.30500,6.75271276
3.31000,6.76207423
3.31500,6.77143645
3.32000,6.78079922
3.32500,6.79016290
3.33000,6.79952730
3.33500,6.80889255
3.34000,6.81825866
3.34500,6.82762586
3.35000,6.83699429
3.35500,6.84636376
3.36000,6.85573455
3.36500,6.86510658
3.37000,6.87448034
3.37500,6.88385537
3.38000,6.89323149
3.38500,6.90260879
3.39000,6.91198791
3.39500,6.92136887
3.40000,6.93075178
3.40500,6.94013683
3.41000,6.94952492
3.41500,6.95891574
3.42000,6.96830931
3.42500,6.97770538
3.43000,6.98710446
3.43500,6.99650587
3.44000,7.00590924
3.44500,7.01531394
3.45000,7.02471966
3.45500,7.03412596
3.46000,7.04353247
3.46500,7.05293872
3.47000,7.06234394
3.47500,7.07174729
3.48000,7.08114827
3.48500,7.09054644
3.49000,7.09994107
3.49500,7.10933139
3.50000,7.11871751
3.50500,7.12809897
3.51000,7.13747526
3.51500,7.14684584
3.52000,7.15621056
3.52500,7.16556998
3.53000,7.17492425
3.53500,7.18427376
3.54000,7.19361896
3.54500,7.20296017
3.55000,7.21229762
3.55500,7.22163097
3.56000,7.23096054
3.56500,7.24028633
3.57000,7.24960862
3.57500,7.25892725
3.58000,7.26824259
3.58500,7.27755476
3.59000,7.28686338
3.59500,7.29616843
3.60000,7.30547023
3.60500,7.31476956
3.61000,7.32406637
3.61500,7.33336119
3.62000,7.34265410
3.62500,7.35194598
3.63000,7.36123670
3.63500,7.37052676
3.64000,7.37981594
3.64500,7.38910468
3.65000,7.39839255
3.65500,7.40767972
3.66000,7.41696593
3.66500,7.42625123
3.67000,7.43553525
3.67500,7.44481801
3.68000,7.45409916
3.68500,7.46337894
3.69000,7.47265670
3.69500,7.48193245
3.70000,7.49120503
3.70500,7.50047469
3.71000,7.50974044
3.71500,7.51900203
3.72000,7.52825900
3.72500,7.53751158
3.73000,7.54675967
3.73500,7.55600316
3.74000,7.56524171
3.74500,7.57447537
3.75000,7.58370436
3.75500,7.59292859
3.76000,7.60214850
3.76500,7.61136410
3.77000,7.62057651
3.77500,7.62978550
3.78000,7.63899207
3.78500,7.64819662
3.79000,7.65740036
3.79500,7.66660322
3.80000,7.67580606
3.80500,7.68500913
3.81000,7.69421322
3.81500,7.70341776
3.82000,7.71262254
3.82500,7.72182745
3.83000,7.73103253
3.83500,7.74023753
3.84000,7.74944217
3.84500,7.75864638
3.85000,7.76784926
3.85500,7.77705009
3.86000,7.78624805
3.86500,7.79544318
3.87000,7.80463471
3.87500,7.81382239
3.88000,7.82300587
3.88500,7.83218495
3.89000,7.84135883
3.89500,7.85052688
3.90000,7.85968910
3.90500,7.86884583
3.91000,7.87799701
3.91500,7.88714278
3.92000,7.89628343
3.92500,7.90541947
3.93000,7.91455086
3.93500,7.92367762
3.94000,7.93280002
3.94500,7.94191882
3.95000,7.95103464
3.95500,7.96014840
3.96000,7.96926114
3.96500,7.97837391
3.97000,7.98748738
3.97500,7.99660163
3.98000,8.00571666
3.98500,8.01483284
3.99000,8.02394989
3.99500,8.03306759
4.00000,8.04218509
4.00500,8.05130291
4.01000,8.06042010
4.01500,8.06953621
4.02000,8.07864993
4.02500,8.08776146
4.03000,8.09686982
4.03500,8.10597465
4.04000,8.11507504
4.04500,8.12417118
4.05000,8.13326262
4.05500,8.14234890
4.06000,8.15142951
4.06500,8.16050446
4.07000,8.16957394
4.07500,8.17863805
4.08000,8.18769716
4.08500,8.19675167
4.09000,8.20580184
4.09500,8.21484775
4.10000,8.22388989
4.10500,8.23292910
4.11000,8.24196618
4.11500,8.25100150
4.12000,8.26003539
4.12500,8.26906884
4.13000,8.27810173
4.13500,8.28713400
4.14000,8.29616516
4.14500,8.30519599
4.15000,8.31422598
4.15500,8.32325494
4.16000,8.33228222
4.16500,8.34130814
4.17000,8.35033217
4.17500,8.35935343
4.18000,8.36837065
4.18500,8.37738319
4.19000,8.38639081
4.19500,8.39539267
4.20000,8.40438811
4.20500,8.41337707
4.21000,8.42235989
4.21500,8.43133636
4.22000,8.44030649
4.22500,8.44927106
4.23000,8.45823068
4.23500,8.46718545
4.24000,8.47613550
4.24500,8.48508146
4.25000,8.49402385
4.25500,8.50296271
4.26000,8.51189834
4.26500,8.52083161
4.27000,8.52976284
