      0.4778264761 a         1     0     1     1     1
      0.6455045103 a         2     0     1     1     2
     -0.3760645733 a         3     0     1     1     3
      0.0576401433 a         4     0     1     1     4
     -0.4441772021 a         5     0     1     1     5
     -0.4667784465 a         6     0     1     1     6
      0.6139226241 a         7     0     1     1     7
     -0.9687902741 a         8     0     1     1     8
     -0.0929431119 a         9     0     1     1     9
     -0.8433042582 a        10     0     1     1    10
     -1.3045951260 a        11     0     1     1    11
     -0.1688389363 a        12     0     1     1    12
      0.5100138436 a        13     0     1     1    13
     -0.5153272907 a        14     0     1     1    14
     -0.2631924946 a        15     0     1     1    15
     -0.5303691303 a        16     0     1     1    16
      0.1075492084 a        17     0     1     1    17
      0.0294100241 a        18     0     1     1    18
     -0.5091498718 a        19     0     1     1    19
     -1.3289766129 a        20     0     1     1    20
      0.2604741571 a        21     0     1     1    21
     -0.2298843675 a        22     0     1     1    22
      0.0589259973 a        23     0     1     1    23
      0.0241516607 a        24     0     1     1    24
     -0.7983165398 a        25     0     1     1    25
     -0.8968235523 a        26     0     2     1     1
     -0.2960515746 a        27     0     2     1     2
      0.2021954327 a        28     0     2     1     3
      0.3006978252 a        29     0     2     1     4
     -0.7428506560 a        30     0     2     1     5
      0.7344280060 a        31     0     2     1     6
     -0.2646689349 a        32     0     2     1     7
      0.7287339238 a        33     0     2     1     8
      0.1773757034 a        34     0     2     1     9
     -1.3248562468 a        35     0     2     1    10
      0.1346367641 a        36     0     2     1    11
      0.2259941666 a        37     0     2     1    12
      0.1287241499 a        38     0     2     1    13
     -0.2710825777 a        39     0     2     1    14
     -0.7047339539 a        40     0     2     1    15
     -0.0944827594 a        41     0     2     1    16
     -1.1713350972 a        42     0     2     1    17
      0.1133798984 a        43     0     2     1    18
     -0.3528978547 a        44     0     2     1    19
      0.0612520083 a        45     0     2     1    20
      0.0194887400 a        46     0     2     1    21
     -0.4946718358 a        47     0     2     1    22
      0.1464044843 a        48     0     2     1    23
      0.5151647378 a        49     0     2     1    24
      1.0625388944 a        50     0     2     1    25
     -0.3888624287 a        51     0     3     1     1
      0.5520721348 a        52     0     3     1     2
      0.1347982413 a        53     0     3     1     3
     -0.2433691421 a        54     0     3     1     4
      0.2565206405 a        55     0     3     1     5
     -0.1968342688 a        56     0     3     1     6
      0.7366560127 a        57     0     3     1     7
      0.2515986617 a        58     0     3     1     8
      0.4993607755 a        59     0     3     1     9
      2.0831336519 a        60     0     3     1    10
     -0.7301486438 a        61     0     3     1    11
     -0.1050611945 a        62     0     3     1    12
      0.3878086434 a        63     0     3     1    13
     -0.6548318618 a        64     0     3     1    14
     -0.1062324590 a        65     0     3     1    15
     -0.0231024143 a        66     0     3     1    16
      0.5770327734 a        67     0     3     1    17
      0.2449923871 a        68     0     3     1    18
     -0.6633096015 a        69     0     3     1    19
      0.0312760140 a        70     0     3     1    20
      0.7964080051 a        71     0     3     1    21
      1.0671996874 a        72     0     3     1    22
      0.6722268024 a        73     0     3     1    23
      0.2276786501 a        74     0     3     1    24
     -0.3010199752 a        75     0     3     1    25
     -0.3836993843 a        76     0     4     1     1
     -1.3286385565 a        77     0     4     1     2
      0.0122404405 a        78     0     4     1     3
      0.5825416269 a        79     0     4     1     4
     -0.0998224221 a        80     0     4     1     5
      0.1688028882 a        81     0     4     1     6
     -0.1345569963 a        82     0     4     1     7
     -0.3829540102 a        83     0     4     1     8
      0.8985589103 a        84     0     4     1     9
      0.6250616025 a        85     0     4     1    10
      0.6812171118 a        86     0     4     1    11
      0.5789028536 a        87     0     4     1    12
     -0.0180018249 a        88     0     4     1    13
     -0.0025271188 a        89     0     4     1    14
     -0.4421472206 a        90     0     4     1    15
     -0.3697416920 a        91     0     4     1    16
      0.9281045763 a        92     0     4     1    17
     -0.2471707975 a        93     0     4     1    18
      0.5570797061 a        94     0     4     1    19
      0.9107749474 a        95     0     4     1    20
     -0.0088680019 a        96     0     4     1    21
     -1.0780421615 a        97     0     4     1    22
     -0.2529790856 a        98     0     4     1    23
      0.4774541250 a        99     0     4     1    24
     -0.5713773841 a       100     0     4     1    25
      0.4710003554 a       101     0     5     1     1
      2.5002039549 a       102     0     5     1     2
      0.0519325062 a       103     0     5     1     3
     -0.3304288576 a       104     0     5     1     4
      0.7286480095 a       105     0     5     1     5
      1.1208912537 a       106     0     5     1     6
     -0.6724582695 a       107     0     5     1     7
     -1.5252094471 a       108     0     5     1     8
     -0.4415230041 a       109     0     5     1     9
     -1.9903095097 a       110     0     5     1    10
      1.3998156834 a       111     0     5     1    11
     -0.0020469995 a       112     0     5     1    12
      0.5266465931 a       113     0     5     1    13
     -0.4545550960 a       114     0     5     1    14
      0.3424071059 a       115     0     5     1    15
      0.8873371491 a       116     0     5     1    16
     -0.1426753393 a       117     0     5     1    17
      0.6570383994 a       118     0     5     1    18
      0.4210913540 a       119     0     5     1    19
      0.6679140852 a       120     0     5     1    20
     -0.4429290551 a       121     0     5     1    21
     -0.3841085804 a       122     0     5     1    22
      0.0591495475 a       123     0     5     1    23
      0.1042647584 a       124     0     5     1    24
     -0.0585333960 a       125     0     5     1    25
     -0.0493778875 a       126     0     6     1     1
     -0.5133362431 a       127     0     6     1     2
      0.5254523017 a       128     0     6     1     3
      0.5509549098 a       129     0     6     1     4
      0.1189968234 a       130     0     6     1     5
     -0.8942655036 a       131     0     6     1     6
      0.0548986516 a       132     0     6     1     7
     -0.1098623825 a       133     0     6     1     8
      1.0743348628 a       134     0     6     1     9
      0.8578282653 a       135     0     6     1    10
      0.5258752922 a       136     0     6     1    11
      0.5597307918 a       137     0     6     1    12
     -0.1151890095 a       138     0     6     1    13
      0.3716982802 a       139     0     6     1    14
     -0.2821161218 a       140     0     6     1    15
     -0.3590626673 a       141     0     6     1    16
      0.3717165922 a       142     0     6     1    17
      0.0904519585 a       143     0     6     1    18
      0.4319164416 a       144     0     6     1    19
