   1    1        0.343619167       9.616641912       2.171741604
   1    2        0.345298154       5.002855932       1.278874187
   1    3        0.285209699       7.142794297       1.577017085
   1    4        0.321065535       3.766177117       0.981862166
   1    5        0.218475212       4.146983240       0.872288707
   1    6        0.290054488       2.267823940       0.631455310
   1    7        0.159189832       2.229265268       0.440494747
   1    8        0.246335354       1.320874236       0.416101915
   1    9        0.238711674       0.947511607       0.358941933
   1   10        0.217106314       2.759621601       0.521141727
   1   11        0.150671178       0.555992707       0.266991595
   1   12        0.097653544       1.726540533       0.289591749
   1   13        0.066759825       0.342555809       0.185340547
   1   14        0.024184020       0.912931701       0.149602174
   1   15        0.003860317       0.269792892       0.076773405
   1   16        0.000352219       0.287802158       0.046315921
   1   17        0.000005039       0.138487311       0.016981065
   1   18        0.000010426       0.583191737       0.022445035
   1   19        0.000010951       0.216139623       0.016236362
   1   20        0.027226868       1.685161743       0.139181287
   1   21        0.002764949       0.316370718       0.017562953
   1   22        0.000000086       0.102583489       0.006053905
   1   23        0.029580298       0.916185609       0.078604502
   1   24        0.000000082       0.157859670       0.004397478
   1   25        0.000636915       0.059225627       0.003614881
   1   26        0.008571926       0.194260856       0.023757942
   1   27        0.000225931       0.009965243       0.002065695
   2    1        0.748463231      10.005711989       2.557748373
   2    2        0.028392800       4.619540936       0.918381236
   2    3        0.676853422       7.532354409       1.963724331
   2    4        0.011679710       3.386213103       0.626033706
   2    5        0.593155646       4.535648125       1.262910621
   2    6        0.001645472       1.890987754       0.290699050
   2    7        0.522833566       2.615432862       0.832203829
   2    8        0.000089552       0.936410342       0.105528393
   2    9        0.518531958       1.854534178       0.717883866
   2   10        0.000181868       2.912145690       0.448964571
   2   11        0.352639050       1.071459203       0.533983189
   2   12        0.000001254       2.527764277       0.299539570
   2   13        0.167708004       0.663488171       0.370681094
   2   14        0.000000000       2.303005782       0.168732149
   2   15        0.010018957       0.412687550       0.153546809
   2   16        0.000000000       2.036706882       0.052357504
   2   17        0.000006311       0.343354006       0.015807197
   2   18        0.000000003       0.056319317       0.000907868
   2   19        0.000403511       3.018259758       0.192541346
   2   20        0.000004033       0.498788004       0.011942357
   2   21        0.003769036       0.267395828       0.029808124
   2   22        0.002013752       1.416779651       0.071824537
   2   23        0.018604137       0.407563783       0.047523372
   2   24        0.000000192       0.233240507       0.006803684
   2   25        0.000000001       0.035285773       0.000402984
   2   26        0.010669839       0.822454100       0.048644083
   2   27        0.000002913       0.785570314       0.035001849
   2   28        0.000000004       0.098448069       0.001146867
   2   29        0.005991498       0.099251766       0.015964420
   2   30        0.003370377       0.154785376       0.011408402
