# branch:      feature-nnp-verlet-cells
# exe:         /local/data/public/crm98/cp2k_binaries/phy-cerberus/feature-nnp-verlet-cells/cp2k.psmp
# N_molecules: 64
# steps:       100
# mpi_ranks,omp_threads,total_cores,walltime_s,speedup
1,1,1,7.931,1.00
2,1,2,4.695,1.69
4,1,4,2.676,2.96
8,1,8,1.611,4.92
16,1,16,1.079,7.35
32,1,32,0.825,9.61
