# Green-Kubo viscosity from /rds/user/crm98/hpc-work/cp2k-benchmarks/results/figS4/production/feature-nnp-native-spline/N64/seg3/H2O-64_feature-nnp-native-spline_seg3-1.stress
# n_molecules: 64
# volume_ang3: 1915.8645
# temperature_K: 300.0
# timestep_fs: 0.5
# discard_ps: 10.0
# int_limit_ps: 3.0
# n_frames_used: 180001
# eta_mPa_s: 0.388580
lag_fs,acf_normalized,running_eta_mPa_s
0.000,1.00000000,0.00000000
0.500,0.95787817,0.02219247
1.000,0.83651708,0.04253187
1.500,0.65023126,0.05938410
2.000,0.42067607,0.07152279
2.500,0.17398446,0.07826325
3.000,-0.06250194,0.07952690
3.500,-0.26342589,0.07583252
4.000,-0.40815114,0.06822022
4.500,-0.48280108,0.05812131
5.000,-0.48148601,0.04719116
5.500,-0.40669505,0.03712366
6.000,-0.26887848,0.02946606
6.500,-0.08527126,0.02545179
7.000,0.12196548,0.02586771
7.500,0.32816187,0.03096989
8.000,0.50891897,0.04045817
8.500,0.64296478,0.05351472
9.000,0.71472726,0.06890411
9.500,0.71624518,0.08512412
10.000,0.64810169,0.10058894
10.500,0.51921570,0.11382044
11.000,0.34553048,0.12362230
11.500,0.14783699,0.12921460
12.000,-0.05089734,0.13031341
12.500,-0.22828649,0.12714887
13.000,-0.36501363,0.12042384
13.500,-0.44679530,0.11122201
14.000,-0.46568312,0.10087911
14.500,-0.42065772,0.09083247
15.000,-0.31753090,0.08246513
15.500,-0.16820568,0.07695933
16.000,0.01063489,0.07517327
16.500,0.19931274,0.07755302
17.000,0.37727495,0.08408862
17.500,0.52535582,0.09431990
18.000,0.62793436,0.10739240
18.500,0.67471342,0.12215786
19.000,0.66186614,0.13730793
19.500,0.59237333,0.15152469
20.000,0.47549935,0.16362898
20.500,0.32549656,0.17270824
21.000,0.15975013,0.17820849
21.500,-0.00335325,0.17998124
22.000,-0.14653963,0.17828221
22.500,-0.25549320,0.17372519
23.000,-0.32025378,0.16719912
23.500,-0.33606530,0.15975977
24.000,-0.30364293,0.15250870
24.500,-0.22887779,0.14647260
25.000,-0.12203663,0.14249500
25.500,0.00345622,0.14115089
26.000,0.13253706,0.14269237
26.500,0.25017390,0.14703038
27.000,0.34301791,0.15375419
27.500,0.40085127,0.16218592
28.000,0.41766066,0.17146372
28.500,0.39220678,0.18064353
29.000,0.32802623,0.18880734
29.500,0.23288089,0.19516520
30.000,0.11774449,0.19913953
30.500,-0.00452779,0.20042284
31.000,-0.12067264,0.19900369
31.500,-0.21846072,0.19515963
32.000,-0.28795617,0.18941942
32.500,-0.32247832,0.18250016
33.000,-0.31919129,0.17522687
33.500,-0.27928636,0.16844315
34.000,-0.20775724,0.16292253
34.500,-0.11279959,0.15928903
35.000,-0.00489565,0.15795496
35.500,0.10432758,0.15908201
36.000,0.20335310,0.16256956
36.500,0.28201064,0.16807114
37.000,0.33255954,0.17503727
37.500,0.35049398,0.18277965
38.000,0.33497682,0.19054944
38.500,0.28885274,0.19762052
39.000,0.21824430,0.20336844
39.500,0.13178611,0.20733602
40.000,0.03959540,0.20927863
40.500,-0.04789537,0.20918455
41.000,-0.12110757,0.20726891
41.500,-0.17235794,0.20394249
42.000,-0.19666315,0.19975965
42.500,-0.19222769,0.19535158
43.000,-0.16057048,0.19135263
43.500,-0.10628324,0.18832785
44.000,-0.03645179,0.18670996
44.500,0.04019335,0.18675237
45.000,0.11430036,0.18850355
45.500,0.17697610,0.19180516
46.000,0.22079768,0.19631391
46.500,0.24063772,0.20154426
47.000,0.23420867,0.20692662
47.500,0.20226655,0.21187405
48.000,0.14845798,0.21584950
48.500,0.07883835,0.21842590
49.000,0.00112815,0.21933231
49.500,-0.07619737,0.21848141
50.000,-0.14487545,0.21597555
50.500,-0.19776941,0.21209169
51.000,-0.22963019,0.20724713
51.500,-0.23762824,0.20195078
52.000,-0.22160545,0.19674538
52.500,-0.18402701,0.19214755
53.000,-0.12964428,0.18859210
53.500,-0.06490971,0.18638684
54.000,0.00278822,0.18568270
54.500,0.06598203,0.18646220
55.000,0.11797467,0.18854735
55.500,0.15358272,0.19162544
56.000,0.16968724,0.19528969
56.500,0.16553059,0.19908937
57.000,0.14272906,0.20258348
57.500,0.10500697,0.20539156
58.000,0.05769148,0.20723574
58.500,0.00703502,0.20796941
59.000,-0.04054985,0.20758952
59.500,-0.07925147,0.20623158
60.000,-0.10452838,0.20414844
60.500,-0.11361224,0.20167583
61.000,-0.10579052,0.19918890
61.500,-0.08244039,0.19705532
62.000,-0.04681398,0.19559022
62.500,-0.00360367,0.19501874
63.000,0.04165712,0.19545007
63.500,0.08328225,0.19686626
64.000,0.11612355,0.19912651
64.500,0.13617818,0.20198634
65.000,0.14103908,0.20512859
65.500,0.13013751,0.20820237
66.000,0.10475513,0.21086486
66.500,0.06781301,0.21282092
67.000,0.02347294,0.21385564
67.500,-0.02339254,0.21385655
68.000,-0.06779191,0.21282298
68.500,-0.10519536,0.21086218
69.000,-0.13203688,0.20817316
69.500,-0.14608273,0.20502068
70.000,-0.14662923,0.20170280
70.500,-0.13451391,0.19851606
71.000,-0.11194573,0.19572245
71.500,-0.08218152,0.19352202
72.000,-0.04909257,0.19203404
72.500,-0.01667792,0.19128853
73.000,0.01141463,0.19122887
73.500,0.03230206,0.19172440
74.000,0.04416724,0.19259118
74.500,0.04641701,0.19361794
75.000,0.03968606,0.19459392
75.500,0.02569428,0.19533500
76.000,0.00698220,0.19570539
76.500,-0.01343825,0.19563221
77.000,-0.03247301,0.19511181
77.500,-0.04732820,0.19420726
78.000,-0.05584161,0.19303784
78.500,-0.05672673,0.19176188
79.000,-0.04970345,0.19055550
79.500,-0.03550310,0.18958969
80.000,-0.01575003,0.18900873
80.500,0.00726279,0.18891253
81.000,0.03087379,0.18934481
81.500,0.05238841,0.19028858
82.000,0.06940688,0.19166913
82.500,0.08010290,0.19336381
83.000,0.08342052,0.19521735
83.500,0.07916870,0.19706029
84.000,0.06800731,0.19872852
84.500,0.05133186,0.20008123
85.000,0.03107585,0.20101532
85.500,0.00945826,0.20147477
86.000,-0.01129122,0.20145399
86.500,-0.02919534,0.20099508
87.000,-0.04274919,0.20017959
87.500,-0.05107175,0.19911613
88.000,-0.05397238,0.19792546
88.500,-0.05192701,0.19672510
89.000,-0.04597054,0.19561543
89.500,-0.03752269,0.19466904
90.000,-0.02817363,0.19392437
90.500,-0.01946031,0.19338445
91.000,-0.01266451,0.19302031
91.500,-0.00865870,0.19277861
92.000,-0.00781711,0.19259186
92.500,-0.00999874,0.19238992
93.000,-0.01459916,0.19211110
93.500,-0.02065893,0.19171145
94.000,-0.02701121,0.19117112
94.500,-0.03244772,0.19049715
95.000,-0.03588182,0.18972264
95.500,-0.03648916,0.18890232
96.000,-0.03380984,0.18810548
96.500,-0.02780094,0.18740712
97.000,-0.01883452,0.18687851
