# diffusion from /rds/user/crm98/hpc-work/cp2k-benchmarks/results/figS4/production/feature-nnp-native-spline/N64/seg3/H2O-64_feature-nnp-native-spline_seg3-pos-1.xyz
# species: O   n_atoms: 64   n_frames: 20001
# cell_ang: 12.4200 12.4200 12.4200
# dt_ps: 0.00500
# fit_window_ps: 20.000 79.995
# viscosity_mPa_s: 0.388580
# D_PBC_ang2_ps: 0.28729333
# YH_correction_ang2_ps: 0.12918324
# D_0_ang2_ps: 0.41647657
lag_ps,msd_ang2
0.00000,-0.00000000
0.00500,0.00116793
0.01000,0.00452213
0.01500,0.00996164
0.02000,0.01730441
0.02500,0.02645113
0.03000,0.03714686
0.03500,0.04918055
0.04000,0.06237499
0.04500,0.07659464
0.05000,0.09164799
0.05500,0.10732165
0.06000,0.12348406
0.06500,0.14002243
0.07000,0.15681304
0.07500,0.17370937
0.08000,0.19064882
0.08500,0.20760501
0.09000,0.22453296
0.09500,0.24137332
0.10000,0.25811706
0.10500,0.27479613
0.11000,0.29141452
0.11500,0.30795656
0.12000,0.32443926
0.12500,0.34090838
0.13000,0.35738578
0.13500,0.37386107
0.14000,0.39034692
0.14500,0.40687470
0.15000,0.42345583
0.15500,0.44006921
0.16000,0.45670715
0.16500,0.47338226
0.17000,0.49008983
0.17500,0.50680082
0.18000,0.52349346
0.18500,0.54016886
0.19000,0.55681717
0.19500,0.57340952
0.20000,0.58992392
0.20500,0.60635887
0.21000,0.62270976
0.21500,0.63895525
0.22000,0.65508021
0.22500,0.67108643
0.23000,0.68697571
0.23500,0.70273560
0.24000,0.71835655
0.24500,0.73384353
0.25000,0.74920182
0.25500,0.76442553
0.26000,0.77950823
0.26500,0.79445514
0.27000,0.80927198
0.27500,0.82395510
0.28000,0.83849921
0.28500,0.85290771
0.29000,0.86718581
0.29500,0.88133079
0.30000,0.89533811
0.30500,0.90920943
0.31000,0.92294908
0.31500,0.93655541
0.32000,0.95002500
0.32500,0.96335931
0.33000,0.97656264
0.33500,0.98963544
0.34000,1.00257617
0.34500,1.01538697
0.35000,1.02807223
0.35500,1.04063395
0.36000,1.05307221
0.36500,1.06538956
0.37000,1.07759043
0.37500,1.08967754
0.38000,1.10165188
0.38500,1.11351571
0.39000,1.12527298
0.39500,1.13692647
