# Green-Kubo viscosity from /rds/user/crm98/hpc-work/cp2k-benchmarks/results/figS4/production/feature-nnp-chebyshev/N128/seg2/H2O-128_feature-nnp-chebyshev_seg2-1.stress
# n_molecules: 128
# volume_ang3: 3831.7290
# temperature_K: 300.0
# timestep_fs: 0.5
# discard_ps: 10.0
# int_limit_ps: 3.0
# n_frames_used: 180001
# eta_mPa_s: 0.575232
lag_fs,acf_normalized,running_eta_mPa_s
0.000,1.00000000,0.00000000
0.500,0.95774272,0.02312525
1.000,0.83597447,0.04431299
1.500,0.64900942,0.06185392
2.000,0.41851333,0.07446371
2.500,0.17065235,0.08142306
3.000,-0.06716577,0.08264546
3.500,-0.26948088,0.07866892
4.000,-0.41552162,0.07057754
4.500,-0.49125683,0.05986649
5.000,-0.49064105,0.04826811
5.500,-0.41602658,0.03755837
6.000,-0.27776415,0.02936318
6.500,-0.09304081,0.02498316
7.000,0.11596865,0.02525399
7.500,0.32451384,0.03045705
8.000,0.50804745,0.04029143
8.500,0.64508594,0.05391248
9.000,0.71979428,0.07003471
9.500,0.72391753,0.08708813
10.000,0.65774394,0.10340859
10.500,0.52993283,0.11743766
11.000,0.35624151,0.12790533
11.500,0.15738224,0.13397236
12.000,-0.04362699,0.13531606
12.500,-0.22421530,0.13215225
13.000,-0.36476097,0.12519514
13.500,-0.45058807,0.11556408
14.000,-0.47331397,0.10465076
14.500,-0.43149539,0.09396297
15.000,-0.33058110,0.08496117
15.500,-0.18221433,0.07890393
16.000,-0.00295127,0.07671672
16.500,0.18750902,0.07889675
17.000,0.36844466,0.08546379
17.500,0.52038696,0.09596285
18.000,0.62730482,0.10951961
18.500,0.67842255,0.12494312
19.000,0.66941514,0.14086405
19.500,0.60280084,0.15589172
20.000,0.48747376,0.16877026
20.500,0.33745898,0.17851453
21.000,0.17009409,0.18450985
21.500,0.00391331,0.18656526
22.000,-0.14347682,0.18491671
22.500,-0.25727910,0.18018290
23.000,-0.32696102,0.17328174
23.500,-0.34717439,0.16531872
24.000,-0.31809607,0.15746041
24.500,-0.24519815,0.15080666
25.000,-0.13849612,0.14627439
25.500,-0.01135759,0.14450429
26.000,0.12101226,0.14579955
26.500,0.24325937,0.15010240
27.000,0.34156749,0.15701049
27.500,0.40515476,0.16583093
28.000,0.42740503,0.17566529
28.500,0.40649982,0.18551554
29.000,0.34548237,0.19439810
29.500,0.25176299,0.20145288
30.000,0.13614899,0.20603498
30.500,0.01153876,0.20777950
31.000,-0.10855096,0.20663357
31.500,-0.21145237,0.20285362
32.000,-0.28665534,0.19696988
32.500,-0.32683635,0.18972319
33.000,-0.32852441,0.18198194
33.500,-0.29235816,0.17464795
34.000,-0.22292422,0.16856133
34.500,-0.12820060,0.16441377
35.000,-0.01866148,0.16267901
35.500,0.09386850,0.16356737
36.000,0.19749470,0.16700901
36.500,0.28153245,0.17266737
37.000,0.33764541,0.17998123
37.500,0.36071327,0.18823038
38.000,0.34932951,0.19661755
38.500,0.30587495,0.20435695
39.000,0.23616492,0.21075964
39.500,0.14872008,0.21530597
40.000,0.05375363,0.21769763
40.500,-0.03800252,0.21788369
41.000,-0.11649779,0.21605870
41.500,-0.17345698,0.21263370
42.000,-0.20325288,0.20818393
42.500,-0.20346881,0.20337965
43.000,-0.17509686,0.19890795
43.500,-0.12235583,0.19539438
44.000,-0.05215293,0.19333305
44.500,0.02674796,0.19303296
45.000,0.10475579,0.19458631
45.500,0.17256048,0.19786203
46.000,0.22219058,0.20252491
46.500,0.24789784,0.20807768
47.000,0.24676768,0.21392077
47.500,0.21899009,0.21942240
48.000,0.16776811,0.22399086
48.500,0.09888550,0.22714063
49.000,0.01999472,0.22854486
49.500,-0.06028410,0.22806896
50.000,-0.13334554,0.22578177
50.500,-0.19155120,0.22194402
51.000,-0.22904876,0.21697581
51.500,-0.24237334,0.21140728
52.000,-0.23077161,0.20581839
52.500,-0.19622000,0.20077468
53.000,-0.14314048,0.19676609
53.500,-0.07784975,0.19415571
54.000,-0.00780689,0.19314392
54.500,0.05925297,0.19375161
55.000,0.11619813,0.19582407
55.500,0.15729072,0.19905458
56.000,0.17879732,0.20302452
56.500,0.17935204,0.20725505
57.000,0.16003583,0.21126396
57.500,0.12417057,0.21462107
58.000,0.07686093,0.21699569
58.500,0.02434459,0.21819115
59.000,-0.02676849,0.21816252
59.500,-0.07027784,0.21701619
60.000,-0.10110564,0.21499177
60.500,-0.11586177,0.21242891
61.000,-0.11319868,0.20972320
61.500,-0.09391865,0.20727669
62.000,-0.06082448,0.20544884
62.500,-0.01833501,0.20451379
63.000,0.02808457,0.20462895
63.500,0.07260482,0.20581831
64.000,0.10974027,0.20797221
64.500,0.13499558,0.21086308
65.000,0.14537173,0.21417483
65.500,0.13967518,0.21754187
66.000,0.11860027,0.22059267
66.500,0.08458509,0.22299273
67.000,0.04146861,0.22448170
67.500,-0.00600098,0.22490066
68.000,-0.05274255,0.22420676
68.500,-0.09393272,0.22247421
69.000,-0.12554281,0.21988172
69.500,-0.14476292,0.21668881
70.000,-0.15026895,0.21320384
70.500,-0.14230779,0.20974786
71.000,-0.12259708,0.20661875
71.500,-0.09405818,0.20405958
72.000,-0.06042016,0.20223485
72.500,-0.02574748,0.20121702
73.000,0.00604895,0.20098434
73.500,0.03165764,0.20142973
74.000,0.04871831,0.20237915
74.500,0.05604281,0.20361661
75.000,0.05368658,0.20491276
75.500,0.04287134,0.20605332
76.000,0.02577646,0.20686420
76.500,0.00523068,0.20723046
77.000,-0.01565607,0.20710731
77.500,-0.03387649,0.20652223
78.000,-0.04688176,0.20556829
78.500,-0.05287029,0.20439000
79.000,-0.05097848,0.20316332
79.500,-0.04135375,0.20207267
80.000,-0.02510418,0.20128766
80.500,-0.00413379,0.20094229
81.000,0.01911319,0.20111923
81.500,0.04196442,0.20184069
82.000,0.06184698,0.20306694
82.500,0.07658891,0.20470217
83.000,0.08465864,0.20660686
83.500,0.08531635,0.20861464
84.000,0.07866376,0.21055160
84.500,0.06559250,0.21225558
85.000,0.04764310,0.21359315
85.500,0.02679644,0.21447244
86.000,0.00522565,0.21485069
86.500,-0.01496084,0.21473570
87.000,-0.03195458,0.21418152
87.500,-0.04443430,0.21327920
88.000,-0.05168466,0.21214383
88.500,-0.05363528,0.21089977
89.000,-0.05081888,0.20966593
89.500,-0.04425800,0.20854287
90.000,-0.03529872,0.20760313
90.500,-0.02541629,0.20688595
91.000,-0.01601964,0.20639650
91.500,-0.00828024,0.20610946
92.000,-0.00300509,0.20597616
92.500,-0.00056630,0.20593397
93.000,-0.00089110,0.20591676
93.500,-0.00350824,0.20586479
94.000,-0.00764013,0.20573311
94.500,-0.01232576,0.20549727
95.000,-0.01655716,0.20515609
95.500,-0.01941221,0.20473122
96.000,-0.02016861,0.20426368
96.500,-0.01838664,0.20380826
97.000,-0.01395274,0.20342626
97.500,-0.00708065,0.20317781
98.000,0.00172781,0.20311458
98.500,0.01175564,0.20327385
99.000,0.02216581,0.20367454
99.500,0.03210543,0.20431560
100.000,0.04080473,0.20517683
100.500,0.04765856,0.20622177
101.000,0.05228182,0.20740229
101.500,0.05453393,0.20866402
102.000,0.05451217,0.20995209
102.500,0.05251718,0.21121634
103.000,0.04899705,0.21241545
103.500,0.04447829,0.21351960
104.000,0.03949338,0.21451149
104.500,0.03451409,0.21538568
105.000,0.02989891,0.21614654
105.500,0.02586076,0.21680519
106.000,0.02245834,0.21737594
106.500,0.01961108,0.21787287
107.000,0.01713449,0.21830692
107.500,0.01478950,0.21868401
108.000,0.01233756,0.21900444
108.500,0.00959248,0.21926348
109.000,0.00646074,0.21945311
109.500,0.00296449,0.21956444
110.000,-0.00075567,0.21959053
110.500,-0.00445771,0.21952895
111.000,-0.00783154,0.21938379
111.500,-0.01054343,0.21916674
112.000,-0.01228478,0.21889709
112.500,-0.01281794,0.21860057
113.000,-0.01201235,0.21830727
113.500,-0.00986555,0.21804884
114.000,-0.00650584,0.21785546
114.500,-0.00217631,0.21775290
115.000,0.00279726,0.21776024
115.500,0.00804968,0.21788837
116.000,0.01322431,0.21813966
116.500,0.01801838,0.21850870
117.000,0.02221923,0.21898400
117.500,0.02572593,0.21955034
118.000,0.02855368,0.22019150
118.500,0.03082058,0.22089284
119.000,0.03271950,0.22164339
119.500,0.03447972,0.22243716
120.000,0.03632428,0.22327351
120.500,0.03842911,0.22415651
121.000,0.04088941,0.22509344
