# Green-Kubo viscosity from /rds/user/crm98/hpc-work/cp2k-benchmarks/results/figS4/production/master/N64/seg4/H2O-64_master_seg4-1.stress
# n_molecules: 64
# volume_ang3: 1915.8645
# temperature_K: 300.0
# timestep_fs: 0.5
# discard_ps: 10.0
# int_limit_ps: 3.0
# n_frames_used: 180001
# eta_mPa_s: 0.696900
lag_fs,acf_normalized,running_eta_mPa_s
0.000,1.00000000,0.00000000
0.500,0.95839106,0.02175407
1.000,0.83844561,0.04171356
1.500,0.65414793,0.05829349
2.000,0.42670184,0.07029971
2.500,0.18178005,0.07705881
3.000,-0.05364179,0.07848218
3.500,-0.25441110,0.07506029
4.000,-0.39991351,0.06779197
4.500,-0.47612978,0.05806076
5.000,-0.47690509,0.04747433
5.500,-0.40438957,0.03768479
6.000,-0.26866388,0.03020842
6.500,-0.08659799,0.02626213
7.000,0.11997517,0.02663289
7.500,0.32664063,0.03159395
8.000,0.50913639,0.04087787
8.500,0.64616168,0.05371108
9.000,0.72191361,0.06890784
9.500,0.72799217,0.08501358
10.000,0.66437336,0.10048016
10.500,0.53928784,0.11385059
11.000,0.36802935,0.12392918
11.500,0.17090205,0.12991571
12.000,-0.02935388,0.13148804
12.500,-0.21027399,0.12882622
13.000,-0.35216957,0.12257853
13.500,-0.44015459,0.11377729
14.000,-0.46554141,0.10371670
14.500,-0.42653777,0.09380736
15.000,-0.32824278,0.08542316
15.500,-0.18198139,0.07975552
16.000,-0.00404656,0.07768910
16.500,0.18604997,0.07971082
17.000,0.36767589,0.08586168
17.500,0.52133216,0.09573690
18.000,0.63082203,0.10853518
18.500,0.68507003,0.12315228
19.000,0.67934378,0.13830837
19.500,0.61570041,0.15269389
20.000,0.50259239,0.16511603
20.500,0.35369929,0.17462783
21.000,0.18617053,0.18062478
21.500,0.01854051,0.18289873
22.000,-0.13140058,0.18164507
22.500,-0.24852467,0.17742481
23.000,-0.32187724,0.17108871
23.500,-0.34565917,0.16367363
24.000,-0.31962466,0.15628357
24.500,-0.24889724,0.14996835
25.000,-0.14325115,0.14561232
25.500,-0.01594208,0.14384398
26.000,0.11779496,0.14497537
26.500,0.24243206,0.14897682
27.000,0.34384569,0.15548927
27.500,0.41084085,0.16387243
28.000,0.43632838,0.17328289
28.500,0.41801876,0.18277309
29.000,0.35855505,0.19139938
29.500,0.26508148,0.19832681
30.000,0.14831759,0.20291891
30.500,0.02126765,0.20480268
31.000,-0.10226871,0.20390291
31.500,-0.20920781,0.20044299
32.000,-0.28855232,0.19491380
32.500,-0.33248698,0.18801522
33.000,-0.33710554,0.18057730
33.500,-0.30271537,0.17347008
34.000,-0.23370699,0.16751143
34.500,-0.13801214,0.16338233
35.000,-0.02620899,0.16155814
35.500,0.08963562,0.16226269
36.000,0.19727030,0.16544968
36.500,0.28557360,0.17081317
37.000,0.34573744,0.17782586
37.500,0.37218730,0.18580066
38.000,0.36313470,0.19396871
38.500,0.32069959,0.20156483
39.000,0.25059218,0.20791082
39.500,0.16139744,0.21248725
40.000,0.06355236,0.21498602
40.500,-0.03185951,0.21533807
41.000,-0.11435533,0.21371390
41.500,-0.17520162,0.21049746
42.000,-0.20834083,0.20623702
42.500,-0.21100083,0.20157892
43.000,-0.18392916,0.19719199
43.500,-0.13123407,0.19369111
44.000,-0.05985597,0.19156846
44.500,0.02126831,0.19113982
45.000,0.10225291,0.19251191
45.500,0.17340231,0.19557393
46.000,0.22631205,0.20001401
46.500,0.25480433,0.20535831
47.000,0.25559188,0.21102786
47.500,0.22859708,0.21640629
48.000,0.17689588,0.22091056
48.500,0.10630218,0.22405636
49.000,0.02465115,0.22551101
49.500,-0.05912689,0.22512805
50.000,-0.13602946,0.22296023
50.500,-0.19798376,0.21924996
51.000,-0.23871729,0.21439903
51.500,-0.25440610,0.20892135
52.000,-0.24403708,0.20338458
52.500,-0.20945261,0.19834716
53.000,-0.15507945,0.19429789
53.500,-0.08737696,0.19160465
54.000,-0.01406942,0.19047777
54.500,0.05674926,0.19095186
55.000,0.11753536,0.19288784
55.500,0.16213350,0.19599444
56.000,0.18643675,0.19986640
56.500,0.18879424,0.20403451
57.000,0.17012337,0.20802142
57.500,0.13372070,0.21139656
58.000,0.08480216,0.21382394
58.500,0.02983455,0.21509734
59.000,-0.02425694,0.21515930
59.500,-0.07090999,0.21410217
60.000,-0.10467988,0.21215169
60.500,-0.12184357,0.20963544
61.000,-0.12078819,0.20694026
61.500,-0.10214440,0.20446389
62.000,-0.06865434,0.20256664
62.500,-0.02479433,0.20152860
63.000,0.02379924,0.20151754
63.500,0.07102887,0.20257091
64.000,0.11107336,0.20459372
64.500,0.13907324,0.20737238
65.000,0.15168199,0.21060213
65.500,0.14741964,0.21392459
66.000,0.12679228,0.21697057
66.500,0.09217194,0.21940286
67.000,0.04746105,0.22095392
67.500,-0.00240895,0.22145436
68.000,-0.05207827,0.22084911
68.500,-0.09638415,0.21919997
69.000,-0.13093772,0.21667485
69.500,-0.15258867,0.21352540
70.000,-0.15972969,0.21005613
70.500,-0.15241294,0.20658881
71.000,-0.13227224,0.20342649
71.500,-0.10226742,0.20082119
72.000,-0.06628635,0.19894887
72.500,-0.02865616,0.19789424
73.000,0.00637566,0.19764674
73.500,0.03512819,0.19810777
74.000,0.05488566,0.19910766
74.500,0.06416431,0.20043008
75.000,0.06282186,0.20184066
75.500,0.05200424,0.20311616
76.000,0.03394350,0.20407088
76.500,0.01163819,0.20457721
77.000,-0.01154104,0.20457829
77.500,-0.03227130,0.20409162
78.000,-0.04767343,0.20320358
78.500,-0.05563961,0.20205596
79.000,-0.05505777,0.20082632
79.500,-0.04591068,0.19970475
80.000,-0.02924249,0.19886994
80.500,-0.00700095,0.19846734
81.000,0.01822229,0.19859199
81.500,0.04351911,0.19927782
82.000,0.06601889,0.20049459
82.500,0.08322546,0.20215241
83.000,0.09329722,0.20411325
83.500,0.09523877,0.20620753
84.000,0.08898465,0.20825391
84.500,0.07536952,0.21007958
85.000,0.05599339,0.21153877
85.500,0.03300297,0.21252736
86.000,0.00881968,0.21299193
86.500,-0.01415023,0.21293272
87.000,-0.03378746,0.21240022
87.500,-0.04848178,0.21148636
88.000,-0.05728069,0.21031154
88.500,-0.05995130,0.20900931
89.000,-0.05695369,0.20771071
89.500,-0.04933489,0.20653005
90.000,-0.03856133,0.20555368
90.500,-0.02631387,0.20483304
91.000,-0.01427169,0.20438221
91.500,-0.00391102,0.20418024
92.000,0.00365896,0.20417744
92.500,0.00780580,0.20430479
93.000,0.00841897,0.20448501
93.500,0.00588852,0.20464394
94.000,0.00102276,0.20472071
94.500,-0.00508159,0.20467563
95.000,-0.01119824,0.20449479
95.500,-0.01613724,0.20419114
96.000,-0.01889601,0.20380199
96.500,-0.01877726,0.20338351
97.000,-0.01546064,0.20300319
97.500,-0.00902288,0.20273123
98.000,0.00009181,0.20263202
98.500,0.01114288,0.20275681
99.000,0.02319333,0.20313823
99.500,0.03522421,0.20378714
100.000,0.04624952,0.20469216
100.500,0.05541935,0.20582151
101.000,0.06210177,0.20712695
101.500,0.06593622,0.20854921
102.000,0.06685413,0.21002426
102.500,0.06506551,0.21148964
103.000,0.06101376,0.21289015
103.500,0.05530503,0.21418223
104.000,0.04862193,0.21533667
104.500,0.04163421,0.21633924
105.000,0.03491925,0.21718961
105.500,0.02890367,0.21789856
106.000,0.02383330,0.21848437
106.500,0.01977338,0.21896876
107.000,0.01663559,0.21937320
107.500,0.01422410,0.21971599
108.000,0.01229043,0.22001052
108.500,0.01058715,0.22026464
109.000,0.00891261,0.22048125
109.500,0.00714185,0.22065959
110.000,0.00524218,0.22079715
110.500,0.00327368,0.22089174
111.000,0.00137641,0.22094340
111.500,-0.00025357,0.22095587
112.000,-0.00139643,0.22093754
112.500,-0.00184511,0.22090153
113.000,-0.00144102,0.22086503
113.500,-0.00010306,0.22084788
114.000,0.00215555,0.22087068
114.500,0.00522662,0.22095268
115.000,0.00892329,0.22110986
115.500,0.01301065,0.22135351
116.000,0.01724487,0.22168959
116.500,0.02141263,0.22211900
117.000,0.02536293,0.22263859
117.500,0.02902500,0.22324274
118.000,0.03240948,0.22392516
118.500,0.03559397,0.22468055
119.000,0.03869695,0.22550578
119.500,0.04184585,0.22640046
120.000,0.04514491,0.22736677
120.500,0.04864751,0.22840863
121.000,0.05233601,0.22953037
121.500,0.05611110,0.23073501
122.000,0.05979166,0.23202247
122.500,0.06312606,0.23338786
123.000,0.06581456,0.23482015
123.500,0.06754203,0.23630149
124.000,0.06801792,0.23780731
124.500,0.06701920,0.23930732
125.000,0.06442976,0.24076747
125.500,0.06026983,0.24215265
126.000,0.05470935,0.24342985
126.500,0.04806172,0.24457145
127.000,0.04075768,0.24555807
127.500,0.03330252,0.24638074
128.000,0.02622288,0.24704195
128.500,0.02001048,0.24755552
129.000,0.01507062,0.24794520
129.500,0.01168109,0.24824237
130.000,0.00996587,0.24848282
130.500,0.00988532,0.24870333
131.000,0.01124332,0.24893803
131.500,0.01371051,0.24921522
132.000,0.01686175,0.24955482
132.500,0.02022487,0.24996679
133.000,0.02333632,0.25045067
133.500,0.02579821,0.25099646
134.000,0.02732975,0.25158662
134.500,0.02780595,0.25219907
135.000,0.02727732,0.25281094
135.500,0.02596656,0.25340238
136.000,0.02424146,0.25396010
136.500,0.02256704,0.25448005
137.000,0.02144337,0.25496893
137.500,0.02133749,0.25544414
138.000,0.02261877,0.25593242
138.500,0.02550597,0.25646699
139.000,0.03003259,0.25708392
139.500,0.03603409,0.25781780
140.000,0.04315813,0.25869748
140.500,0.05089609,0.25974224
141.000,0.05863258,0.26095890
141.500,0.06570764,0.26234009
