# Green-Kubo viscosity from /rds/user/crm98/hpc-work/cp2k-benchmarks/results/figS4/production/feature-nnp-chebyshev/N256/seg3/H2O-256_feature-nnp-chebyshev_seg3-1.stress
# n_molecules: 256
# volume_ang3: 7663.4580
# temperature_K: 300.0
# timestep_fs: 0.5
# discard_ps: 10.0
# int_limit_ps: 3.0
# n_frames_used: 180001
# eta_mPa_s: 0.679488
lag_fs,acf_normalized,running_eta_mPa_s
0.000,1.00000000,0.00000000
0.500,0.95863560,0.02165813
1.000,0.83938620,0.04154024
1.500,0.65613277,0.05807733
2.000,0.42991734,0.07008662
2.500,0.18620954,0.07689961
3.000,-0.04823344,0.07842532
3.500,-0.24845952,0.07514455
4.000,-0.39400104,0.06804038
4.500,-0.47089992,0.05847650
5.000,-0.47295667,0.04803956
5.500,-0.40216786,0.03836264
6.000,-0.26836809,0.03094801
6.500,-0.08812319,0.02700601
7.000,0.11704973,0.02732587
7.500,0.32301261,0.03219198
8.000,0.50569586,0.04135565
8.500,0.64387363,0.05406731
9.000,0.72168506,0.06916734
9.500,0.73054274,0.08522574
10.000,0.67012665,0.10071401
10.500,0.54829669,0.11418705
11.000,0.37994370,0.12445131
11.500,0.18498355,0.13069815
12.000,-0.01417036,0.13258696
12.500,-0.19527595,0.13027095
13.000,-0.33872811,0.12436606
13.500,-0.42956506,0.11587045
14.000,-0.45886162,0.10604644
14.500,-0.42444466,0.09627905
15.000,-0.33092800,0.08792631
15.500,-0.18910228,0.08217594
16.000,-0.01474242,0.07992187
16.500,0.17307546,0.08167268
17.000,0.35401432,0.08750112
17.500,0.50868864,0.09704069
18.000,0.62081425,0.10953046
18.500,0.67903340,0.12390387
19.000,0.67816707,0.13891148
19.500,0.61971241,0.15326312
20.000,0.51151352,0.16577196
20.500,0.36666446,0.17548264
21.000,0.20182094,0.18176882
21.500,0.03517435,0.18438946
22.000,-0.11563519,0.18349974
22.500,-0.23541630,0.17961790
23.000,-0.31294169,0.17355428
23.500,-0.34195843,0.16631255
24.000,-0.32163550,0.15897468
24.500,-0.25644548,0.15258240
25.000,-0.15551947,0.14802699
25.500,-0.03155128,0.14595840
26.000,0.10064013,0.14672237
26.500,0.22574805,0.15033150
27.000,0.32964748,0.15647293
27.500,0.40091528,0.16455132
28.000,0.43202838,0.17376182
28.500,0.42010134,0.18318447
29.000,0.36708203,0.19188896
29.500,0.27939580,0.19903756
30.000,0.16709988,0.20397480
30.500,0.04266894,0.20629438
31.000,-0.08043134,0.20587681
31.500,-0.18921412,0.20289513
32.000,-0.27252695,0.19778931
32.500,-0.32216190,0.19121338
33.000,-0.33362419,0.18396185
33.500,-0.30650116,0.17688349
34.000,-0.24441071,0.17079164
34.500,-0.15454441,0.16638009
35.000,-0.04685406,0.16415307
35.500,0.06703686,0.16437625
36.000,0.17508750,0.16705360
36.500,0.26612936,0.17193247
37.000,0.33105252,0.17853597
37.500,0.36375660,0.18621901
38.000,0.36175941,0.19424159
38.500,0.32639529,0.20185105
39.000,0.26258482,0.20836385
39.500,0.17820880,0.21323804
40.000,0.08316615,0.21612826
40.500,-0.01177035,0.21691774
41.000,-0.09616685,0.21572420
41.500,-0.16107333,0.21287970
42.000,-0.19997686,0.20888729
42.500,-0.20946397,0.20435979
43.000,-0.18952670,0.19994784
43.500,-0.14348624,0.19626546
44.000,-0.07754871,0.19382131
44.500,-0.00004735,0.19296327
45.000,0.07954091,0.19384229
45.500,0.15169073,0.19639920
46.000,0.20790961,0.20037558
46.500,0.24168075,0.20534704
47.000,0.24916100,0.21077465
47.500,0.22955813,0.21606822
48.000,0.18515165,0.22065398
48.500,0.12096463,0.22403894
49.000,0.04413492,0.22586457
49.500,-0.03693322,0.22594421
50.000,-0.11353431,0.22428037
50.500,-0.17763222,0.22106072
51.000,-0.22272900,0.21663362
51.500,-0.24453990,0.21146667
52.000,-0.24140675,0.20609319
52.500,-0.21441149,0.20105286
53.000,-0.16718466,0.19683326
53.500,-0.10543614,0.19381868
54.000,-0.03626538,0.19225178
54.500,0.03266773,0.19221200
55.000,0.09401495,0.19361282
55.500,0.14155399,0.19621769
56.000,0.17085234,0.19967220
56.500,0.17970723,0.20354861
57.000,0.16831682,0.20739698
57.500,0.13917061,0.21079710
58.000,0.09668078,0.21340509
58.500,0.04660507,0.21498951
59.000,-0.00466586,0.21545327
59.500,-0.05087110,0.21483915
60.000,-0.08660351,0.21331899
60.500,-0.10791328,0.21116807
61.000,-0.11272456,0.20872831
61.500,-0.10102113,0.20636476
62.000,-0.07478458,0.20442074
62.500,-0.03769777,0.20317694
63.000,0.00534557,0.20281919
63.500,0.04886120,0.20341860
64.000,0.08744578,0.20492585
64.500,0.11641575,0.20718010
65.000,0.13233698,0.20993075
65.500,0.13338499,0.21286904
66.000,0.11949977,0.21566538
66.500,0.09232647,0.21800771
67.000,0.05495998,0.21963637
67.500,0.01153353,0.22037164
68.000,-0.03329291,0.22013103
68.500,-0.07488054,0.21893487
69.000,-0.10913172,0.21690011
69.500,-0.13292418,0.21422351
70.000,-0.14441399,0.21115677
70.500,-0.14317829,0.20797664
71.000,-0.13018859,0.20495381
71.500,-0.10762549,0.20232412
72.000,-0.07856386,0.20026528
72.500,-0.04657203,0.19888156
73.000,-0.01527659,0.19819765
73.500,0.01205384,0.19816202
74.000,0.03285798,0.19865864
74.500,0.04552778,0.19952541
75.000,0.04952864,0.20057652
75.500,0.04538857,0.20162610
76.000,0.03456601,0.20251021
76.500,0.01921920,0.20310496
77.000,0.00190909,0.20333859
77.500,-0.01472700,0.20319685
78.000,-0.02829266,0.20272115
78.500,-0.03690531,0.20200021
79.000,-0.03939539,0.20115649
79.500,-0.03541200,0.20032929
80.000,-0.02542626,0.19965655
80.500,-0.01063674,0.19925778
81.000,0.00720745,0.19921986
81.500,0.02603987,0.19958750
82.000,0.04373521,0.20035906
82.500,0.05835996,0.20148800
83.000,0.06838564,0.20288952
83.500,0.07284164,0.20445118
84.000,0.07139367,0.20604610
84.500,0.06434348,0.20754705
85.000,0.05255555,0.20883969
85.500,0.03732424,0.20983356
86.000,0.02020118,0.21046967
86.500,0.00280606,0.21072407
87.000,-0.01335527,0.21060742
87.500,-0.02704420,0.21016070
88.000,-0.03739769,0.20944811
88.500,-0.04398213,0.20854823
89.000,-0.04679089,0.20754449
89.500,-0.04619154,0.20651631
90.000,-0.04283460,0.20553188
90.500,-0.03753993,0.20464312
91.000,-0.03117768,0.20388325
91.500,-0.02455959,0.20326692
92.000,-0.01835275,0.20279241
92.500,-0.01302340,0.20244546
93.000,-0.00881366,0.20220399
93.500,-0.00574968,0.20204295
94.000,-0.00367617,0.20193872
94.500,-0.00230944,0.20187253
95.000,-0.00129969,0.20183263
95.500,-0.00029279,0.20181502
96.000,0.00101712,0.20182303
96.500,0.00285094,0.20186580
97.000,0.00532678,0.20195623
97.500,0.00846100,0.20210869
98.000,0.01218431,0.20233698
98.500,0.01636729,0.20265270
99.000,0.02084868,0.20306422
99.500,0.02546065,0.20357630
100.000,0.03004708,0.20419009
100.500,0.03447333,0.20490354
101.000,0.03862817,0.20571188
101.500,0.04241961,0.20660809
102.000,0.04576715,0.20758324
102.500,0.04859247,0.20862664
103.000,0.05081033,0.20972582
103.500,0.05232139,0.21086622
104.000,0.05300894,0.21203094
104.500,0.05274185,0.21320031
105.000,0.05138552,0.21435172
105.500,0.04882179,0.21545979
106.000,0.04497630,0.21649699
106.500,0.03984920,0.21743497
107.000,0.03354336,0.21824653
107.500,0.02628264,0.21890807
108.000,0.01841454,0.21940232
108.500,0.01039367,0.21972088
109.000,0.00274645,0.21986618
109.500,-0.00397858,0.21985255
110.000,-0.00926816,0.21970607
110.500,-0.01270117,0.21946314
111.000,-0.01399749,0.21916791
111.500,-0.01305320,0.21886879
112.000,-0.00995838,0.21861434
112.500,-0.00499585,0.21844898
113.000,0.00137967,0.21840899
113.500,0.00858123,0.21851913
114.000,0.01594618,0.21879035
114.500,0.02280576,0.21921886
115.000,0.02856127,0.21978687
115.500,0.03275824,0.22046492
116.000,0.03514789,0.22121581
116.500,0.03572600,0.22199952
117.000,0.03474060,0.22277872
117.500,0.03266537,0.22352408
118.000,0.03014014,0.22421857
118.500,0.02788670,0.22486022
119.000,0.02661138,0.22546285
119.500,0.02690868,0.22605466
120.000,0.02917884,0.22667486
120.500,0.03357000,0.22736872
121.000,0.03995105,0.22818170
121.500,0.04791729,0.22915333
122.000,0.05682762,0.23031157
122.500,0.06586879,0.23166832
123.000,0.07414065,0.23321651
123.500,0.08075385,0.23492930
124.000,0.08493072,0.23676140
124.500,0.08609820,0.23865260
125.000,0.08396195,0.24053308
125.500,0.07855187,0.24233012
126.000,0.07023182,0.24397534
126.500,0.05967048,0.24541177
127.000,0.04777530,0.24659988
127.500,0.03559668,0.24752179
128.000,0.02421409,0.24818316
128.500,0.01461822,0.24861256
129.000,0.00760389,0.24885829
129.500,0.00368627,0.24898313
130.000,0.00304962,0.24905761
130.500,0.00553305,0.24915252
131.000,0.01065373,0.24933151
131.500,0.01766432,0.24964464
132.000,0.02563831,0.25012347
132.500,0.03357465,0.25077824
133.000,0.04051119,0.25159746
133.500,0.04563520,0.25255005
134.000,0.04837874,0.25358963
134.500,0.04848788,0.25466076
135.000,0.04605649,0.25570621
135.500,0.04151939,0.25667460
136.000,0.03560387,0.25752741
136.500,0.02924408,0.25824449
137.000,0.02346769,0.25882736
137.500,0.01926833,0.25929992
138.000,0.01748010,0.25970628
138.500,0.01866981,0.26010602
139.000,0.02306084,0.26056747
139.500,0.03049780,0.26115970
140.000,0.04045601,0.26194430
140.500,0.05209435,0.26296770
141.000,0.06434524,0.26425526
141.500,0.07603134,0.26580751
142.000,0.08599583,0.26759917
142.500,0.09323154,0.26958102
143.000,0.09699430,0.27168449
143.500,0.09688765,0.27382839
144.000,0.09290901,0.27592712
144.500,0.08545193,0.27789939
145.000,0.07526352,0.27967655
145.500,0.06336168,0.28120943
146.000,0.05092107,0.28247315
146.500,0.03914100,0.28346903
147.000,0.02911091,0.28422374
147.500,0.02168951,0.28478548
148.000,0.01741232,0.28521786
148.500,0.01643831,0.28559217
149.000,0.01854144,0.28597897
149.500,0.02314709,0.28643995
150.000,0.02940813,0.28702110
150.500,0.03631091,0.28774780
151.000,0.04279856,0.28862258
151.500,0.04789716,0.28962547
152.000,0.05083072,0.29071718
152.500,0.05111200,0.29184444
153.000,0.04859925,0.29294702
153.500,0.04351268,0.29396557
154.000,0.03640891,0.29484933
154.500,0.02811610,0.29556283
155.000,0.01963709,0.29609087
155.500,0.01203128,0.29644105
156.000,0.00628888,0.29664363
156.500,0.00321219,0.29674870
157.000,0.00331798,0.29682090
157.500,0.00677298,0.29693249
158.000,0.01337026,0.29715523
158.500,0.02254958,0.29755242
159.000,0.03345916,0.29817175
159.500,0.04505158,0.29903991
160.000,0.05620200,0.30015954
160.500,0.06583486,0.30150900
161.000,0.07304386,0.30304469
161.500,0.07719122,0.30470595
162.000,0.07797479,0.30642174
162.500,0.07545529,0.30811833
163.000,0.07004114,0.30972720
163.500,0.06243313,0.31119207
