branch,label,n_molecules,segment,mpi_ranks,prod_steps,time_per_step_s,md_loop_s,total_walltime_s
feature-nnp-chebyshev,feature-nnp-chebyshev,1024,4,76,200000,0.133859,26771.79,26772.43
