# Green-Kubo viscosity from /rds/user/crm98/hpc-work/cp2k-benchmarks/results/figS4/production/feature-nnp-native-spline/N64/seg2/H2O-64_feature-nnp-native-spline_seg2-1.stress
# n_molecules: 64
# volume_ang3: 1915.8645
# temperature_K: 300.0
# timestep_fs: 0.5
# discard_ps: 10.0
# int_limit_ps: 3.0
# n_frames_used: 180001
# eta_mPa_s: 0.776061
lag_fs,acf_normalized,running_eta_mPa_s
0.000,1.00000000,0.00000000
0.500,0.95823242,0.02249225
1.000,0.83785856,0.04312215
1.500,0.65298977,0.06024603
2.000,0.42499668,0.07262778
2.500,0.17970921,0.07957344
3.000,-0.05579082,0.08099676
3.500,-0.25631666,0.07741190
4.000,-0.40128973,0.06985863
4.500,-0.47677698,0.05977316
5.000,-0.47673391,0.04882113
5.500,-0.40342271,0.03871165
6.000,-0.26702540,0.03101089
6.500,-0.08450014,0.02697327
7.000,0.12224330,0.02740679
7.500,0.32872611,0.03258662
8.000,0.51064582,0.04222764
8.500,0.64670346,0.05552096
9.000,0.72116069,0.07123224
9.500,0.72575584,0.08785152
10.000,0.66066885,0.10377599
10.500,0.53436905,0.11750220
11.000,0.36237586,0.12780221
11.500,0.16515545,0.13386143
12.000,-0.03449201,0.13536223
12.500,-0.21415836,0.13250623
13.000,-0.35431506,0.12597675
13.500,-0.44030669,0.11684972
14.000,-0.46370359,0.10646626
14.500,-0.42295837,0.09628207
15.000,-0.32337247,0.08770971
15.500,-0.17641521,0.08196915
16.000,0.00153841,0.07996052
16.500,0.19095626,0.08217151
17.000,0.37124738,0.08862898
17.500,0.52301885,0.09890052
18.000,0.63024777,0.11214694
18.500,0.68209682,0.12722053
19.000,0.67411901,0.14279802
19.500,0.60867075,0.15753214
20.000,0.49447143,0.17020283
20.500,0.34538638,0.17984943
21.000,0.17863128,0.18586830
21.500,0.01267056,0.18806559
22.000,-0.13490220,0.18666164
22.500,-0.24924914,0.18224928
23.000,-0.31975227,0.17571373
23.500,-0.34094523,0.16812496
24.000,-0.31286850,0.16061526
24.500,-0.24085606,0.15425518
25.000,-0.13480169,0.14994037
25.500,-0.00798618,0.14830031
26.000,0.12442138,0.14963769
26.500,0.24704270,0.15390432
27.000,0.34597725,0.16071575
27.500,0.41031089,0.16940247
28.000,0.43326971,0.17909184
28.500,0.41288089,0.18881072
29.000,0.35206547,0.19759689
29.500,0.25816553,0.20460601
30.000,0.14198455,0.20920213
30.500,0.01647903,0.21102224
31.000,-0.10472698,0.21000863
31.500,-0.20882791,0.20640713
32.000,-0.28516516,0.20073313
32.500,-0.32627366,0.19371015
33.000,-0.32856171,0.18618871
33.500,-0.29257894,0.17905429
34.000,-0.22286340,0.17313392
34.500,-0.12739213,0.16911088
35.000,-0.01669094,0.16745595
35.500,0.09731069,0.16838194
36.000,0.20256630,0.17182633
36.500,0.28820733,0.17746336
37.000,0.34570471,0.18474447
37.500,0.36976497,0.19296235
38.000,0.35885614,0.20133129
38.500,0.31530260,0.20907468
39.000,0.24494174,0.21550964
39.500,0.15638995,0.22011934
40.000,0.06001273,0.22260494
40.500,-0.03327389,0.22291206
41.000,-0.11322952,0.22122932
41.500,-0.17140595,0.21796000
42.000,-0.20203592,0.21367065
