# Green-Kubo viscosity from /rds/user/crm98/hpc-work/cp2k-benchmarks/results/figS4/production/feature-nnp-chebyshev/N256/seg1/H2O-256_feature-nnp-chebyshev_seg1-1.stress
# n_molecules: 256
# volume_ang3: 7663.4580
# temperature_K: 300.0
# timestep_fs: 0.5
# discard_ps: 10.0
# int_limit_ps: 3.0
# n_frames_used: 180001
# eta_mPa_s: 0.684084
lag_fs,acf_normalized,running_eta_mPa_s
0.000,1.00000000,0.00000000
0.500,0.95793338,0.02275781
1.000,0.83670744,0.04361761
1.500,0.65056203,0.06090471
2.000,0.42105456,0.07336052
2.500,0.17422746,0.08027972
3.000,-0.06263167,0.08157684
3.500,-0.26416357,0.07777837
4.000,-0.40966783,0.06994617
4.500,-0.48514859,0.05954537
5.000,-0.48455840,0.04827410
5.500,-0.41021163,0.03787384
6.000,-0.27238917,0.02993971
6.500,-0.08818350,0.02574864
7.000,0.12033939,0.02612240
7.500,0.32853789,0.03133987
8.000,0.51195669,0.04110926
8.500,0.64917065,0.05460549
9.000,0.72435660,0.07057052
9.500,0.72921948,0.08746600
10.000,0.66396010,0.10365946
10.500,0.53711718,0.11762004
11.000,0.36431463,0.12809773
11.500,0.16613997,0.13426341
12.000,-0.03448711,0.13579366
12.500,-0.21505632,0.13289312
13.000,-0.35596448,0.12625592
13.500,-0.44251319,0.11697491
14.000,-0.46626076,0.10641188
14.500,-0.42567419,0.09604458
15.000,-0.32608918,0.08730655
15.500,-0.17902139,0.08143545
16.000,-0.00089648,0.07934420
16.500,0.18870550,0.08152717
17.000,0.36915393,0.08801139
17.500,0.52102808,0.09835832
18.000,0.62829063,0.11171729
18.500,0.68010302,0.12692525
19.000,0.67202869,0.14264160
19.500,0.60644374,0.15750177
20.000,0.49209334,0.17027049
20.500,0.34287115,0.17997560
21.000,0.17601963,0.18600687
21.500,0.01002427,0.18816933
22.000,-0.13750968,0.18668752
22.500,-0.25174458,0.18216306
23.000,-0.32207489,0.17549334
23.500,-0.34305691,0.16776226
24.000,-0.31475910,0.16011621
24.500,-0.24254194,0.15363849
25.000,-0.13631635,0.14923487
25.500,-0.00936437,0.14754157
26.000,0.12316273,0.14886429
26.500,0.24592154,0.15315430
27.000,0.34505601,0.16002346
27.500,0.40969441,0.16879621
28.000,0.43309033,0.17859222
28.500,0.41327299,0.18842983
29.000,0.35313483,0.19733808
29.500,0.25996055,0.20446432
30.000,0.14447567,0.20916524
30.500,0.01955064,0.21107178
31.000,-0.10127131,0.21012191
31.500,-0.20524869,0.20655911
32.000,-0.28176275,0.20089839
32.500,-0.32336064,0.19386481
33.000,-0.32643517,0.18631198
33.500,-0.29149463,0.17912955
34.000,-0.22301286,0.17314923
34.500,-0.12888343,0.16905900
35.000,-0.01953444,0.16733389
35.500,0.09320933,0.16819024
36.000,0.19740334,0.17156814
36.500,0.28226617,0.17714352
37.000,0.33932881,0.18436856
37.500,0.36332048,0.19253572
38.000,0.35268911,0.20085818
38.500,0.30969741,0.20855735
39.000,0.24008789,0.21494771
39.500,0.15236307,0.21950932
40.000,0.05677267,0.22194019
40.500,-0.03586891,0.22218316
41.000,-0.11539698,0.22042494
41.500,-0.17340762,0.21706805
42.000,-0.20414717,0.21267959
42.500,-0.20508974,0.20792287
43.000,-0.17714722,0.20347998
43.500,-0.12449552,0.19997387
