branch,label,n_molecules,segment,mpi_ranks,prod_steps,time_per_step_s,md_loop_s,total_walltime_s
feature-nnp-chebyshev,feature-nnp-chebyshev,128,3,32,200000,0.031940,6388.027,6388.634
