# diffusion from /rds/user/crm98/hpc-work/cp2k-benchmarks/results/figS4/production/feature-nnp-native-spline/N64/seg5/H2O-64_feature-nnp-native-spline_seg5-pos-1.xyz
# species: O   n_atoms: 64   n_frames: 20001
# cell_ang: 12.4200 12.4200 12.4200
# dt_ps: 0.00500
# fit_window_ps: 20.000 79.995
# viscosity_mPa_s: 0.841903
# D_PBC_ang2_ps: 0.24561620
# YH_correction_ang2_ps: 0.05962447
# D_0_ang2_ps: 0.30524068
lag_ps,msd_ang2
0.00000,-0.00000000
0.00500,0.00113730
0.01000,0.00440077
0.01500,0.00969069
0.02000,0.01682536
0.02500,0.02570681
0.03000,0.03608074
0.03500,0.04774095
0.04000,0.06051098
0.04500,0.07425936
0.05000,0.08879352
0.05500,0.10390396
0.06000,0.11945937
0.06500,0.13534983
0.07000,0.15145212
0.07500,0.16762377
0.08000,0.18380657
0.08500,0.19997761
0.09000,0.21609518
0.09500,0.23210396
0.10000,0.24800066
0.10500,0.26382068
0.11000,0.27957094
0.11500,0.29523889
0.12000,0.31084559
0.12500,0.32643907
0.13000,0.34204145
0.13500,0.35764300
0.14000,0.37325774
0.14500,0.38891715
0.15000,0.40463098
0.15500,0.42037652
0.16000,0.43614592
0.16500,0.45195018
0.17000,0.46778186
0.17500,0.48360890
0.18000,0.49940855
0.18500,0.51518026
0.19000,0.53091152
0.19500,0.54657107
0.20000,0.56213599
0.20500,0.57760396
0.21000,0.59296813
0.21500,0.60820553
0.22000,0.62330091
0.22500,0.63825654
0.23000,0.65307392
0.23500,0.66774066
0.24000,0.68224874
0.24500,0.69660436
0.25000,0.71081317
0.25500,0.72486867
0.26000,0.73876533
0.26500,0.75250872
0.27000,0.76610437
0.27500,0.77954715
0.28000,0.79283154
0.28500,0.80596034
0.29000,0.81893770
0.29500,0.83175889
0.30000,0.84441866
0.30500,0.85691843
0.31000,0.86926191
0.31500,0.88144617
0.32000,0.89346732
0.32500,0.90532727
0.33000,0.91703028
0.33500,0.92857602
0.34000,0.93996283
0.34500,0.95119391
0.35000,0.96227461
0.35500,0.97320707
0.36000,0.98399171
0.36500,0.99463267
0.37000,1.00513574
0.37500,1.01550422
0.38000,1.02573966
0.38500,1.03584625
0.39000,1.04582953
0.39500,1.05569326
