seg,nNa,nCl,frames,D_O_A2ps,D_Na_A2ps,D_Cl_A2ps,kNE_Sm,kOns_Sm,t_Na,sNaNa,sClCl,sNaCl
seg1,30,30,501,8.319017e-02,4.647683e-02,8.906954e-02,4.8719,5.5634,0.5546,1.170416e+01,8.662540e+00,-3.747384e+00
seg2,30,30,501,6.091348e-02,3.465063e-02,3.957676e-02,2.6679,6.1362,0.5710,1.398732e+01,9.621711e+00,-3.560452e+00
seg3,30,30,501,9.296616e-02,5.249483e-02,8.163095e-02,4.8208,0.6530,-0.1576,-1.658560e+00,2.642857e+00,-1.143003e+00
seg5,30,30,501,7.488553e-02,4.063420e-02,5.543138e-02,3.4528,0.8001,0.5789,2.086855e+00,1.454599e+00,-2.326386e-01
