# Green-Kubo viscosity from /rds/user/crm98/hpc-work/cp2k-benchmarks/results/figS4/production/feature-nnp-chebyshev/N512/seg3/H2O-512_feature-nnp-chebyshev_seg3-1.stress
# n_molecules: 512
# volume_ang3: 15326.9159
# temperature_K: 300.0
# timestep_fs: 0.5
# discard_ps: 10.0
# int_limit_ps: 3.0
# n_frames_used: 180001
# eta_mPa_s: 0.575290
lag_fs,acf_normalized,running_eta_mPa_s
0.000,1.00000000,0.00000000
0.500,0.95790771,0.02255902
1.000,0.83660534,0.04323541
1.500,0.65029860,0.06036753
2.000,0.42050266,0.07270530
2.500,0.17322638,0.07954625
3.000,-0.06425389,0.08080183
3.500,-0.26656119,0.07699018
4.000,-0.41295009,0.06916085
4.500,-0.48936014,0.05876442
5.000,-0.48967042,0.04748403
5.500,-0.41612324,0.03704747
6.000,-0.27893677,0.02903899
6.500,-0.09515549,0.02472869
7.000,0.11318405,0.02493642
7.500,0.32144772,0.02994425
8.000,0.50516237,0.03946845
8.500,0.64285695,0.05269594
9.000,0.71863445,0.06838305
9.500,0.72410313,0.08500628
10.000,0.65935609,0.10094650
10.500,0.53283086,0.11468289
11.000,0.36007678,0.12497097
11.500,0.16165088,0.13098232
12.000,-0.03950409,0.13238970
12.500,-0.22080276,0.12939044
13.000,-0.36252708,0.12266931
13.500,-0.44984336,0.11330917
14.000,-0.47417543,0.10266262
14.500,-0.43387514,0.09220006
15.000,-0.33419517,0.08335035
15.500,-0.18660737,0.07734966
16.000,-0.00753545,0.07511275
16.500,0.18340044,0.07713907
17.000,0.36548886,0.08346337
17.500,0.51919072,0.09365665
18.000,0.62831922,0.10687827
18.500,0.68186600,0.12197423
19.000,0.67522046,0.13761059
19.500,0.61060052,0.15242582
20.000,0.49663075,0.16518335
20.500,0.34714093,0.17490529
21.000,0.17937894,0.18097185
21.500,0.01190768,0.18317586
22.000,-0.13752634,0.18172848
22.500,-0.25389787,0.17721849
23.000,-0.32639082,0.17053240
23.500,-0.34935277,0.16274648
24.000,-0.32266815,0.15500345
24.500,-0.25155655,0.14838723
25.000,-0.14584467,0.14380837
25.500,-0.01879525,0.14191139
26.000,0.11439202,0.14301285
26.500,0.23826125,0.14707613
27.000,0.33879066,0.15372492
27.500,0.40490751,0.16229381
28.000,0.42965278,0.17190962
28.500,0.41085794,0.18159399
29.000,0.35125815,0.19037510
29.500,0.25804211,0.19739546
30.000,0.14191360,0.20200375
30.500,0.01579895,0.20382091
31.000,-0.10663176,0.20277434
31.500,-0.21245466,0.19909782
32.000,-0.29083456,0.19329892
32.500,-0.33409278,0.18609851
33.000,-0.33841171,0.17834991
33.500,-0.30412727,0.17094657
34.000,-0.23559761,0.16472786
34.500,-0.14067072,0.16039249
35.000,-0.02980614,0.15842825
35.500,0.08506384,0.15906493
36.000,0.19182040,0.16225520
36.500,0.27945838,0.16768527
37.000,0.33925927,0.17481414
37.500,0.36570406,0.18293673
38.000,0.35702060,0.19126397
38.500,0.31530305,0.19901048
39.000,0.24619407,0.20548006
39.500,0.15817466,0.21013920
40.000,0.06155284,0.21267090
40.500,-0.03272527,0.21300305
41.000,-0.11430329,0.21130898
41.500,-0.17454489,0.20798087
42.000,-0.20744676,0.20357956
42.500,-0.21024203,0.19876695
43.000,-0.18363675,0.19422868
43.500,-0.13166023,0.19059583
44.000,-0.06115031,0.18837426
44.500,0.01906739,0.18788938
45.000,0.09921359,0.18925222
45.500,0.16968498,0.19235047
46.000,0.22214896,0.19686518
46.500,0.25047596,0.20231077
47.000,0.25140118,0.20809340
47.500,0.22484180,0.21358067
48.000,0.17383953,0.21817428
48.500,0.10414581,0.22137723
49.000,0.02350938,0.22284807
49.500,-0.05924126,0.22243637
50.000,-0.13520897,0.22019591
50.500,-0.19641701,0.21637492
51.000,-0.23666835,0.21138490
51.500,-0.25218654,0.20575232
52.000,-0.24197530,0.20005858
52.500,-0.20786436,0.19487553
53.000,-0.15424221,0.19070333
53.500,-0.08750887,0.18791788
54.000,-0.01531250,0.18673317
54.500,0.05434212,0.18718287
55.000,0.11400931,0.18912261
55.500,0.15763509,0.19225250
56.000,0.18120938,0.19615667
56.500,0.18316333,0.20035497
57.000,0.16447046,0.20436041
57.500,0.12844807,0.20773542
58.000,0.08029215,0.21014052
58.500,0.02640966,0.21136994
59.000,-0.02636748,0.21137043
59.500,-0.07159288,0.21024173
60.000,-0.10394816,0.20821915
60.500,-0.11983551,0.20564071
61.000,-0.11775642,0.20290317
61.500,-0.09843680,0.20041219
62.000,-0.06468732,0.19853268
62.500,-0.02101828,0.19754518
63.000,0.02694214,0.19761343
63.500,0.07315250,0.19876672
64.000,0.11189667,0.20089886
64.500,0.13846324,0.20378351
65.000,0.14968231,0.20710352
65.500,0.14425723,0.21049030
66.000,0.12285821,0.21356800
66.500,0.08797692,0.21599724
67.000,0.04357175,0.21751295
67.500,-0.00544298,0.21795227
68.000,-0.05379583,0.21726972
68.500,-0.09647155,0.21553834
69.000,-0.12926911,0.21293735
69.500,-0.14924417,0.20972832
70.000,-0.15499157,0.20622291
70.500,-0.14674123,0.20274635
71.000,-0.12626231,0.19960080
71.500,-0.09659195,0.19703307
72.000,-0.06162537,0.19521009
72.500,-0.02562036,0.19420485
73.000,0.00732052,0.19399399
73.500,0.03372573,0.19446693
74.000,0.05113132,0.19544465
74.500,0.05831687,0.19670572
75.000,0.05537960,0.19801573
75.500,0.04364761,0.19915672
76.000,0.02545248,0.19995289
76.500,0.00379709,0.20028990
77.000,-0.01803696,0.20012583
77.500,-0.03689454,0.19949291
78.000,-0.05011901,0.19849034
78.500,-0.05585150,0.19726935
79.000,-0.05322680,0.19601255
79.500,-0.04244690,0.19491019
80.000,-0.02472641,0.19413622
80.500,-0.00211858,0.19382691
81.000,0.02275520,0.19406469
81.500,0.04703740,0.19486884
82.000,0.06798526,0.19619413
82.500,0.08329570,0.19793719
83.000,0.09136426,0.19994963
83.500,0.09144773,0.20205599
84.000,0.08371506,0.20407421
84.500,0.06918599,0.20583594
85.000,0.04957173,0.20720427
85.500,0.02704287,0.20808702
86.000,0.00395709,0.20844420
86.500,-0.01741897,0.20828909
87.000,-0.03516057,0.20768327
87.500,-0.04788116,0.20672646
88.000,-0.05485458,0.20554274
88.500,-0.05605289,0.20426487
89.000,-0.05210015,0.20301873
89.500,-0.04415164,0.20190971
90.000,-0.03371656,0.20101252
90.500,-0.02244841,0.20036538
91.000,-0.01193017,0.19996927
91.500,-0.00348113,0.19979170
92.000,0.00199126,0.19977454
92.500,0.00407827,0.19984447
93.000,0.00288776,0.19992473
93.500,-0.00100511,0.19994642
94.000,-0.00666358,0.19985807
94.500,-0.01293386,0.19963226
95.000,-0.01860763,0.19926884
95.500,-0.02258051,0.19879427
96.000,-0.02398755,0.19825772
96.500,-0.02230109,0.19772438
97.000,-0.01738207,0.19726715
97.500,-0.00948240,0.19695762
98.000,0.00079874,0.19685756
98.500,0.01259651,0.19701190
99.000,0.02488879,0.19744381
99.500,0.03661772,0.19815249
100.000,0.04681038,0.19911375
100.500,0.05468498,0.20028318
101.000,0.05973062,0.20160147
101.500,0.06175181,0.20300119
102.000,0.06087299,0.20441408
102.500,0.05750328,0.20577801
103.000,0.05226720,0.20704278
103.500,0.04591189,0.20817400
104.000,0.03920449,0.20915472
104.500,0.03283459,0.20998475
105.000,0.02733469,0.21067802
105.500,0.02302851,0.21125831
106.000,0.02001180,0.21175422
106.500,0.01816537,0.21219409
107.000,0.01719577,0.21260153
107.500,0.01669593,0.21299203
108.000,0.01621661,0.21337124
108.500,0.01533908,0.21373483
109.000,0.01374042,0.21406988
109.500,0.01124385,0.21435775
110.000,0.00784843,0.21457773
110.500,0.00373422,0.21471119
111.000,-0.00075818,0.21474548
111.500,-0.00517198,0.21467715
112.000,-0.00899671,0.21451390
112.500,-0.01174026,0.21427497
113.000,-0.01299930,0.21398992
113.500,-0.01251694,0.21369592
114.000,-0.01021844,0.21343396
114.500,-0.00621986,0.21324456
115.000,-0.00080959,0.21316357
115.500,0.00559284,0.21321868
116.000,0.01249283,0.21342706
116.500,0.01938263,0.21379433
117.000,0.02580046,0.21431493
117.500,0.03137989,0.21497377
118.000,0.03588475,0.21574879
118.500,0.03922690,0.21661423
119.000,0.04146600,0.21754397
119.500,0.04279194,0.21851479
120.000,0.04349151,0.21950895
120.500,0.04390302,0.22051591
121.000,0.04436348,0.22153292
121.500,0.04515519,0.22256435
122.000,0.04645916,0.22361993
122.500,0.04832295,0.22471201
123.000,0.05064850,0.22585236
123.500,0.05320261,0.22704893
124.000,0.05564841,0.22830312
124.500,0.05759283,0.22960788
125.000,0.05864225,0.23094714
125.500,0.05845797,0.23229637
126.000,0.05680390,0.23362442
126.500,0.05358119,0.23489628
127.000,0.04884662,0.23607645
127.500,0.04281365,0.23713256
128.000,0.03583684,0.23803877
128.500,0.02838074,0.23877869
129.000,0.02097607,0.23934738
129.500,0.01416659,0.23975229
130.000,0.00845187,0.24001290
130.500,0.00423229,0.24015905
131.000,0.00176332,0.24022813
