date,job_id,natoms,system,molality,replication,cell_abc,method,basis,cutoff_ry,binary,partition,nodes,ranks,omp,timed_steps,s_per_step,sd_s,wall_s,scf_converged,notes
2026-08-07,33123628,188,NaCl(aq),0.895,"1 1 1",12.42x12.42x12.42,revPBE-D3,TZV2P-GTH,1200,master,icelake,1,76,1,10,48.9315,11.6816,633,12,on-the-fly BOMD; steady-state mean over last 10 steps
