# diffusion from /rds/user/crm98/hpc-work/cp2k-benchmarks/results/figS4/production/master/N64/seg2/H2O-64_master_seg2-pos-1.xyz
# species: O   n_atoms: 64   n_frames: 20001
# cell_ang: 12.4200 12.4200 12.4200
# dt_ps: 0.00500
# fit_window_ps: 20.000 79.995
# viscosity_mPa_s: 0.512287
# D_PBC_ang2_ps: 0.26125848
# YH_correction_ang2_ps: 0.09798809
# D_0_ang2_ps: 0.35924656
lag_ps,msd_ang2
0.00000,-0.00000000
0.00500,0.00112923
0.01000,0.00436920
0.01500,0.00962223
0.02000,0.01670946
0.02500,0.02553594
0.03000,0.03585187
0.03500,0.04745390
0.04000,0.06016982
0.04500,0.07387038
0.05000,0.08836780
0.05500,0.10345494
0.06000,0.11900386
0.06500,0.13490628
0.07000,0.15104171
0.07500,0.16726877
0.08000,0.18352883
0.08500,0.19979846
0.09000,0.21603501
0.09500,0.23218222
0.10000,0.24823379
0.10500,0.26422293
0.11000,0.28015433
0.11500,0.29601361
0.12000,0.31181881
0.12500,0.32761517
0.13000,0.34342319
0.13500,0.35923196
0.14000,0.37505375
0.14500,0.39091845
0.15000,0.40683563
0.15500,0.42278320
0.16000,0.43875316
0.16500,0.45475676
0.17000,0.47078781
0.17500,0.48681636
0.18000,0.50282078
0.18500,0.51880136
0.19000,0.53474737
0.19500,0.55062977
0.20000,0.56642751
0.20500,0.58213936
0.21000,0.59776058
0.21500,0.61327022
0.22000,0.62865442
0.22500,0.64391548
0.23000,0.65905521
0.23500,0.67406192
0.24000,0.68892731
0.24500,0.70365705
0.25000,0.71825605
0.25500,0.73271832
0.26000,0.74703760
0.26500,0.76121857
0.27000,0.77526553
0.27500,0.78917327
0.28000,0.80293570
0.28500,0.81655452
0.29000,0.83003285
0.29500,0.84336584
0.30000,0.85654815
0.30500,0.86958058
0.31000,0.88246629
0.31500,0.89520305
0.32000,0.90778779
0.32500,0.92022298
0.33000,0.93251318
0.33500,0.94465984
0.34000,0.95666311
0.34500,0.96852764
0.35000,0.98025965
0.35500,0.99186336
0.36000,1.00334134
0.36500,1.01469919
0.37000,1.02594374
0.37500,1.03708004
0.38000,1.04811161
0.38500,1.05904346
0.39000,1.06988139
0.39500,1.08062957
0.40000,1.09129078
0.40500,1.10186852
0.41000,1.11236693
0.41500,1.12278893
0.42000,1.13313654
0.42500,1.14341181
0.43000,1.15361741
0.43500,1.16375509
0.44000,1.17382619
0.44500,1.18383187
0.45000,1.19377380
0.45500,1.20365318
0.46000,1.21347152
0.46500,1.22323004
0.47000,1.23293043
0.47500,1.24257443
0.48000,1.25216391
0.48500,1.26170070
0.49000,1.27118619
0.49500,1.28062218
0.50000,1.29001057
0.50500,1.29935342
0.51000,1.30865234
0.51500,1.31790902
0.52000,1.32712571
0.52500,1.33630446
0.53000,1.34544710
0.53500,1.35455501
0.54000,1.36363026
0.54500,1.37267469
0.55000,1.38168980
0.55500,1.39067669
0.56000,1.39963683
0.56500,1.40857163
