      0.1749031032 a         1     0     1     1     1
      1.1340628755 a         2     0     1     1     2
     -0.9108568372 a         3     0     1     1     3
     -0.7011825187 a         4     0     1     1     4
      0.9863362996 a         5     0     1     1     5
     -0.5746570579 a         6     0     1     1     6
     -0.2787440804 a         7     0     1     1     7
      0.8584482987 a         8     0     1     1     8
     -0.0098803673 a         9     0     1     1     9
      0.0892461992 a        10     0     1     1    10
     -0.9719792989 a        11     0     1     1    11
      0.4081498271 a        12     0     1     1    12
     -0.3845215668 a        13     0     1     1    13
     -0.3975948897 a        14     0     1     1    14
      0.1153873944 a        15     0     1     1    15
      0.9995194805 a        16     0     1     1    16
     -0.1843298870 a        17     0     1     1    17
     -0.8391676451 a        18     0     1     1    18
      0.1327857461 a        19     0     1     1    19
     -0.6695608273 a        20     0     1     1    20
     -0.6966363545 a        21     0     1     1    21
      0.3887577905 a        22     0     1     1    22
     -0.7836131437 a        23     0     1     1    23
     -0.1828877999 a        24     0     1     1    24
      0.3887902773 a        25     0     1     1    25
     -0.1067663580 a        26     0     2     1     1
      0.1615901317 a        27     0     2     1     2
      0.1154129525 a        28     0     2     1     3
     -0.1242829506 a        29     0     2     1     4
     -0.7355099718 a        30     0     2     1     5
      0.0556662827 a        31     0     2     1     6
     -0.3194759308 a        32     0     2     1     7
     -0.4949371713 a        33     0     2     1     8
     -0.1929925518 a        34     0     2     1     9
      0.6746796516 a        35     0     2     1    10
      0.6231095337 a        36     0     2     1    11
     -0.3083832066 a        37     0     2     1    12
     -0.3301891049 a        38     0     2     1    13
      0.0640670112 a        39     0     2     1    14
      0.4023684159 a        40     0     2     1    15
     -1.6211474056 a        41     0     2     1    16
      0.5412004217 a        42     0     2     1    17
     -0.1503456762 a        43     0     2     1    18
     -0.2426292985 a        44     0     2     1    19
      0.3437251200 a        45     0     2     1    20
      1.3645075041 a        46     0     2     1    21
     -0.4227406093 a        47     0     2     1    22
      1.6223870690 a        48     0     2     1    23
      0.4641799926 a        49     0     2     1    24
      0.6471711609 a        50     0     2     1    25
     -1.3546486538 a        51     0     3     1     1
     -1.2689805643 a        52     0     3     1     2
      0.5747166663 a        53     0     3     1     3
     -0.2477174443 a        54     0     3     1     4
     -0.1632375462 a        55     0     3     1     5
      0.1218546085 a        56     0     3     1     6
     -0.7087218709 a        57     0     3     1     7
     -0.5694169401 a        58     0     3     1     8
     -0.3780994368 a        59     0     3     1     9
     -0.1690400077 a        60     0     3     1    10
     -0.2989413659 a        61     0     3     1    11
      0.0584706462 a        62     0     3     1    12
      0.0986562603 a        63     0     3     1    13
