# Green-Kubo viscosity from /rds/user/crm98/hpc-work/cp2k-benchmarks/results/figS4/production/feature-nnp-native-spline/N64/seg4/H2O-64_feature-nnp-native-spline_seg4-1.stress
# n_molecules: 64
# volume_ang3: 1915.8645
# temperature_K: 300.0
# timestep_fs: 0.5
# discard_ps: 10.0
# int_limit_ps: 3.0
# n_frames_used: 180001
# eta_mPa_s: 0.902132
lag_fs,acf_normalized,running_eta_mPa_s
0.000,1.00000000,0.00000000
0.500,0.95832046,0.02181912
1.000,0.83818638,0.04183534
1.500,0.65364137,0.05845691
2.000,0.42596448,0.07048561
2.500,0.18089517,0.07724709
3.000,-0.05455148,0.07865478
3.500,-0.25521729,0.07520341
4.000,-0.40050971,0.06789747
4.500,-0.47644338,0.05812668
5.000,-0.47689288,0.04750484
5.500,-0.40402232,0.03768991
6.000,-0.26791000,0.03020341
6.500,-0.08541552,0.02626674
7.000,0.12163345,0.02667027
7.500,0.32881100,0.03168901
8.000,0.51182441,0.04105516
8.500,0.64932876,0.05399244
9.000,0.72547698,0.06931018
9.500,0.73183938,0.08554723
10.000,0.66838545,0.10114819
10.500,0.54336108,0.11464916
11.000,0.37208585,0.12484884
11.500,0.17488487,0.13094305
12.000,-0.02549882,0.13260747
12.500,-0.20662062,0.13002126
13.000,-0.34882840,0.12383258
13.500,-0.43727507,0.11507402
14.000,-0.46329693,0.10504007
14.500,-0.42509684,0.09514181
15.000,-0.32773470,0.08675395
15.500,-0.18246643,0.08106942
16.000,-0.00549879,0.07897515
16.500,0.18374390,0.08096112
17.000,0.36470378,0.08707178
17.500,0.51793491,0.09690592
18.000,0.62727056,0.10966551
18.500,0.68164503,0.12424912
19.000,0.67631904,0.13937922
19.500,0.61332729,0.15374813
20.000,0.50108180,0.16616460
20.500,0.35319960,0.17568279
21.000,0.18674351,0.18169870
21.500,0.02014092,0.18400375
22.000,-0.12893439,0.18279160
22.500,-0.24546328,0.17862016
23.000,-0.31857333,0.17233581
23.500,-0.34250389,0.16497025
24.000,-0.31699380,0.15762229
24.500,-0.24709635,0.15133734
25.000,-0.14246896,0.14699690
25.500,-0.01621958,0.14522883
26.000,0.11657588,0.14634698
26.500,0.24053967,0.15032587
27.000,0.34167165,0.15681272
27.500,0.40885898,0.16517495
28.000,0.43504323,0.17457749
28.500,0.41790799,0.18408086
29.000,0.36001020,0.19274823
29.500,0.26835268,0.19974929
30.000,0.15346896,0.20444912
30.500,0.02815038,0.20647268
31.000,-0.09401906,0.20573879
31.500,-0.20014675,0.20246127
32.000,-0.27937498,0.19711856
32.500,-0.32395506,0.19039640
33.000,-0.32996139,0.18311063
