# Green-Kubo viscosity from /rds/user/crm98/hpc-work/cp2k-benchmarks/results/figS4/production/feature-nnp-chebyshev/N128/seg5/H2O-128_feature-nnp-chebyshev_seg5-1.stress
# n_molecules: 128
# volume_ang3: 3831.7290
# temperature_K: 300.0
# timestep_fs: 0.5
# discard_ps: 10.0
# int_limit_ps: 3.0
# n_frames_used: 180001
# eta_mPa_s: 0.690737
lag_fs,acf_normalized,running_eta_mPa_s
0.000,1.00000000,0.00000000
0.500,0.95842475,0.02213653
1.000,0.83857917,0.04244849
1.500,0.65443683,0.05932440
2.000,0.42718026,0.07155017
2.500,0.18244897,0.07844095
3.000,-0.05282322,0.07990614
3.500,-0.25352518,0.07644341
4.000,-0.39907095,0.06906696
4.500,-0.47544371,0.05918212
5.000,-0.47645671,0.04842257
5.500,-0.40419322,0.03846838
6.000,-0.26864081,0.03086318
6.500,-0.08656682,0.02684818
7.000,0.12028705,0.02722933
7.500,0.32756535,0.03229151
8.000,0.51101895,0.04177022
8.500,0.64930699,0.05488566
9.000,0.72653679,0.07043714
9.500,0.73417974,0.08694796
10.000,0.67205985,0.10284302
10.500,0.54824902,0.11663645
11.000,0.37789109,0.12710483
11.500,0.18116376,0.13342396
12.000,-0.01928219,0.13525374
12.500,-0.20102164,0.13276360
13.000,-0.34434436,0.12659920
13.500,-0.43427561,0.11779827
14.000,-0.46197319,0.10766777
14.500,-0.42543554,0.09763718
15.000,-0.32951887,0.08910375
15.500,-0.18530058,0.08328463
16.000,-0.00885421,0.08109005
16.500,0.18046908,0.08302985
17.000,0.36211515,0.08916281
17.500,0.51656882,0.09909478
18.000,0.62752440,0.11202673
18.500,0.68371889,0.12684802
19.000,0.68017782,0.14226446
19.500,0.61869116,0.15694588
20.000,0.50744982,0.16967492
20.500,0.35990605,0.17947884
21.000,0.19304042,0.18572893
21.500,0.02529552,0.18819683
22.000,-0.12554159,0.18706372
22.500,-0.24425389,0.18288384
23.000,-0.31971194,0.17650920
23.500,-0.34587205,0.16898595
24.000,-0.32220001,0.16143458
24.500,-0.25352035,0.15492707
25.000,-0.14933418,0.15037352
25.500,-0.02268480,0.14842914
26.000,0.11131631,0.14943097
26.500,0.23715882,0.15336986
27.000,0.34062730,0.15990071
27.500,0.41033553,0.16838902
28.000,0.43892615,0.17798843
28.500,0.42379504,0.18773996
29.000,0.36725916,0.19668144
29.500,0.27615995,0.20395415
30.000,0.16096870,0.20889512
30.500,0.03452103,0.21110478
31.000,-0.08945495,0.21048385
31.500,-0.19784180,0.20723647
32.000,-0.27950481,0.20184091
32.500,-0.32640016,0.19499223
33.000,-0.33432448,0.18752390
33.500,-0.30325092,0.18031724
34.000,-0.23723550,0.17420799
34.500,-0.14391354,0.16989978
35.000,-0.03363935,0.16789285
35.500,0.08164549,0.16843548
36.000,0.18970217,0.17150259
36.500,0.27930942,0.17680393
37.000,0.34146109,0.18382065
37.500,0.37031246,0.19186599
38.000,0.36376681,0.20016346
38.500,0.32363532,0.20793333
39.000,0.25535482,0.21447779
39.500,0.16730240,0.21925518
40.000,0.06979402,0.22193514
40.500,-0.02611020,0.22242890
41.000,-0.10985344,0.22089208
41.500,-0.17254151,0.21770010
42.000,-0.20788914,0.21340000
42.500,-0.21285605,0.20864422
43.000,-0.18791169,0.20411425
43.500,-0.13690725,0.20044275
44.000,-0.06657514,0.19814274
44.500,0.01428475,0.19755169
45.000,0.09583855,0.19879644
45.500,0.16835335,0.20178266
46.000,0.22330314,0.20620964
46.500,0.25431829,0.21160831
47.000,0.25787044,0.21739770
47.500,0.23361732,0.22295310
48.000,0.18437450,0.22767776
48.500,0.11572664,0.23106987
49.000,0.03533385,0.23277734
49.500,-0.04797754,0.23263443
50.000,-0.12522919,0.23067663
50.500,-0.18829259,0.22713282
51.000,-0.23076814,0.22239608
51.500,-0.24864894,0.21697712
52.000,-0.24070343,0.21144585
52.500,-0.20854220,0.20636793
53.000,-0.15636870,0.20224325
53.500,-0.09044693,0.19945344
54.000,-0.01835019,0.19822368
54.500,0.05192140,0.19860314
55.000,0.11285190,0.20046561
55.500,0.15824366,0.20352987
56.000,0.18387931,0.20739697
56.500,0.18793819,0.21159971
57.000,0.17112516,0.21565828
57.500,0.13650458,0.21913549
58.000,0.08906797,0.22168519
58.500,0.03509338,0.22308862
59.000,-0.01862334,0.22327478
59.500,-0.06557375,0.22232308
60.000,-0.10028608,0.22044833
60.500,-0.11893459,0.21797043
61.000,-0.11974229,0.21527261
61.500,-0.10313446,0.21275338
62.000,-0.07162909,0.21077799
62.500,-0.02948157,0.20963511
63.000,0.01786928,0.20950385
63.500,0.06448253,0.21043469
64.000,0.10463710,0.21234629
64.500,0.13350493,0.21503807
65.000,0.14769406,0.21821653
65.500,0.14560078,0.22153171
66.000,0.12753634,0.22461904
66.500,0.09562370,0.22714147
67.000,0.05348809,0.22882691
67.500,0.00578785,0.22949692
68.000,-0.04235241,0.22908363
68.500,-0.08593704,0.22763354
69.000,-0.12065489,0.22529838
69.500,-0.14333459,0.22231445
70.000,-0.15225241,0.21897336
70.500,-0.14726316,0.21558787
71.000,-0.12974498,0.21245678
71.500,-0.10237075,0.20983312
72.000,-0.06873907,0.20789903
72.500,-0.03291448,0.20675001
73.000,0.00106406,0.20639000
73.500,0.02964543,0.20673712
74.000,0.05014572,0.20763901
74.500,0.06100432,0.20889537
75.000,0.06189481,0.21028453
75.500,0.05368731,0.21159098
76.000,0.03827667,0.21263047
76.500,0.01830449,0.21327002
77.000,-0.00318786,0.21344088
77.500,-0.02313343,0.21314337
78.000,-0.03879930,0.21244333
78.500,-0.04809291,0.21146117
79.000,-0.04978329,0.21035485
79.500,-0.04361480,0.20929915
80.000,-0.03030285,0.20846364
80.500,-0.01141501,0.20799209
81.000,0.01084516,0.20798565
81.500,0.03392197,0.20849167
82.000,0.05522170,0.20949928
82.500,0.07241666,0.21094200
83.000,0.08370260,0.21270666
83.500,0.08798094,0.21464724
84.000,0.08494903,0.21660190
84.500,0.07509392,0.21841091
85.000,0.05959699,0.21993335
85.500,0.04016614,0.22106099
86.000,0.01881929,0.22172772
86.500,-0.00235375,0.22191383
87.000,-0.02142284,0.22164508
87.500,-0.03681700,0.22098678
88.000,-0.04747052,0.22003406
88.500,-0.05290199,0.21889953
89.000,-0.05322032,0.21770000
89.500,-0.04906153,0.21654389
90.000,-0.04146848,0.21552061
90.500,-0.03173248,0.21469320
91.000,-0.02121953,0.21409467
91.500,-0.01120408,0.21372818
92.000,-0.00272985,0.21357068
92.500,0.00348824,0.21357925
93.000,0.00711366,0.21369909
93.500,0.00818888,0.21387205
94.000,0.00709210,0.21404478
94.500,0.00445946,0.21417535
95.000,0.00108473,0.21423802
95.500,-0.00219033,0.21422552
96.000,-0.00458207,0.21414897
96.500,-0.00545580,0.21403551
97.000,-0.00439215,0.21392420
97.500,-0.00122298,0.21386073
98.000,0.00396509,0.21389172
98.500,0.01085749,0.21405926
99.000,0.01896261,0.21439633
99.500,0.02767805,0.21492352
100.000,0.03636224,0.21564738
100.500,0.04440200,0.21656028
101.000,0.05126894,0.21764167
101.500,0.05656019,0.21886049
102.000,0.06002163,0.22017824
102.500,0.06155401,0.22155244
103.000,0.06120364,0.22293999
103.500,0.05914040,0.22430027
104.000,0.05562658,0.22559751
104.500,0.05098076,0.22680252
105.000,0.04554147,0.22789353
105.500,0.03963517,0.22885630
106.000,0.03355265,0.22968356
106.500,0.02753615,0.23037406
107.000,0.02177761,0.23093147
107.500,0.01642597,0.23136329
108.000,0.01159980,0.23168007
108.500,0.00740036,0.23189484
109.000,0.00392091,0.23202280
109.500,0.00124917,0.23208124
110.000,-0.00053757,0.23208928
110.500,-0.00138333,0.23206757
111.000,-0.00126715,0.23203761
111.500,-0.00021591,0.23202085
112.000,0.00168699,0.23203748
